gi|493613085|ref|WP_006565388.1|	MULTISPECIES: chromosomal replication initiator protein DnaA [Anaerostipes] 
gi|493616581|ref|WP_006568813.1|	MULTISPECIES: nucleotidyltransferase [Anaerostipes] 
gi|493616582|ref|WP_006568814.1|	DNA-binding protein [Anaerostipes caccae] 
gi|493616583|ref|WP_006568815.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616584|ref|WP_006568816.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616585|ref|WP_006568817.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616586|ref|WP_006568818.1|	MULTISPECIES: N-acetylmuramoyl-L-alanine amidase [Anaerostipes] 
gi|493616587|ref|WP_006568819.1|	hydrolase [Anaerostipes caccae] 
gi|493616588|ref|WP_006568820.1|	magnesium transporter [Anaerostipes caccae] 
gi|493616589|ref|WP_006568821.1|	MULTISPECIES: chitooligosaccharide deacetylase [Anaerostipes] 
gi|493616590|ref|WP_006568822.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616591|ref|WP_006568823.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616592|ref|WP_006568824.1|	glutamine synthetase [Anaerostipes caccae] 
gi|493616593|ref|WP_006568825.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616594|ref|WP_006568826.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|493616595|ref|WP_006568827.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616596|ref|WP_006568828.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616597|ref|WP_006568829.1|	GTP-binding protein EngB [Anaerostipes caccae] 
gi|493616598|ref|WP_006568830.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616599|ref|WP_006568831.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493616600|ref|WP_006568832.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616601|ref|WP_006568833.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616602|ref|WP_006568834.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616603|ref|WP_006568835.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616605|ref|WP_006568836.1|	MULTISPECIES: stage V sporulation protein AD [Anaerostipes] 
gi|493616606|ref|WP_006568837.1|	MULTISPECIES: stage V sporulation protein AEB [Anaerostipes] 
gi|493616607|ref|WP_006568838.1|	MULTISPECIES: transglycosylase [Anaerostipes] 
gi|493616608|ref|WP_006568839.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616609|ref|WP_006568840.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616610|ref|WP_006568841.1|	2-isopropylmalate synthase [Anaerostipes caccae] 
gi|493616611|ref|WP_006568842.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616612|ref|WP_006568843.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616613|ref|WP_006568844.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616614|ref|WP_006568845.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616615|ref|WP_006568846.1|	cell division protein Fic [Anaerostipes caccae] 
gi|493616616|ref|WP_006568847.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616617|ref|WP_006568848.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616618|ref|WP_006568849.1|	helicase [Anaerostipes caccae] 
gi|493616619|ref|WP_006568850.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616620|ref|WP_006568851.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616621|ref|WP_006568852.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616622|ref|WP_006568853.1|	amidohydrolase [Anaerostipes caccae] 
gi|493616623|ref|WP_006568854.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616624|ref|WP_006568855.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616625|ref|WP_006568856.1|	thiamine biosynthesis protein ThiF [Anaerostipes caccae] 
gi|493616626|ref|WP_006568857.1|	MULTISPECIES: thiazole synthase [Anaerostipes] 
gi|493616627|ref|WP_006568858.1|	thiamine biosynthesis protein ThiH [Anaerostipes caccae] 
gi|493616628|ref|WP_006568859.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616629|ref|WP_006568860.1|	MULTISPECIES: hydrolase [Anaerostipes] 
gi|493616630|ref|WP_006568861.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616631|ref|WP_006568862.1|	methyltransferase [Anaerostipes caccae] 
gi|493616632|ref|WP_006568863.1|	molecular chaperone Hsp33 [Anaerostipes caccae] 
gi|493616633|ref|WP_006568864.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616634|ref|WP_006568865.1|	GNAT family acetyltransferase [Anaerostipes caccae] 
gi|493616635|ref|WP_006568866.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616637|ref|WP_006568867.1|	oxidoreductase [Anaerostipes caccae] 
gi|493616638|ref|WP_006568868.1|	magnesium transporter [Anaerostipes caccae] 
gi|493616639|ref|WP_006568869.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616640|ref|WP_006568870.1|	transcriptional regulator [Anaerostipes caccae] 
gi|493616641|ref|WP_006568871.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616642|ref|WP_006568872.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616643|ref|WP_006568873.1|	ABC transporter substrate-binding protein [Anaerostipes caccae] 
gi|493616644|ref|WP_006568874.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616645|ref|WP_006568875.1|	MULTISPECIES: metallopeptidase [Anaerostipes] 
gi|493616646|ref|WP_006568876.1|	MULTISPECIES: 6-phosphofructokinase [Anaerostipes] 
gi|493616647|ref|WP_006568877.1|	ribonuclease BN [Anaerostipes caccae] 
gi|493616648|ref|WP_006568878.1|	MULTISPECIES: transcription antiterminator LicT [Anaerostipes] 
gi|493616649|ref|WP_006568879.1|	PTS mannose transporter subunit IIAB [Anaerostipes caccae] 
gi|493616650|ref|WP_006568880.1|	MULTISPECIES: PTS alpha-glucoside transporter subunit IIBC [Anaerostipes] 
gi|493616651|ref|WP_006568881.1|	MULTISPECIES: PTS mannose transporter subunit IID [Anaerostipes] 
gi|493616652|ref|WP_006568882.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616653|ref|WP_006568883.1|	MULTISPECIES: mannose-6-phosphate isomerase [Anaerostipes] 
gi|493616654|ref|WP_006568884.1|	PTS glucose transporter subunit IIA [Anaerostipes caccae] 
gi|493616655|ref|WP_006568885.1|	MULTISPECIES: 3-phosphoglycerate dehydrogenase [Anaerostipes] 
gi|493616656|ref|WP_006568886.1|	MULTISPECIES: ketohydroxyglutarate aldolase [Anaerostipes] 
gi|493616657|ref|WP_006568887.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616658|ref|WP_006568888.1|	MULTISPECIES: PTS N-acetylglucosamine transporter subunit IIABC [Anaerostipes] 
gi|493616659|ref|WP_006568889.1|	MULTISPECIES: PTS N-acetylgalactosamine transporter subunit IID [Clostridiales] 
gi|493616660|ref|WP_006568890.1|	PTS mannose transporter subunit IID [Anaerostipes caccae] 
gi|493616661|ref|WP_006568891.1|	PTS fructose transporter subunit IIA [Anaerostipes caccae] 
gi|493616662|ref|WP_006568892.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616663|ref|WP_006568893.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616664|ref|WP_006568894.1|	phenylalanyl-tRNA synthase subunit alpha [Anaerostipes caccae] 
gi|493616665|ref|WP_006568895.1|	phenylalanyl-tRNA synthetase subunit beta [Anaerostipes caccae] 
gi|493616666|ref|WP_006568896.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616667|ref|WP_006568897.1|	MULTISPECIES: heat-shock protein Hsp90 [Anaerostipes] 
gi|493616668|ref|WP_006568898.1|	S-adenosylmethionine tRNA ribosyltransferase [Anaerostipes caccae] 
gi|493616669|ref|WP_006568899.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616670|ref|WP_006568900.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616671|ref|WP_006568901.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616672|ref|WP_006568902.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616673|ref|WP_006568903.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616674|ref|WP_006568904.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616675|ref|WP_006568905.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616676|ref|WP_006568906.1|	multidrug transporter MatE [Anaerostipes caccae] 
gi|493616679|ref|WP_006568908.1|	FAD-dependent oxidoreductase [Anaerostipes caccae] 
gi|493616680|ref|WP_006568909.1|	cytidylate kinase [Anaerostipes caccae] 
gi|493616681|ref|WP_006568910.1|	4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Anaerostipes caccae] 
gi|493616682|ref|WP_006568911.1|	pyruvate carboxylase [Anaerostipes caccae] 
gi|493616683|ref|WP_006568912.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616684|ref|WP_006568913.1|	MULTISPECIES: iron hydrogenase [Anaerostipes] 
gi|493616685|ref|WP_006568914.1|	cell division protein FtsK [Anaerostipes caccae] 
gi|493616686|ref|WP_006568915.1|	MULTISPECIES: formate--tetrahydrofolate ligase [Anaerostipes] 
gi|493616687|ref|WP_006568916.1|	MULTISPECIES: bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase [Clostridiales] 
gi|493616688|ref|WP_006568917.1|	MULTISPECIES: ribosomal protein S12 methylthiotransferase [Anaerostipes] 
gi|493616689|ref|WP_006568918.1|	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Anaerostipes caccae] 
gi|493616690|ref|WP_006568919.1|	MULTISPECIES: damage-inducible protein CinA [Anaerostipes] 
gi|493616691|ref|WP_006568920.1|	MULTISPECIES: protein RecA [Clostridiales] 
gi|493616692|ref|WP_006568921.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616693|ref|WP_006568922.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616694|ref|WP_006568923.1|	MULTISPECIES: oxidoreductase [Anaerostipes] 
gi|493616695|ref|WP_006568924.1|	MULTISPECIES: heme ABC transporter ATP-binding protein [Anaerostipes] 
gi|493616696|ref|WP_006568925.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616697|ref|WP_006568926.1|	MULTISPECIES: signal recognition particle protein Srp54 [Anaerostipes] 
gi|493616698|ref|WP_006568927.1|	30S ribosomal protein S16 [Anaerostipes caccae] 
gi|493616699|ref|WP_006568928.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493616700|ref|WP_006568929.1|	MULTISPECIES: exodeoxyribonuclease III [Anaerostipes] 
gi|493616701|ref|WP_006568930.1|	MULTISPECIES: endonuclease subunit UvrC [Anaerostipes] 
gi|493616702|ref|WP_006568931.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616703|ref|WP_006568932.1|	MULTISPECIES: membrane protein [Anaerostipes] 
gi|493616704|ref|WP_006568933.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616705|ref|WP_006568934.1|	S-ribosylhomocysteinase [Anaerostipes caccae] 
gi|493616706|ref|WP_006568935.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616707|ref|WP_006568936.1|	bacitracin ABC transporter ATP-binding protein [Anaerostipes caccae] 
gi|493616708|ref|WP_006568937.1|	biotin biosynthesis protein BioY [Anaerostipes caccae] 
gi|493616709|ref|WP_006568938.1|	biotin synthase [Anaerostipes caccae] 
gi|493616710|ref|WP_006568939.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616711|ref|WP_006568940.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616712|ref|WP_006568941.1|	heat-shock protein Hsp90 [Anaerostipes caccae] 
gi|493616713|ref|WP_006568942.1|	ATPase [Anaerostipes caccae] 
gi|493616714|ref|WP_006568943.1|	MULTISPECIES: F0F1 ATP synthase subunit epsilon [Anaerostipes] 
gi|493616715|ref|WP_006568944.1|	MULTISPECIES: F0F1 ATP synthase subunit beta [Anaerostipes] 
gi|493616716|ref|WP_006568945.1|	MULTISPECIES: F0F1 ATP synthase subunit gamma [Clostridiales] 
gi|493616717|ref|WP_006568946.1|	ATP synthase F1 subunit alpha [Anaerostipes caccae] 
gi|493616719|ref|WP_006568947.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616720|ref|WP_006568948.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616721|ref|WP_006568949.1|	MULTISPECIES: F0F1 ATP synthase subunit C [Anaerostipes] 
gi|493616722|ref|WP_006568950.1|	MULTISPECIES: F0F1 ATP synthase subunit A [Anaerostipes] 
gi|493616723|ref|WP_006568951.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616724|ref|WP_006568952.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616725|ref|WP_006568953.1|	ATP-dependent DNA helicase PcrA [Anaerostipes caccae] 
gi|493616726|ref|WP_006568954.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616727|ref|WP_006568955.1|	MULTISPECIES: TrpR YerC/YecD [Clostridiales] 
gi|493616728|ref|WP_006568956.1|	MULTISPECIES: nitrate ABC transporter substrate-binding protein [Anaerostipes] 
gi|493616729|ref|WP_006568957.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616730|ref|WP_006568958.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616731|ref|WP_006568959.1|	MULTISPECIES: ABC transporter ATP-binding protein [Anaerostipes] 
gi|493616732|ref|WP_006568960.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616733|ref|WP_006568961.1|	histidine kinase [Anaerostipes caccae] 
gi|493616734|ref|WP_006568962.1|	LuxR family transcriptional regulator [Anaerostipes caccae] 
gi|493616735|ref|WP_006568963.1|	hemolysin [Anaerostipes caccae] 
gi|493616736|ref|WP_006568964.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616737|ref|WP_006568965.1|	ATP-dependent DNA helicase [Anaerostipes caccae] 
gi|493616738|ref|WP_006568966.1|	glutamyl-tRNA synthetase [Anaerostipes caccae] 
gi|493616739|ref|WP_006568967.1|	ATP-binding protein [Anaerostipes caccae] 
gi|493616740|ref|WP_006568968.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616741|ref|WP_006568969.1|	membrane protein [Anaerostipes caccae] 
gi|493616742|ref|WP_006568970.1|	copper homeostasis protein CutC [Anaerostipes caccae] 
gi|493616743|ref|WP_006568971.1|	radical SAM protein [Anaerostipes caccae] 
gi|493616744|ref|WP_006568972.1|	MULTISPECIES: DNA-binding protein [Anaerostipes] 
gi|493616745|ref|WP_006568973.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616746|ref|WP_006568974.1|	phosphoenolpyruvate-protein phosphotransferase [Anaerostipes caccae] 
gi|493616747|ref|WP_006568975.1|	MULTISPECIES: PTS glucose transporter subunit IIABC [Firmicutes] 
gi|493616748|ref|WP_006568976.1|	RNA-binding protein [Anaerostipes caccae] 
gi|493616749|ref|WP_006568977.1|	GTPase HflX [Anaerostipes caccae] 
gi|493616750|ref|WP_006568978.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616751|ref|WP_006568979.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616752|ref|WP_006568980.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616753|ref|WP_006568981.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616754|ref|WP_006568982.1|	pyruvate formate-lyase [Anaerostipes caccae] 
gi|493616755|ref|WP_006568983.1|	PTS fructose transporter subunit IIC [Anaerostipes caccae] 
gi|493616756|ref|WP_006568984.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616757|ref|WP_006568985.1|	acetyltransferase [Anaerostipes caccae] 
gi|493616758|ref|WP_006568986.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616759|ref|WP_006568987.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616760|ref|WP_006568988.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616761|ref|WP_006568989.1|	sorbitol-6-phosphate 2-dehydrogenase [Anaerostipes caccae] 
gi|493616762|ref|WP_006568990.1|	MULTISPECIES: RpiR family transcriptional regulator [Anaerostipes] 
gi|493616763|ref|WP_006568991.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616764|ref|WP_006568992.1|	MULTISPECIES: PTS mannose transporter subunit IID [Anaerostipes] 
gi|493616765|ref|WP_006568993.1|	MULTISPECIES: PTS mannose transporter subunit IIC [Anaerostipes] 
gi|493616766|ref|WP_006568994.1|	MULTISPECIES: PTS friuctose transporter subunit IIB [Anaerostipes] 
gi|493616767|ref|WP_006568995.1|	MULTISPECIES: PTS sugar transporter [Anaerostipes] 
gi|493616768|ref|WP_006568996.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616769|ref|WP_006568997.1|	multidrug transporter MatE [Anaerostipes caccae] 
gi|493616770|ref|WP_006568998.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616771|ref|WP_006568999.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616772|ref|WP_006569000.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616773|ref|WP_006569001.1|	molybdate ABC transporter substrate-binding protein [Anaerostipes caccae] 
gi|493616774|ref|WP_006569002.1|	molybdate ABC transporter permease [Anaerostipes caccae] 
gi|493616775|ref|WP_006569003.1|	ABC transporter [Anaerostipes caccae] 
gi|493616776|ref|WP_006569004.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616777|ref|WP_006569005.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616778|ref|WP_006569006.1|	methionine aminopeptidase [Anaerostipes caccae] 
gi|493616779|ref|WP_006569007.1|	membrane protein [Anaerostipes caccae] 
gi|493616780|ref|WP_006569008.1|	ABC transporter ATP-binding protein [Anaerostipes caccae] 
gi|493616781|ref|WP_006569009.1|	TetR family transcriptional regulator [Anaerostipes caccae] 
gi|493616782|ref|WP_006569010.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616783|ref|WP_006569011.1|	ABC transporter ATP-binding protein [Anaerostipes caccae] 
gi|493616784|ref|WP_006569012.1|	ABC transporter ATP-binding protein [Anaerostipes caccae] 
gi|493616785|ref|WP_006569013.1|	TetR family transcriptional regulator [Anaerostipes caccae] 
gi|493616786|ref|WP_006569014.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616787|ref|WP_006569015.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616788|ref|WP_006569016.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616789|ref|WP_006569017.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616790|ref|WP_006569018.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616791|ref|WP_006569019.1|	membrane protein [Anaerostipes caccae] 
gi|493616792|ref|WP_006569020.1|	MULTISPECIES: ABC transporter ATP-binding protein [Anaerostipes] 
gi|493616793|ref|WP_006569021.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616794|ref|WP_006569022.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616795|ref|WP_006569023.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616796|ref|WP_006569024.1|	L-lactate dehydrogenase [Anaerostipes caccae] 
gi|493616797|ref|WP_006569025.1|	diguanylate phosphodiesterase [Anaerostipes caccae] 
gi|493616798|ref|WP_006569026.1|	MULTISPECIES: diguanylate cyclase [Anaerostipes] 
gi|493616799|ref|WP_006569027.1|	dihydroxyacetone kinase [Anaerostipes caccae] 
gi|493616800|ref|WP_006569028.1|	molybdenum cofactor biosynthesis protein B [Anaerostipes caccae] 
gi|493616801|ref|WP_006569029.1|	molybdenum cofactor biosynthesis protein MoaC [Anaerostipes caccae] 
gi|493616802|ref|WP_006569030.1|	MULTISPECIES: molybdenum cofactor biosynthesis protein C [Anaerostipes] 
gi|493616803|ref|WP_006569031.1|	molybdopterin-binding protein [Anaerostipes caccae] 
gi|493616804|ref|WP_006569032.1|	molybdenum hydroxylase [Anaerostipes caccae] 
gi|493616805|ref|WP_006569033.1|	phenylhydantoinase [Anaerostipes caccae] 
gi|493616806|ref|WP_006569034.1|	aldehyde oxidoreductase [Anaerostipes caccae] 
gi|493616808|ref|WP_006569035.1|	uracil permease [Anaerostipes caccae] 
gi|493616809|ref|WP_006569036.1|	selenate reductase subunit K [Anaerostipes caccae] 
gi|493616810|ref|WP_006569037.1|	chlorohydrolase [Anaerostipes caccae] 
gi|493616811|ref|WP_006569038.1|	MULTISPECIES: hypothetical protein [Anaerostipes] 
gi|493616812|ref|WP_006569039.1|	diaminopropionate ammonia-lyase [Anaerostipes caccae] 
gi|493616813|ref|WP_006569040.1|	MULTISPECIES: peptidase M20 [Anaerostipes] 
gi|493616814|ref|WP_006569041.1|	ornithine carbamoyltransferase [Anaerostipes caccae] 
gi|493616815|ref|WP_006569042.1|	carbamate kinase [Anaerostipes caccae] 
gi|493616816|ref|WP_006569043.1|	MerR family transcriptional regulator [Anaerostipes caccae] 
gi|493616817|ref|WP_006569044.1|	PTS sorbitol transporter subunit IIA [Anaerostipes caccae] 
gi|493616818|ref|WP_006569045.1|	hypothetical protein [Anaerostipes caccae] 
gi|493616819|ref|WP_006569046.1|	MerR family transcriptional regulator [Anaerostipes caccae] 
gi|493616820|ref|WP_006569047.1|	methyltransferase [Anaerostipes caccae] 
