WP_002322728.1	MULTISPECIES: excisionase [Firmicutes] 
WP_039905513.1	haloacid dehalogenase [Intestinibacter bartlettii] 
WP_039905516.1	FHA domain-containing protein [Intestinibacter bartlettii] 
WP_039905519.1	3-deoxy-7-phosphoheptulonate synthase [Intestinibacter bartlettii] 
WP_039905521.1	haloacid dehalogenase [Intestinibacter bartlettii] 
WP_039905524.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905527.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905535.1	sodium:alanine symporter [Intestinibacter bartlettii] 
WP_039905537.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905538.1	formate--tetrahydrofolate ligase [Intestinibacter bartlettii] 
WP_039905541.1	beta-ketoacyl-ACP reductase [Intestinibacter bartlettii] 
WP_039905542.1	malonyl CoA-acyl carrier protein transacylase [Intestinibacter bartlettii] 
WP_039905543.1	2-nitropropane dioxygenase [Intestinibacter bartlettii] 
WP_039905546.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905548.1	iron ABC transporter permease [Intestinibacter bartlettii] 
WP_039905552.1	membrane protein [Intestinibacter bartlettii] 
WP_039905554.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905558.1	two-component sensor histidine kinase [Intestinibacter bartlettii] 
WP_039905563.1	ATP-dependent DNA helicase RecQ [Intestinibacter bartlettii] 
WP_039905567.1	transcriptional regulator [Intestinibacter bartlettii] 
WP_039905570.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905576.1	MULTISPECIES: CoA-disulfide reductase [Clostridiales] 
WP_039905591.1	peptidase M20 [Intestinibacter bartlettii] 
WP_039905593.1	MULTISPECIES: membrane protein [Clostridiales] 
WP_039905594.1	GntR family transcriptional regulator [Intestinibacter bartlettii] 
WP_039905605.1	acetolactate synthase small subunit [Intestinibacter bartlettii] 
WP_039905610.1	iron ABC transporter permease [Intestinibacter bartlettii] 
WP_039905632.1	MULTISPECIES: sodium:dicarboxylate symporter [Clostridiales] 
WP_039905647.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905649.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905652.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905657.1	3-phosphoglycerate dehydrogenase [Intestinibacter bartlettii] 
WP_039905675.1	cell division protein FtsK [Intestinibacter bartlettii] 
WP_039905680.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905681.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905683.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905685.1	3-isopropylmalate dehydratase small subunit [Intestinibacter bartlettii] 
WP_039905687.1	30S ribosomal protein S1 [Intestinibacter bartlettii] 
WP_039905690.1	glycerol kinase [Intestinibacter bartlettii] 
WP_039905693.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905696.1	MULTISPECIES: aspartate--tRNA ligase [Clostridiales] 
WP_039905700.1	thioether cross-link-forming SCIFF peptide maturase [Intestinibacter bartlettii] 
WP_039905705.1	excisionase [Intestinibacter bartlettii] 
WP_039905710.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905713.1	cobalamin-binding protein [Intestinibacter bartlettii] 
WP_039905717.1	metal-binding protein [Intestinibacter bartlettii] 
WP_039905719.1	MULTISPECIES: peptidase S55 [Clostridiales] 
WP_039905723.1	amino acid ABC transporter substrate-binding protein [Intestinibacter bartlettii] 
WP_039905728.1	MULTISPECIES: histidinol-phosphatase [Clostridiales] 
WP_039905731.1	bifunctional acetyl-CoA decarbonylase/synthase complex subunit alpha/beta [Intestinibacter bartlettii] 
WP_039905735.1	B12-binding domain-containing radical SAM protein [Intestinibacter bartlettii] 
WP_039905737.1	peptide transporter [Intestinibacter bartlettii] 
WP_039905743.1	cell division protein FtsH [Intestinibacter bartlettii] 
WP_039905745.1	iron dicitrate ABC transporter ATP-binding protein [Intestinibacter bartlettii] 
WP_039905747.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905751.1	signal peptidase I [Intestinibacter bartlettii] 
WP_039905753.1	methylase [Intestinibacter bartlettii] 
WP_039905757.1	bacteriocin ABC transporter ATP-binding protein [Intestinibacter bartlettii] 
WP_039905764.1	membrane protein [Intestinibacter bartlettii] 
WP_039905766.1	DNA-directed RNA polymerase sigma-70 factor [Intestinibacter bartlettii] 
WP_039905769.1	MULTISPECIES: 16S rRNA pseudouridine(516) synthase [Clostridiales] 
WP_039905772.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_039905778.1	glutamate synthase [Intestinibacter bartlettii] 
WP_039905784.1	cobyrinic acid a,c-diamide synthase [Intestinibacter bartlettii] 
WP_039905787.1	YgiQ family radical SAM protein [Intestinibacter bartlettii] 
WP_039905828.1	MULTISPECIES: stage V sporulation protein AE [Clostridiales] 
WP_039905833.1	MULTISPECIES: tRNA sulfurtransferase ThiI [Clostridiales] 
WP_039905835.1	MULTISPECIES: ubiquinone biosynthesis methyltransferase UbiE [Clostridiales] 
WP_039905850.1	iron ABC transporter [Intestinibacter bartlettii] 
WP_039905852.1	iron ABC transporter [Intestinibacter bartlettii] 
WP_039905866.1	amidohydrolase [Intestinibacter bartlettii] 
WP_039905877.1	MULTISPECIES: cobalt-precorrin-4 C(11)-methyltransferase [Clostridiales] 
WP_039905901.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905903.1	MATE family efflux transporter [Intestinibacter bartlettii] 
WP_039905908.1	MULTISPECIES: radical SAM protein [Clostridiales] 
WP_039905913.1	NADH:ubiquinone oxidoreductase [Intestinibacter bartlettii] 
WP_039905919.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905923.1	ABC transporter [Intestinibacter bartlettii] 
WP_039905928.1	primosomal protein N' [Intestinibacter bartlettii] 
WP_039905937.1	serine--pyruvate aminotransferase [Intestinibacter bartlettii] 
WP_039905943.1	dephospho-CoA kinase [Intestinibacter bartlettii] 
WP_039905955.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905961.1	ABC transporter permease [Intestinibacter bartlettii] 
WP_039905964.1	ABC transporter substrate-binding protein [Intestinibacter bartlettii] 
WP_039905967.1	alginate O-acetyltransferase [Intestinibacter bartlettii] 
WP_039905971.1	MULTISPECIES: thiamine biosynthesis protein ThiF [Clostridiales] 
WP_039905974.1	thiazole synthase [Intestinibacter bartlettii] 
WP_039905980.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039905984.1	MULTISPECIES: ATP phosphoribosyltransferase [Clostridiales] 
WP_039905993.1	membrane protein [Intestinibacter bartlettii] 
WP_039905996.1	ketol-acid reductoisomerase [Intestinibacter bartlettii] 
WP_039905999.1	phosphoglucomutase [Intestinibacter bartlettii] 
WP_039906002.1	transcriptional regulator [Intestinibacter bartlettii] 
WP_039906005.1	DUF5050 domain-containing protein [Intestinibacter bartlettii] 
WP_039906007.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906018.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906021.1	nitrate ABC transporter substrate-binding protein [Intestinibacter bartlettii] 
WP_039906024.1	MULTISPECIES: chitooligosaccharide deacetylase [Clostridiales] 
WP_039906027.1	DNA primase [Intestinibacter bartlettii] 
WP_039906036.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906039.1	aspartate--tRNA(Asn) ligase [Intestinibacter bartlettii] 
WP_039906042.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_039906044.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906048.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906050.1	membrane protein [Intestinibacter bartlettii] 
WP_039906052.1	radical SAM protein [Intestinibacter bartlettii] 
WP_039906054.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906058.1	type I-B CRISPR-associated protein Cas5 [Intestinibacter bartlettii] 
WP_039906062.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906065.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906066.1	redox-sensing transcriptional repressor Rex [Intestinibacter bartlettii] 
WP_039906072.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906073.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906076.1	oxidoreductase [Intestinibacter bartlettii] 
WP_039906080.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906083.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906087.1	acyltransferase [Intestinibacter bartlettii] 
WP_039906092.1	MULTISPECIES: metal-sensitive transcriptional regulator [Clostridiales] 
WP_039906095.1	amino acid ABC transporter substrate-binding protein [Intestinibacter bartlettii] 
WP_039906097.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906099.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906105.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906109.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_039906112.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906115.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906117.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906118.1	membrane protein [Intestinibacter bartlettii] 
WP_039906122.1	oxidoreductase [Intestinibacter bartlettii] 
WP_039906125.1	iron ABC transporter permease [Intestinibacter bartlettii] 
WP_039906131.1	hydroxyethylthiazole kinase [Intestinibacter bartlettii] 
WP_039906134.1	cysteine synthase [Intestinibacter bartlettii] 
WP_039906138.1	MULTISPECIES: sodium:proton exchanger [Clostridiales] 
WP_039906139.1	exonuclease [Intestinibacter bartlettii] 
WP_039906144.1	adenylate cyclase [Intestinibacter bartlettii] 
WP_039906146.1	transketolase [Intestinibacter bartlettii] 
WP_039906149.1	MULTISPECIES: DUF3021 domain-containing protein [Clostridiales] 
WP_039906156.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906159.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_039906161.1	pyridoxine kinase [Intestinibacter bartlettii] 
WP_039906163.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906165.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906171.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906174.1	MULTISPECIES: ribonuclease J [Clostridiales] 
WP_039906177.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906184.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906186.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906188.1	methyltransferase [Intestinibacter bartlettii] 
WP_039906195.1	DNA-binding response regulator [Intestinibacter bartlettii] 
WP_039906197.1	histidine kinase [Intestinibacter bartlettii] 
WP_039906198.1	lactate racemization operon protein LarA [Intestinibacter bartlettii] 
WP_039906199.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906224.1	potassium ABC transporter ATPase [Intestinibacter bartlettii] 
WP_039906242.1	MULTISPECIES: DNA-binding response regulator [Clostridiales] 
WP_039906255.1	maltose acetyltransferase [Intestinibacter bartlettii] 
WP_039906271.1	ATPase [Intestinibacter bartlettii] 
WP_039906290.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906295.1	DNA mismatch repair protein MutT [Intestinibacter bartlettii] 
WP_039906307.1	MULTISPECIES: Clp protease [Clostridiales] 
WP_039906308.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906311.1	MFS transporter [Intestinibacter bartlettii] 
WP_039906316.1	sporulation transcription factor Spo0A [Intestinibacter bartlettii] 
WP_039906349.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906352.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906353.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906355.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906358.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906362.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906365.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906367.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906370.1	(4Fe-4S)-binding protein [Intestinibacter bartlettii] 
WP_039906376.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906380.1	ATPase [Intestinibacter bartlettii] 
WP_039906390.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906393.1	hydrolase [Intestinibacter bartlettii] 
WP_039906395.1	transporter [Intestinibacter bartlettii] 
WP_039906396.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906399.1	amidohydrolase [Intestinibacter bartlettii] 
WP_039906402.1	carbohydrate kinase [Intestinibacter bartlettii] 
WP_039906406.1	nucleoside-diphosphate sugar epimerase [Intestinibacter bartlettii] 
WP_039906422.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906423.1	sporulation integral membrane protein YtvI [Intestinibacter bartlettii] 
WP_039906432.1	alpha-amylase [Intestinibacter bartlettii] 
WP_039906445.1	ABC transporter substrate-binding protein [Intestinibacter bartlettii] 
WP_039906447.1	LacI family transcriptional regulator [Intestinibacter bartlettii] 
WP_039906452.1	spore maturation protein [Intestinibacter bartlettii] 
WP_039906454.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906457.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906460.1	MULTISPECIES: 50S ribosomal protein L31 [Clostridiales] 
WP_039906463.1	ZIP family metal transporter [Intestinibacter bartlettii] 
WP_039906471.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_039906481.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906487.1	Crp/Fnr family transcriptional regulator [Intestinibacter bartlettii] 
WP_039906491.1	transporter [Intestinibacter bartlettii] 
WP_039906495.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906500.1	antitermination protein BlgG [Intestinibacter bartlettii] 
WP_039906503.1	gamma-glutamyl-phosphate reductase [Intestinibacter bartlettii] 
WP_039906506.1	thioredoxin reductase [Intestinibacter bartlettii] 
WP_039906508.1	M3 family oligoendopeptidase [Intestinibacter bartlettii] 
WP_039906515.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_039906519.1	MULTISPECIES: phosphotransferase [Clostridiales] 
WP_039906529.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906532.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_039906538.1	D-alanyl-D-alanine carboxypeptidase [Intestinibacter bartlettii] 
WP_039906540.1	cell division protein SepF [Intestinibacter bartlettii] 
WP_039906541.1	hypothetical protein [Intestinibacter bartlettii] 
WP_039906544.1	glycerol-3-phosphate dehydrogenase [Intestinibacter bartlettii] 
WP_039906557.1	chorismate synthase [Intestinibacter bartlettii] 
WP_039906563.1	MULTISPECIES: sodium:proton antiporter [Clostridiales] 
WP_039906565.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_039906583.1	MULTISPECIES: RNase III inhibitor [Clostridiales] 
WP_039906589.1	MULTISPECIES: serine protease [Clostridiales] 
WP_039906598.1	ABC transporter [Intestinibacter bartlettii] 
WP_048925427.1	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase [Clostridiales] 
WP_048925468.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_048926150.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_048926337.1	MULTISPECIES: small acid-soluble spore protein alpha/beta type [Clostridiales] 
WP_048926565.1	MULTISPECIES: UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Clostridiales] 
WP_048926581.1	MULTISPECIES: carbon monoxide dehydrogenase [Clostridiales] 
WP_048926737.1	MULTISPECIES: PemK family transcriptional regulator [Clostridiales] 
WP_050750103.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750104.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750105.1	SrtB family sortase [Intestinibacter bartlettii] 
WP_050750106.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750107.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750108.1	DNA processing protein DprA [Intestinibacter bartlettii] 
WP_050750109.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750110.1	GNAT family N-acetyltransferase [Intestinibacter bartlettii] 
WP_050750111.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750112.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750113.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750114.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750115.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750116.1	MULTISPECIES: hemolysin [Clostridiales] 
WP_050750117.1	helicase [Intestinibacter bartlettii] 
WP_050750118.1	nickel transporter permease NikC [Intestinibacter bartlettii] 
WP_050750119.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750120.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750121.1	ATP-dependent DNA helicase [Intestinibacter bartlettii] 
WP_050750122.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750123.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750124.1	serine/threonine protein kinase [Intestinibacter bartlettii] 
WP_050750125.1	ABC transporter ATP-binding protein [Intestinibacter bartlettii] 
WP_050750126.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750127.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750128.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750129.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750130.1	recombinase [Intestinibacter bartlettii] 
WP_050750131.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750132.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750133.1	homoserine O-succinyltransferase [Intestinibacter bartlettii] 
WP_050750134.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750135.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750136.1	hypothetical protein [Intestinibacter bartlettii] 
WP_050750137.1	ABC transporter [Intestinibacter bartlettii] 
WP_050750138.1	hypothetical protein [Intestinibacter bartlettii] 
