gi|491802668|ref|WP_005608258.1|	hypothetical protein partial [Ruminococcus lactaris] 
gi|491810355|ref|WP_005612387.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810357|ref|WP_005612389.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810360|ref|WP_005612392.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810362|ref|WP_005612394.1|	regulatory protein [Ruminococcus lactaris] 
gi|491810364|ref|WP_005612396.1|	modification methylase [Ruminococcus lactaris] 
gi|491810365|ref|WP_005612397.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810367|ref|WP_005612399.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810368|ref|WP_005612400.1|	excisionase [Ruminococcus lactaris] 
gi|491810369|ref|WP_005612401.1|	nucleoside triphosphatase [Ruminococcus lactaris] 
gi|491810370|ref|WP_005612402.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491810374|ref|WP_005612406.1|	phage capsid protein [Ruminococcus lactaris] 
gi|491810376|ref|WP_005612408.1|	DNA-binding protein [Ruminococcus lactaris] 
gi|491810379|ref|WP_005612411.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810382|ref|WP_005612414.1|	transposase [Ruminococcus lactaris] 
gi|491810385|ref|WP_005612417.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810388|ref|WP_005612420.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810391|ref|WP_005612423.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810394|ref|WP_005612426.1|	chromosome partitioning protein [Ruminococcus lactaris] 
gi|491810397|ref|WP_005612429.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810399|ref|WP_005612431.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810402|ref|WP_005612434.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810404|ref|WP_005612436.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810407|ref|WP_005612439.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810412|ref|WP_005612444.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810413|ref|WP_005612445.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810415|ref|WP_005612447.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810417|ref|WP_005612449.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810419|ref|WP_005612451.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810421|ref|WP_005612453.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810423|ref|WP_005612455.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810425|ref|WP_005612457.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810428|ref|WP_005612459.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810430|ref|WP_005612461.1|	restriction endonuclease HpaII [Ruminococcus lactaris] 
gi|491810432|ref|WP_005612463.1|	XRE family transcriptional regulator [Ruminococcus lactaris] 
gi|491810433|ref|WP_005612464.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810435|ref|WP_005612466.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810437|ref|WP_005612468.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810439|ref|WP_005612470.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810440|ref|WP_005612471.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810443|ref|WP_005612474.1|	nuclease [Ruminococcus lactaris] 
gi|491810445|ref|WP_005612476.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810446|ref|WP_005612477.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810447|ref|WP_005612478.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810448|ref|WP_005612479.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810449|ref|WP_005612480.1|	HNH endonuclease [Ruminococcus lactaris] 
gi|491810450|ref|WP_005612481.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810451|ref|WP_005612482.1|	terminase [Ruminococcus lactaris] 
gi|491810452|ref|WP_005612483.1|	terminase [Ruminococcus lactaris] 
gi|491810453|ref|WP_005612484.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810455|ref|WP_005612486.1|	peptidase [Ruminococcus lactaris] 
gi|491810457|ref|WP_005612488.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810460|ref|WP_005612491.1|	capsid protein [Ruminococcus lactaris] 
gi|491810461|ref|WP_005612492.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810463|ref|WP_005612494.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810465|ref|WP_005612496.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810467|ref|WP_005612498.1|	AraC family transcriptional regulator [Ruminococcus lactaris] 
gi|491810468|ref|WP_005612499.1|	head-tail adaptor protein [Ruminococcus lactaris] 
gi|491810470|ref|WP_005612501.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491810472|ref|WP_005612503.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810474|ref|WP_005612505.1|	tail protein [Ruminococcus lactaris] 
gi|491810475|ref|WP_005612506.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810477|ref|WP_005612508.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810479|ref|WP_005612510.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810481|ref|WP_005612512.1|	phage tail tape measure protein [Ruminococcus lactaris] 
gi|491810482|ref|WP_005612513.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810484|ref|WP_005612515.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810486|ref|WP_005612517.1|	peptidase S51 [Ruminococcus lactaris] 
gi|491810487|ref|WP_005612518.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810489|ref|WP_005612520.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810491|ref|WP_005612522.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810493|ref|WP_005612524.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810495|ref|WP_005612526.1|	mannosyl-glycoprotein endo-beta-N-acetylglucosamidase [Ruminococcus lactaris] 
gi|491810497|ref|WP_005612528.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810498|ref|WP_005612529.1|	abortive infection protein [Ruminococcus lactaris] 
gi|491810499|ref|WP_005612530.1|	transposase [Ruminococcus lactaris] 
gi|491810501|ref|WP_005612532.1|	transposase [Ruminococcus lactaris] 
gi|491810502|ref|WP_005612533.1|	protein tyrosine phosphatase [Ruminococcus lactaris] 
gi|491810505|ref|WP_005612536.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810507|ref|WP_005612538.1|	D-Ala-D-Ala carboxypeptidase [Ruminococcus lactaris] 
gi|491810508|ref|WP_005612539.1|	Ser/Thr phosphatase [Ruminococcus lactaris] 
gi|491810510|ref|WP_005612541.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810512|ref|WP_005612543.1|	chromosome segregation and condensation protein ScpA [Ruminococcus lactaris] 
gi|491810513|ref|WP_005612544.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810515|ref|WP_005612546.1|	peptidase S11 [Ruminococcus lactaris] 
gi|491810517|ref|WP_005612548.1|	2-isopropylmalate synthase [Ruminococcus lactaris] 
gi|491810519|ref|WP_005612550.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810521|ref|WP_005612552.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810523|ref|WP_005612554.1|	carboxyl transferase [Ruminococcus lactaris] 
gi|491810524|ref|WP_005612555.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810527|ref|WP_005612558.1|	biotin attachment protein [Ruminococcus lactaris] 
gi|491810529|ref|WP_005612560.1|	glutaconyl-CoA decarboxylase subunit beta [Ruminococcus lactaris] 
gi|491810531|ref|WP_005612562.1|	oxaloacetate decarboxylase [Ruminococcus lactaris] 
gi|491810533|ref|WP_005612564.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810535|ref|WP_005612566.1|	peptidase M24 [Ruminococcus lactaris] 
gi|491810538|ref|WP_005612569.1|	N-acetylmannosamine kinase [Ruminococcus lactaris] 
gi|491810542|ref|WP_005612573.1|	FAD-dependent oxidoreductase [Ruminococcus lactaris] 
gi|491810544|ref|WP_005612575.1|	cytidylate kinase [Ruminococcus lactaris] 
gi|491810547|ref|WP_005612577.1|	4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Ruminococcus lactaris] 
gi|491810549|ref|WP_005612579.1|	30S ribosomal protein S1 [Ruminococcus lactaris] 
gi|491810551|ref|WP_005612581.1|	electron transporter RnfC [Ruminococcus lactaris] 
gi|491810552|ref|WP_005612582.1|	NADH:ubiquinone oxidoreductase [Ruminococcus lactaris] 
gi|491810555|ref|WP_005612585.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810557|ref|WP_005612587.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810559|ref|WP_005612589.1|	electron transport complex RsxE subunit [Ruminococcus lactaris] 
gi|491810561|ref|WP_005612591.1|	ferredoxin [Ruminococcus lactaris] 
gi|491810562|ref|WP_005612592.1|	hypothetical protein partial [Ruminococcus lactaris] 
gi|491810576|ref|WP_005612606.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810578|ref|WP_005612608.1|	GntR family transcriptional regulator [Ruminococcus lactaris] 
gi|491810579|ref|WP_005612609.1|	ABC transporter ATP-binding protein [Ruminococcus lactaris] 
gi|491810581|ref|WP_005612611.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810582|ref|WP_005612612.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810584|ref|WP_005612614.1|	membrane protein [Ruminococcus lactaris] 
gi|491810586|ref|WP_005612616.1|	spore cortex-lytic enzyme [Ruminococcus lactaris] 
gi|491810588|ref|WP_005612618.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810589|ref|WP_005612619.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810590|ref|WP_005612620.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810591|ref|WP_005612621.1|	stage V sporulation protein AD [Ruminococcus lactaris] 
gi|491810592|ref|WP_005612622.1|	stage V sporulation protein AEB [Ruminococcus lactaris] 
gi|491810593|ref|WP_005612623.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810594|ref|WP_005612624.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810598|ref|WP_005612628.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810602|ref|WP_005612632.1|	PhoB family transcriptional regulator [Ruminococcus lactaris] 
gi|491810605|ref|WP_005612635.1|	histidine kinase [Ruminococcus lactaris] 
gi|491810608|ref|WP_005612638.1|	ABC transporter ATP-binding protein [Ruminococcus lactaris] 
gi|491810610|ref|WP_005612640.1|	ABC transporter permease [Ruminococcus lactaris] 
gi|491810613|ref|WP_005612643.1|	cytidylate kinase [Ruminococcus lactaris] 
gi|491810616|ref|WP_005612646.1|	acyl-phosphate glycerol 3-phosphate acyltransferase [Ruminococcus lactaris] 
gi|491810619|ref|WP_005612649.1|	glycosyl transferase [Ruminococcus lactaris] 
gi|491810621|ref|WP_005612650.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810623|ref|WP_005612652.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810625|ref|WP_005612654.1|	adenylate cyclase [Ruminococcus lactaris] 
gi|491810627|ref|WP_005612656.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810629|ref|WP_005612658.1|	potassium transporter [Ruminococcus lactaris] 
gi|491810631|ref|WP_005612660.1|	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [Ruminococcus lactaris] 
gi|491810633|ref|WP_005612662.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810635|ref|WP_005612664.1|	LysR family transcriptional regulator [Ruminococcus lactaris] 
gi|491810636|ref|WP_005612665.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810638|ref|WP_005612667.1|	membrane protein [Ruminococcus lactaris] 
gi|491810640|ref|WP_005612669.1|	phosphate:sodium symporter [Ruminococcus lactaris] 
gi|491810641|ref|WP_005612670.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810643|ref|WP_005612672.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810645|ref|WP_005612674.1|	glycosyltransferase [Ruminococcus lactaris] 
gi|491810646|ref|WP_005612675.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810648|ref|WP_005612677.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810650|ref|WP_005612679.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810652|ref|WP_005612681.1|	hydrolase [Ruminococcus lactaris] 
gi|491810654|ref|WP_005612683.1|	stage V sporulation protein T [Ruminococcus lactaris] 
gi|491810656|ref|WP_005612685.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810660|ref|WP_005612689.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491810661|ref|WP_005612690.1|	radical SAM protein [Ruminococcus lactaris] 
gi|491810663|ref|WP_005612692.1|	preprotein translocase subunit SecD [Ruminococcus lactaris] 
gi|491810665|ref|WP_005612694.1|	single-stranded DNA exonuclease [Ruminococcus lactaris] 
gi|491810667|ref|WP_005612696.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810669|ref|WP_005612698.1|	(p)ppGpp synthetase [Ruminococcus lactaris] 
gi|491810670|ref|WP_005612699.1|	beta-lactamase [Ruminococcus lactaris] 
gi|491810672|ref|WP_005612701.1|	coproporphyrinogen III oxidase [Ruminococcus lactaris] 
gi|491810673|ref|WP_005612702.1|	histidyl-tRNA synthetase [Ruminococcus lactaris] 
gi|491810675|ref|WP_005612704.1|	aspartyl-tRNA synthase [Ruminococcus lactaris] 
gi|491810678|ref|WP_005612707.1|	ABC transporter substrate-binding protein [Ruminococcus lactaris] 
gi|491810680|ref|WP_005612709.1|	ABC transporter [Ruminococcus lactaris] 
gi|491810682|ref|WP_005612711.1|	ABC transporter [Ruminococcus lactaris] 
gi|491810684|ref|WP_005612713.1|	antitoxin HicB [Ruminococcus lactaris] 
gi|491810687|ref|WP_005612716.1|	homoserine dehydrogenase [Ruminococcus lactaris] 
gi|491810689|ref|WP_005612718.1|	MarR family transcriptional regulator [Ruminococcus lactaris] 
gi|491810691|ref|WP_005612720.1|	thymidylate synthase [Ruminococcus lactaris] 
gi|491810693|ref|WP_005612722.1|	diacylglycerol kinase [Ruminococcus lactaris] 
gi|491810695|ref|WP_005612724.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810696|ref|WP_005612725.1|	ABC transporter [Ruminococcus lactaris] 
gi|491810698|ref|WP_005612727.1|	ABC transporter [Ruminococcus lactaris] 
gi|491810701|ref|WP_005612730.1|	acetolactate synthase [Ruminococcus lactaris] 
gi|491810703|ref|WP_005612732.1|	acetolactate synthase [Ruminococcus lactaris] 
gi|491810704|ref|WP_005612733.1|	N-acetylglucosamine-6-phosphate deacetylase [Ruminococcus lactaris] 
gi|491810706|ref|WP_005612735.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810708|ref|WP_005612737.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810710|ref|WP_005612739.1|	pseudouridine synthase [Ruminococcus lactaris] 
gi|491810713|ref|WP_005612742.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810715|ref|WP_005612744.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810717|ref|WP_005612746.1|	magnesium transporter [Ruminococcus lactaris] 
gi|491810719|ref|WP_005612748.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810720|ref|WP_005612749.1|	peptidase M20 [Ruminococcus lactaris] 
gi|491810721|ref|WP_005612750.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810723|ref|WP_005612752.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810725|ref|WP_005612754.1|	coenzyme PQQ synthesis protein [Ruminococcus lactaris] 
gi|491810727|ref|WP_005612756.1|	peptide transporter [Ruminococcus lactaris] 
gi|491810728|ref|WP_005612757.1|	methyltransferase [Ruminococcus lactaris] 
gi|491810730|ref|WP_005612759.1|	molecular chaperone Hsp33 [Ruminococcus lactaris] 
gi|491810731|ref|WP_005612760.1|	NAD synthetase [Ruminococcus lactaris] 
gi|491810732|ref|WP_005612761.1|	endoribonuclease L-PSP [Ruminococcus lactaris] 
gi|491810734|ref|WP_005612763.1|	multidrug transporter MatE [Ruminococcus lactaris] 
gi|491810737|ref|WP_005612766.1|	multidrug transporter MatE [Ruminococcus lactaris] 
gi|491810739|ref|WP_005612768.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810740|ref|WP_005612769.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810742|ref|WP_005612771.1|	chorismate--pyruvate lyase [Ruminococcus lactaris] 
gi|491810744|ref|WP_005612773.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810746|ref|WP_005612775.1|	PTS mannose transporter subunit IIC [Ruminococcus lactaris] 
gi|491810748|ref|WP_005612777.1|	PTS N-acetylgalactosamine transporter subunit IIA [Ruminococcus lactaris] 
gi|491810751|ref|WP_005612780.1|	PTS N-acetylglucosamine transporter subunit IIABC [Ruminococcus lactaris] 
gi|491810753|ref|WP_005612782.1|	PTS N-acetylglucosamine transporter subunit IIBC [Ruminococcus lactaris] 
gi|491810755|ref|WP_005612784.1|	oligo-1,6-glucosidase [Ruminococcus lactaris] 
gi|491810756|ref|WP_005612785.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810758|ref|WP_005612787.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810760|ref|WP_005612789.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810761|ref|WP_005612790.1|	50S ribosomal protein L11 methyltransferase [Ruminococcus lactaris] 
gi|491810763|ref|WP_005612792.1|	16S rRNA methyltransferase [Ruminococcus lactaris] 
gi|491810765|ref|WP_005612794.1|	cysteine desulfarase [Ruminococcus lactaris] 
gi|491810766|ref|WP_005612795.1|	thiamine biosynthesis protein ThiI [Ruminococcus lactaris] 
gi|491810769|ref|WP_005612798.1|	PTS sugar transporter [Ruminococcus lactaris] 
gi|491810771|ref|WP_005612800.1|	radical SAM protein [Ruminococcus lactaris] 
gi|491810773|ref|WP_005612802.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810775|ref|WP_005612804.1|	Holliday junction resolvase [Ruminococcus lactaris] 
gi|491810776|ref|WP_005612805.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810778|ref|WP_005612807.1|	Fur family transcriptional regulator [Ruminococcus lactaris] 
gi|491810779|ref|WP_005612808.1|	beta-lactamase [Ruminococcus lactaris] 
gi|491810780|ref|WP_005612809.1|	O-methyltransferase [Ruminococcus lactaris] 
gi|491810781|ref|WP_005612810.1|	peptidase U32 [Ruminococcus lactaris] 
gi|491810782|ref|WP_005612811.1|	RNA polymerase sigma 70 [Ruminococcus lactaris] 
gi|491810783|ref|WP_005612812.1|	magnesium chelatase subunit ChlI [Ruminococcus lactaris] 
gi|491810784|ref|WP_005612813.1|	DNA processing protein DprA [Ruminococcus lactaris] 
gi|491810785|ref|WP_005612814.1|	DNA topoisomerase I [Ruminococcus lactaris] 
gi|491810786|ref|WP_005612815.1|	transcriptional regulator [Ruminococcus lactaris] 
gi|491810787|ref|WP_005612816.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810788|ref|WP_005612817.1|	co-chaperonin GroES [Ruminococcus lactaris] 
gi|491810789|ref|WP_005612818.1|	molecular chaperone GroEL [Ruminococcus lactaris] 
gi|491810790|ref|WP_005612819.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810791|ref|WP_005612820.1|	inosine 5'-monophosphate dehydrogenase [Ruminococcus lactaris] 
gi|491810792|ref|WP_005612821.1|	N-acetylmuramoyl-L-alanine amidase [Ruminococcus lactaris] 
gi|491810794|ref|WP_005612823.1|	chorismate mutase [Ruminococcus lactaris] 
gi|491810796|ref|WP_005612825.1|	HAD family hydrolase [Ruminococcus lactaris] 
gi|491810797|ref|WP_005612826.1|	elongation factor P [Ruminococcus lactaris] 
gi|491810799|ref|WP_005612828.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810801|ref|WP_005612830.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810802|ref|WP_005612831.1|	endonuclease IV [Ruminococcus lactaris] 
gi|491810804|ref|WP_005612833.1|	arginyl-tRNA synthetase [Ruminococcus lactaris] 
gi|491810805|ref|WP_005612834.1|	alanyl-tRNA synthetase [Ruminococcus lactaris] 
gi|491810808|ref|WP_005612837.1|	hypothetical protein [Ruminococcus lactaris] 
gi|491810810|ref|WP_005612839.1|	glutamate synthase [Ruminococcus lactaris] 
gi|491810813|ref|WP_005612842.1|	glutamate synthase subunit beta [Ruminococcus lactaris] 
