gi|490423333|ref|WP_004295544.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428860|ref|WP_004301005.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490428861|ref|WP_004301006.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428862|ref|WP_004301007.1|	MULTISPECIES: aminopeptidase [Bacteroides] 
gi|490428863|ref|WP_004301008.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|490428864|ref|WP_004301009.1|	histidine kinase [Bacteroides ovatus] 
gi|490428865|ref|WP_004301010.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428866|ref|WP_004301011.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428867|ref|WP_004301012.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428868|ref|WP_004301013.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428869|ref|WP_004301014.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428870|ref|WP_004301015.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428871|ref|WP_004301016.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428872|ref|WP_004301017.1|	AraC family transcriptional regulator [Bacteroides ovatus] 
gi|490428873|ref|WP_004301018.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428874|ref|WP_004301019.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428875|ref|WP_004301020.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428876|ref|WP_004301021.1|	TonB-dependent receptor [Bacteroides ovatus] 
gi|490428877|ref|WP_004301022.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428878|ref|WP_004301023.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428879|ref|WP_004301024.1|	TonB-dependent receptor [Bacteroides ovatus] 
gi|490428880|ref|WP_004301025.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428881|ref|WP_004301026.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490428882|ref|WP_004301027.1|	MULTISPECIES: N-acetyltransferase GCN5 [Bacteroides] 
gi|490428883|ref|WP_004301028.1|	MULTISPECIES: electron transfer flavoprotein subunit beta [Bacteroides] 
gi|490428884|ref|WP_004301029.1|	MULTISPECIES: electron transfer flavoprotein subunit alpha [Bacteroides] 
gi|490428885|ref|WP_004301030.1|	MULTISPECIES: acyl-CoA dehydrogenase [Bacteroides] 
gi|490428886|ref|WP_004301031.1|	peptidase [Bacteroides ovatus] 
gi|490428887|ref|WP_004301032.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490428888|ref|WP_004301033.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428890|ref|WP_004301034.1|	diguanylate cyclase [Bacteroides ovatus] 
gi|490428891|ref|WP_004301035.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490428892|ref|WP_004301036.1|	MULTISPECIES: molecular chaperone DnaJ [Bacteroides] 
gi|490428893|ref|WP_004301037.1|	membrane protein [Bacteroides ovatus] 
gi|490428894|ref|WP_004301038.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490428895|ref|WP_004301039.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428896|ref|WP_004301040.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428897|ref|WP_004301041.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428898|ref|WP_004301042.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428899|ref|WP_004301043.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428900|ref|WP_004301044.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428901|ref|WP_004301045.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428902|ref|WP_004301046.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428903|ref|WP_004301047.1|	hypothetical protein [Bacteroides ovatus] 
gi|490424826|ref|WP_004297008.1|	hypothetical protein [Bacteroides ovatus] 
gi|490425021|ref|WP_004297199.1|	MULTISPECIES: transposase [Bacteroides] 
gi|490428904|ref|WP_004301048.1|	integrase [Bacteroides ovatus] 
gi|490428905|ref|WP_004301049.1|	transposase [Bacteroides ovatus] 
gi|490428906|ref|WP_004301050.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428907|ref|WP_004301051.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428908|ref|WP_004301052.1|	threonine aldolase [Bacteroides ovatus] 
gi|490428909|ref|WP_004301053.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490428910|ref|WP_004301054.1|	pyruvate dehydrogenase [Bacteroides ovatus] 
gi|490428911|ref|WP_004301055.1|	membrane protein [Bacteroides ovatus] 
gi|490428912|ref|WP_004301056.1|	MULTISPECIES: permease [Bacteroides] 
gi|490428913|ref|WP_004301057.1|	membrane protein [Bacteroides ovatus] 
gi|490428914|ref|WP_004301058.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490428915|ref|WP_004301059.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428916|ref|WP_004301060.1|	MULTISPECIES: tyrosine recombinase [Bacteroides] 
gi|490428917|ref|WP_004301061.1|	MULTISPECIES: molecular chaperone GroEL [Bacteroides] 
gi|490428918|ref|WP_004301062.1|	MULTISPECIES: molecular chaperone GroES [Bacteroides] 
gi|490428919|ref|WP_004301063.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428920|ref|WP_004301064.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428922|ref|WP_004301066.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428924|ref|WP_004301068.1|	MULTISPECIES: NUDIX hydrolase [Bacteroides] 
gi|490428925|ref|WP_004301069.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490428927|ref|WP_004301071.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490428929|ref|WP_004301073.1|	hydrogenase [Bacteroides ovatus] 
gi|490428930|ref|WP_004301074.1|	MULTISPECIES: biotin synthase [Bacteroides] 
gi|490428932|ref|WP_004301076.1|	thiamine biosynthesis protein ThiH [Bacteroides ovatus] 
gi|490428935|ref|WP_004301079.1|	GTP-binding protein [Bacteroides ovatus] 
gi|490428937|ref|WP_004301081.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428939|ref|WP_004301083.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428942|ref|WP_004301086.1|	MULTISPECIES: histidyl-tRNA synthase [Bacteroides] 
gi|490428945|ref|WP_004301089.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490428947|ref|WP_004301091.1|	MULTISPECIES: alpha-L-fucosidase [Bacteroides] 
gi|490428949|ref|WP_004301093.1|	MULTISPECIES: adenylosuccinate synthetase [Bacteroides] 
gi|490428951|ref|WP_004301095.1|	iron transporter [Bacteroides ovatus] 
gi|490428953|ref|WP_004301097.1|	MULTISPECIES: peptidase [Bacteroides] 
gi|490428955|ref|WP_004301099.1|	dihydrofolate reductase [Bacteroides ovatus] 
gi|490428957|ref|WP_004301101.1|	MULTISPECIES: AraC family transcriptional regulator [Bacteroides] 
gi|490428959|ref|WP_004301103.1|	ATP-dependent DNA helicase RecQ [Bacteroides ovatus] 
gi|490428961|ref|WP_004301105.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490428963|ref|WP_004301107.1|	cysteine synthase [Bacteroides ovatus] 
gi|490428966|ref|WP_004301110.1|	MULTISPECIES: sulfatase [Bacteroides] 
gi|490428968|ref|WP_004301112.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428970|ref|WP_004301114.1|	MULTISPECIES: phospholipid phosphatase [Bacteroides] 
gi|490428972|ref|WP_004301116.1|	3-isopropylmalate dehydrogenase [Bacteroides ovatus] 
gi|490428975|ref|WP_004301119.1|	MULTISPECIES: 2-isopropylmalate synthase [Bacteroides] 
gi|490428977|ref|WP_004301121.1|	3-isopropylmalate dehydratase small subunit [Bacteroides ovatus] 
gi|490428980|ref|WP_004301124.1|	MULTISPECIES: 3-isopropylmalate dehydratase large subunit [Bacteroides] 
gi|490428981|ref|WP_004301125.1|	MULTISPECIES: 2-isopropylmalate synthase [Bacteroides] 
gi|490428983|ref|WP_004301127.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428991|ref|WP_004301134.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428992|ref|WP_004301135.1|	secretion protein [Bacteroides ovatus] 
gi|490428993|ref|WP_004301136.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428994|ref|WP_004301137.1|	alpha-glucosidase [Bacteroides ovatus] 
gi|490428995|ref|WP_004301138.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428996|ref|WP_004301139.1|	hypothetical protein [Bacteroides ovatus] 
gi|490428997|ref|WP_004301140.1|	chemotaxis protein CheY [Bacteroides ovatus] 
gi|490428998|ref|WP_004301141.1|	histidine kinase [Bacteroides ovatus] 
gi|490428999|ref|WP_004301142.1|	MULTISPECIES: hemolysin D [Bacteroides] 
gi|490429000|ref|WP_004301143.1|	acriflavine resistance protein B [Bacteroides ovatus] 
gi|490429001|ref|WP_004301144.1|	glutathione peroxidase [Bacteroides ovatus] 
gi|490429002|ref|WP_004301145.1|	NTP pyrophosphohydrolase [Bacteroides ovatus] 
gi|490429003|ref|WP_004301146.1|	S-adenosylmethionine tRNA ribosyltransferase [Bacteroides ovatus] 
gi|490429004|ref|WP_004301147.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429005|ref|WP_004301148.1|	tyrosine recombinase [Bacteroides ovatus] 
gi|490429006|ref|WP_004301149.1|	DNA-binding protein [Bacteroides ovatus] 
gi|490429007|ref|WP_004301150.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429008|ref|WP_004301151.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429009|ref|WP_004301152.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429010|ref|WP_004301153.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429011|ref|WP_004301154.1|	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Bacteroides ovatus] 
gi|490429012|ref|WP_004301155.1|	MULTISPECIES: AraC family transcriptional regulator [Bacteroides] 
gi|490429013|ref|WP_004301156.1|	MULTISPECIES: 3-dehydroquinate synthase [Bacteroides] 
gi|490429014|ref|WP_004301157.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490429015|ref|WP_004301158.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429016|ref|WP_004301159.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429017|ref|WP_004301160.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429018|ref|WP_004301161.1|	transposase [Bacteroides ovatus] 
gi|490429019|ref|WP_004301162.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429020|ref|WP_004301163.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429021|ref|WP_004301164.1|	MULTISPECIES: cardiolipin synthetase [Bacteroides] 
gi|490429022|ref|WP_004301165.1|	methyltransferase [Bacteroides ovatus] 
gi|490429023|ref|WP_004301166.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429024|ref|WP_004301167.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429025|ref|WP_004301168.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429026|ref|WP_004301169.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429027|ref|WP_004301170.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429028|ref|WP_004301171.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429029|ref|WP_004301172.1|	regulator [Bacteroides ovatus] 
gi|490429030|ref|WP_004301173.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429031|ref|WP_004301174.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429032|ref|WP_004301175.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429033|ref|WP_004301176.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429034|ref|WP_004301177.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429035|ref|WP_004301178.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429036|ref|WP_004301179.1|	transcriptional regulator [Bacteroides ovatus] 
gi|490429037|ref|WP_004301180.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429038|ref|WP_004301181.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429039|ref|WP_004301182.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429040|ref|WP_004301183.1|	integrase [Bacteroides ovatus] 
gi|490429041|ref|WP_004301184.1|	integrase [Bacteroides ovatus] 
gi|490429042|ref|WP_004301185.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429043|ref|WP_004301186.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429044|ref|WP_004301187.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429045|ref|WP_004301188.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429046|ref|WP_004301189.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429047|ref|WP_004301190.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429048|ref|WP_004301191.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429049|ref|WP_004301192.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429050|ref|WP_004301193.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429051|ref|WP_004301194.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429052|ref|WP_004301195.1|	mobilization protein [Bacteroides ovatus] 
gi|490429053|ref|WP_004301196.1|	mobilization protein [Bacteroides ovatus] 
gi|490429054|ref|WP_004301197.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429055|ref|WP_004301198.1|	integrase [Bacteroides ovatus] 
gi|490429056|ref|WP_004301199.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429057|ref|WP_004301200.1|	restriction endonuclease subunit M [Bacteroides ovatus] 
gi|490429058|ref|WP_004301201.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429059|ref|WP_004301202.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429060|ref|WP_004301203.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429062|ref|WP_004301204.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429063|ref|WP_004301205.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429064|ref|WP_004301206.1|	MULTISPECIES: ribonuclease P [Bacteroides] 
gi|490429065|ref|WP_004301207.1|	MULTISPECIES: molybdenum ABC transporter ATP-binding protein [Bacteroides] 
gi|490429066|ref|WP_004301208.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429067|ref|WP_004301209.1|	MULTISPECIES: RNA helicase [Bacteroides] 
gi|490429068|ref|WP_004301210.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429069|ref|WP_004301211.1|	MULTISPECIES: single-stranded DNA-binding protein [Bacteroides] 
gi|490429070|ref|WP_004301212.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|490429074|ref|WP_004301216.1|	MULTISPECIES: hypothetical protein [Bacteroidales] 
gi|490429076|ref|WP_004301218.1|	MULTISPECIES: serine recombinase [Bacteroides] 
gi|490429077|ref|WP_004301219.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429080|ref|WP_004301222.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429083|ref|WP_004301225.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429085|ref|WP_004301227.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429087|ref|WP_004301229.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429089|ref|WP_004301231.1|	MarR family transcripitonal regulator [Bacteroides ovatus] 
gi|490429091|ref|WP_004301233.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429094|ref|WP_004301236.1|	MULTISPECIES: recombinase [Bacteroides] 
gi|490429096|ref|WP_004301238.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490429098|ref|WP_004301240.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429100|ref|WP_004301242.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429103|ref|WP_004301245.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490429105|ref|WP_004301247.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490429107|ref|WP_004301249.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490429110|ref|WP_004301252.1|	MULTISPECIES: iron ABC transporter ATP-binding protein [Bacteroides] 
gi|490429112|ref|WP_004301254.1|	MULTISPECIES: iron ABC transporter [Bacteroides] 
gi|490429114|ref|WP_004301256.1|	MULTISPECIES: iron ABC transporter substrate-binding protein [Bacteroides] 
gi|490429117|ref|WP_004301259.1|	TonB-denpendent receptor [Bacteroides ovatus] 
gi|490429119|ref|WP_004301261.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429122|ref|WP_004301264.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429124|ref|WP_004301266.1|	cell surface protein [Bacteroides ovatus] 
gi|490429126|ref|WP_004301268.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429127|ref|WP_004301269.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429129|ref|WP_004301271.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429131|ref|WP_004301273.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429133|ref|WP_004301275.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429136|ref|WP_004301278.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429138|ref|WP_004301280.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429139|ref|WP_004301281.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429141|ref|WP_004301283.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429143|ref|WP_004301285.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429145|ref|WP_004301287.1|	MULTISPECIES: DNA primase [Bacteroides] 
gi|490429147|ref|WP_004301289.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429149|ref|WP_004301291.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429151|ref|WP_004301292.1|	MULTISPECIES: glucosaminidase [Bacteroides] 
gi|490429152|ref|WP_004301293.1|	MULTISPECIES: DNA primase [Bacteroides] 
gi|490429153|ref|WP_004301294.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429154|ref|WP_004301295.1|	MULTISPECIES: hypothetical protein [Bacteroidales] 
gi|490429155|ref|WP_004301296.1|	MULTISPECIES: peptidase M23 [Bacteroides] 
gi|490429156|ref|WP_004301297.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429157|ref|WP_004301298.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429158|ref|WP_004301299.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429159|ref|WP_004301300.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429160|ref|WP_004301301.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429161|ref|WP_004301302.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429162|ref|WP_004301303.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429163|ref|WP_004301304.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429164|ref|WP_004301305.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429165|ref|WP_004301306.1|	peptidase M23 [Bacteroides ovatus] 
gi|490429166|ref|WP_004301307.1|	MULTISPECIES: cobinamide adenolsyltransferase [Bacteroides] 
gi|490429167|ref|WP_004301308.1|	MULTISPECIES: ATPase [Bacteroides] 
gi|490429168|ref|WP_004301309.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429169|ref|WP_004301310.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429170|ref|WP_004301311.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429171|ref|WP_004301312.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429172|ref|WP_004301313.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429173|ref|WP_004301314.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429174|ref|WP_004301315.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429175|ref|WP_004301316.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429176|ref|WP_004301317.1|	DNA methylase [Bacteroides ovatus] 
gi|490426410|ref|WP_004298577.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426409|ref|WP_004298576.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426408|ref|WP_004298575.1|	RNA-directed DNA polymerase [Bacteroides ovatus] 
gi|490429177|ref|WP_004301318.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429178|ref|WP_004301319.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429179|ref|WP_004301320.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429180|ref|WP_004301321.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429181|ref|WP_004301322.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429182|ref|WP_004301323.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429183|ref|WP_004301324.1|	hypothetical protein [Bacteroides ovatus] 
gi|490429184|ref|WP_004301325.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429185|ref|WP_004301326.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429186|ref|WP_004301327.1|	MULTISPECIES: ATPase AAA [Bacteroides] 
gi|490429187|ref|WP_004301328.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429188|ref|WP_004301329.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429189|ref|WP_004301330.1|	MULTISPECIES: mobilization protein [Bacteroides] 
gi|490429190|ref|WP_004301331.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490429191|ref|WP_004301332.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
