gi|491472322|ref|WP_005330076.1|	hypothetical protein partial [Dorea formicigenerans] 
gi|491477448|ref|WP_005335189.1|	MULTISPECIES: sugar ABC transporter permease [Dorea] 
gi|491477455|ref|WP_005335196.1|	MULTISPECIES: sugar ABC transporter permease [Dorea] 
gi|491477459|ref|WP_005335200.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477465|ref|WP_005335206.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477467|ref|WP_005335208.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477469|ref|WP_005335210.1|	MULTISPECIES: prolyl-tRNA synthetase [Dorea] 
gi|491477471|ref|WP_005335212.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477473|ref|WP_005335214.1|	polynucleotide adenylyltransferase [Dorea formicigenerans] 
gi|491477475|ref|WP_005335216.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477477|ref|WP_005335218.1|	MULTISPECIES: DNA-binding protein [Dorea] 
gi|491477479|ref|WP_005335220.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491477481|ref|WP_005335222.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477483|ref|WP_005335224.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477485|ref|WP_005335226.1|	cell-division initiation protein [Dorea formicigenerans] 
gi|491477488|ref|WP_005335229.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477486|ref|WP_005335227.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477490|ref|WP_005335231.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477492|ref|WP_005335233.1|	serine phosphatase RsbU regulator of sigma subunit [Dorea formicigenerans] 
gi|491477504|ref|WP_005335245.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477518|ref|WP_005335259.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477523|ref|WP_005335264.1|	hypoxanthine phosphoribosyltransferase [Dorea formicigenerans] 
gi|491477525|ref|WP_005335266.1|	cell division protein FtsH [Dorea formicigenerans] 
gi|491477527|ref|WP_005335268.1|	alpha-amylase [Dorea formicigenerans] 
gi|491477529|ref|WP_005335270.1|	methionine aminopeptidase [Dorea formicigenerans] 
gi|491477531|ref|WP_005335272.1|	6-phosphofructokinase [Dorea formicigenerans] 
gi|491477533|ref|WP_005335274.1|	DNA polymerase III subunit gamma/tau [Dorea formicigenerans] 
gi|491477535|ref|WP_005335276.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491477536|ref|WP_005335277.1|	MULTISPECIES: recombinase RecR [Dorea] 
gi|491473522|ref|WP_005331271.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477549|ref|WP_005335290.1|	MULTISPECIES: transaldolase [Dorea] 
gi|491477550|ref|WP_005335291.1|	phosphohydrolase [Dorea formicigenerans] 
gi|491477551|ref|WP_005335292.1|	peptidoglycan-binding protein [Dorea formicigenerans] 
gi|491477552|ref|WP_005335293.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477553|ref|WP_005335294.1|	hypothetical protein [Dorea formicigenerans] 
gi|491472976|ref|WP_005330728.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477554|ref|WP_005335295.1|	glycosyl hydrolase family 2 [Dorea formicigenerans] 
gi|491477560|ref|WP_005335301.1|	membrane protein [Dorea formicigenerans] 
gi|491477566|ref|WP_005335307.1|	membrane protein [Dorea formicigenerans] 
gi|491477573|ref|WP_005335314.1|	TetR family transcriptional regulator [Dorea formicigenerans] 
gi|491477574|ref|WP_005335315.1|	ABC transporter substrate-binding protein [Dorea formicigenerans] 
gi|491477576|ref|WP_005335317.1|	sugar ABC transporter permease [Dorea formicigenerans] 
gi|491477577|ref|WP_005335318.1|	sugar ABC transporter permease [Dorea formicigenerans] 
gi|491477578|ref|WP_005335319.1|	MULTISPECIES: transketolase [Dorea] 
gi|491477579|ref|WP_005335320.1|	transketolase [Dorea formicigenerans] 
gi|491477580|ref|WP_005335321.1|	cupin [Dorea formicigenerans] 
gi|491477582|ref|WP_005335323.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477584|ref|WP_005335325.1|	oxidoreductase [Dorea formicigenerans] 
gi|491477586|ref|WP_005335327.1|	alpha/beta hydrolase [Dorea formicigenerans] 
gi|491477588|ref|WP_005335329.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477590|ref|WP_005335331.1|	histidine triad (HIT) protein [Dorea formicigenerans] 
gi|491477592|ref|WP_005335333.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477595|ref|WP_005335336.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477597|ref|WP_005335338.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477598|ref|WP_005335339.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477600|ref|WP_005335341.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477602|ref|WP_005335343.1|	transposase [Dorea formicigenerans] 
gi|491477604|ref|WP_005335345.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477606|ref|WP_005335347.1|	mannitol dehydrogenase [Dorea formicigenerans] 
gi|491477609|ref|WP_005335350.1|	altronate hydrolase [Dorea formicigenerans] 
gi|491477611|ref|WP_005335352.1|	glucuronate isomerase [Dorea formicigenerans] 
gi|491477612|ref|WP_005335353.1|	LacI family transcriptional regulator [Dorea formicigenerans] 
gi|491477613|ref|WP_005335354.1|	IclR family transcriptional regulator [Dorea formicigenerans] 
gi|491477614|ref|WP_005335355.1|	phosphopantothenoylcysteine decarboxylase [Dorea formicigenerans] 
gi|491477615|ref|WP_005335356.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477616|ref|WP_005335357.1|	MULTISPECIES: membrane protein [Dorea] 
gi|491477618|ref|WP_005335359.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477620|ref|WP_005335361.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477621|ref|WP_005335362.1|	response regulator SirA [Dorea formicigenerans] 
gi|491477623|ref|WP_005335364.1|	thioredoxin [Dorea formicigenerans] 
gi|491477625|ref|WP_005335366.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477626|ref|WP_005335367.1|	adenylyltransferase [Dorea formicigenerans] 
gi|491477627|ref|WP_005335368.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477628|ref|WP_005335369.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477629|ref|WP_005335370.1|	uroporphyrin-III methyltransferase [Dorea formicigenerans] 
gi|491477631|ref|WP_005335372.1|	porphobilinogen deaminase [Dorea formicigenerans] 
gi|491477633|ref|WP_005335374.1|	porphyrin biosynthesis protein [Dorea formicigenerans] 
gi|491477634|ref|WP_005335375.1|	K+-dependent Na+/Ca+ exchanger [Dorea formicigenerans] 
gi|491477636|ref|WP_005335377.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477635|ref|WP_005335376.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477637|ref|WP_005335378.1|	NADH dehydrogenase [Dorea formicigenerans] 
gi|491477638|ref|WP_005335379.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477639|ref|WP_005335380.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477640|ref|WP_005335381.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477642|ref|WP_005335383.1|	MULTISPECIES: 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [Dorea] 
gi|491477644|ref|WP_005335385.1|	L-glyceraldehyde 3-phosphate reductase [Dorea formicigenerans] 
gi|491477645|ref|WP_005335386.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477647|ref|WP_005335388.1|	AraC family transcriptional regulator [Dorea formicigenerans] 
gi|491477649|ref|WP_005335390.1|	LysR family transcriptional regulator [Dorea formicigenerans] 
gi|491477651|ref|WP_005335392.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477656|ref|WP_005335397.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477657|ref|WP_005335398.1|	branched-chain amino acid transporter AzlD [Dorea formicigenerans] 
gi|491477660|ref|WP_005335401.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477659|ref|WP_005335400.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477661|ref|WP_005335402.1|	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [Dorea formicigenerans] 
gi|491477662|ref|WP_005335403.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477663|ref|WP_005335404.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477664|ref|WP_005335405.1|	transcriptional regulator [Dorea formicigenerans] 
gi|491477665|ref|WP_005335406.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477667|ref|WP_005335408.1|	XRE family transcriptional regulator [Dorea formicigenerans] 
gi|491477669|ref|WP_005335410.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477671|ref|WP_005335412.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477673|ref|WP_005335414.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477675|ref|WP_005335416.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477677|ref|WP_005335418.1|	exosortase [Dorea formicigenerans] 
gi|491477681|ref|WP_005335422.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477679|ref|WP_005335420.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477683|ref|WP_005335424.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477684|ref|WP_005335425.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477686|ref|WP_005335427.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477694|ref|WP_005335435.1|	cardiolipin synthase [Dorea formicigenerans] 
gi|491477696|ref|WP_005335437.1|	phospholipase [Dorea formicigenerans] 
gi|489789157|ref|WP_003693048.1|	MULTISPECIES: heme response regulator HssR [Firmicutes] 
gi|491477705|ref|WP_005335446.1|	histidine kinase [Dorea formicigenerans] 
gi|491477707|ref|WP_005335448.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477710|ref|WP_005335451.1|	MULTISPECIES: phosphatidylglycerophosphate synthase [Clostridiales] 
gi|491477711|ref|WP_005335452.1|	transcriptional regulator [Dorea formicigenerans] 
gi|491477712|ref|WP_005335453.1|	antitoxin [Dorea formicigenerans] 
gi|491477713|ref|WP_005335454.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477714|ref|WP_005335455.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477715|ref|WP_005335456.1|	MarR family transcriptional regulator [Dorea formicigenerans] 
gi|491477717|ref|WP_005335458.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477719|ref|WP_005335460.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477722|ref|WP_005335463.1|	fructose-1,6-bisphosphatase [Dorea formicigenerans] 
gi|491477724|ref|WP_005335465.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491477725|ref|WP_005335466.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477727|ref|WP_005335468.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477733|ref|WP_005335474.1|	membrane protein [Dorea formicigenerans] 
gi|491477735|ref|WP_005335476.1|	D-tyrosyl-tRNA(Tyr) deacylase [Dorea formicigenerans] 
gi|491477737|ref|WP_005335478.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477738|ref|WP_005335479.1|	ABC transporter [Dorea formicigenerans] 
gi|491477740|ref|WP_005335481.1|	ABC transporter [Dorea formicigenerans] 
gi|491477742|ref|WP_005335483.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477743|ref|WP_005335484.1|	citrate synthase [Dorea formicigenerans] 
gi|491477745|ref|WP_005335486.1|	hydrolase [Dorea formicigenerans] 
gi|491477746|ref|WP_005335487.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477748|ref|WP_005335489.1|	MULTISPECIES: TrpR YerC/YecD [Dorea] 
gi|491477749|ref|WP_005335490.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477756|ref|WP_005335497.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477757|ref|WP_005335498.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477758|ref|WP_005335499.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477759|ref|WP_005335500.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477760|ref|WP_005335501.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477761|ref|WP_005335502.1|	histidine kinase [Dorea formicigenerans] 
gi|491477762|ref|WP_005335503.1|	MULTISPECIES: XRE family transcriptional regulator [Dorea] 
gi|491477767|ref|WP_005335508.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477768|ref|WP_005335509.1|	ATP-dependent DNA helicase PcrA [Dorea formicigenerans] 
gi|491477769|ref|WP_005335510.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477770|ref|WP_005335511.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477771|ref|WP_005335512.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477772|ref|WP_005335513.1|	RNA methyltransferase [Dorea formicigenerans] 
gi|491477773|ref|WP_005335514.1|	chromosome partitioning protein ParB [Dorea formicigenerans] 
gi|491477775|ref|WP_005335516.1|	DNA-binding protein [Dorea formicigenerans] 
gi|491477787|ref|WP_005335528.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491477788|ref|WP_005335529.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477789|ref|WP_005335530.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477792|ref|WP_005335533.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477790|ref|WP_005335531.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477794|ref|WP_005335535.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477796|ref|WP_005335537.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477798|ref|WP_005335539.1|	ABC transporter ATP-binding protein [Dorea formicigenerans] 
gi|491477800|ref|WP_005335541.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477801|ref|WP_005335542.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477809|ref|WP_005335550.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477810|ref|WP_005335551.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477812|ref|WP_005335553.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477815|ref|WP_005335556.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477816|ref|WP_005335557.1|	hisitidine kinase [Dorea formicigenerans] 
gi|491477817|ref|WP_005335558.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477819|ref|WP_005335560.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477821|ref|WP_005335562.1|	prevent-host-death protein [Dorea formicigenerans] 
gi|491477823|ref|WP_005335564.1|	plasmid stabilization protein [Dorea formicigenerans] 
gi|491477825|ref|WP_005335566.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477827|ref|WP_005335568.1|	MULTISPECIES: biotin biosynthesis protein BioY [Dorea] 
gi|491477829|ref|WP_005335570.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477831|ref|WP_005335572.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477833|ref|WP_005335574.1|	adenosine deaminase [Dorea formicigenerans] 
gi|491477834|ref|WP_005335575.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477836|ref|WP_005335577.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477838|ref|WP_005335579.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477840|ref|WP_005335581.1|	recombinase [Dorea formicigenerans] 
gi|491477841|ref|WP_005335582.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477844|ref|WP_005335585.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491477845|ref|WP_005335586.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477848|ref|WP_005335589.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|491477850|ref|WP_005335591.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491477852|ref|WP_005335593.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477854|ref|WP_005335595.1|	MULTISPECIES: DNA-binding protein [Lachnospiraceae] 
gi|491477856|ref|WP_005335597.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491477858|ref|WP_005335599.1|	MULTISPECIES: ABC transporter [Firmicutes] 
gi|491477859|ref|WP_005335600.1|	MULTISPECIES: ABC transporter [Firmicutes] 
gi|491477860|ref|WP_005335601.1|	MULTISPECIES: AraC family transcriptional regulator [Clostridiales] 
gi|491477861|ref|WP_005335602.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491477862|ref|WP_005335603.1|	peptidase P60 [Dorea formicigenerans] 
gi|491477864|ref|WP_005335605.1|	membrane protein [Dorea formicigenerans] 
gi|491477866|ref|WP_005335607.1|	ATP/GTP-binding protein [Dorea formicigenerans] 
gi|491477868|ref|WP_005335609.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|491477870|ref|WP_005335611.1|	MULTISPECIES: antirestriction protein ArdA [Lachnospiraceae] 
gi|491477872|ref|WP_005335613.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477874|ref|WP_005335615.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491477875|ref|WP_005335616.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491477878|ref|WP_005335619.1|	MULTISPECIES: conjugal transfer protein [Clostridiales] 
gi|491477880|ref|WP_005335621.1|	Cro/Cl family transcriptional regulator [Dorea formicigenerans] 
gi|491477883|ref|WP_005335624.1|	cell division protein FtsK [Dorea formicigenerans] 
gi|491477884|ref|WP_005335625.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477885|ref|WP_005335626.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477886|ref|WP_005335627.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477888|ref|WP_005335629.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477890|ref|WP_005335631.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477892|ref|WP_005335633.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477894|ref|WP_005335635.1|	arabinose transporter [Dorea formicigenerans] 
gi|491477895|ref|WP_005335636.1|	sodium-dependent tryptophan transporter [Dorea formicigenerans] 
gi|491477905|ref|WP_005335646.1|	RNA methyltransferase [Dorea formicigenerans] 
gi|491477906|ref|WP_005335647.1|	hisitidine kinase [Dorea formicigenerans] 
gi|491477908|ref|WP_005335649.1|	dihydroorotase [Dorea formicigenerans] 
gi|491477909|ref|WP_005335650.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477910|ref|WP_005335651.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477911|ref|WP_005335652.1|	methylcobamide:CoM methyltransferase [Dorea formicigenerans] 
gi|491477912|ref|WP_005335653.1|	sodium:proton antiporter [Dorea formicigenerans] 
gi|491477913|ref|WP_005335654.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477917|ref|WP_005335658.1|	GTP pyrophosphokinase [Dorea formicigenerans] 
gi|491477920|ref|WP_005335661.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477922|ref|WP_005335663.1|	sugar kinase [Dorea formicigenerans] 
gi|491477923|ref|WP_005335664.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477925|ref|WP_005335666.1|	Fe-S oxidoreductase [Dorea formicigenerans] 
gi|491477927|ref|WP_005335668.1|	MULTISPECIES: uracil permease [Dorea] 
gi|491477929|ref|WP_005335670.1|	16S rRNA methyltransferase [Dorea formicigenerans] 
gi|491477930|ref|WP_005335671.1|	diguanylate cyclase [Dorea formicigenerans] 
gi|491477931|ref|WP_005335672.1|	hypothetical protein [Dorea formicigenerans] 
gi|491477932|ref|WP_005335673.1|	glutamate synthase [Dorea formicigenerans] 
gi|491477933|ref|WP_005335674.1|	glutamate synthase subunit beta [Dorea formicigenerans] 
