gi|494108007|ref|WP_007048791.1|	hypothetical protein partial [Anaerofustis stercorihominis] 
gi|494110103|ref|WP_007050886.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110104|ref|WP_007050887.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110105|ref|WP_007050888.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110106|ref|WP_007050889.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110107|ref|WP_007050890.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110108|ref|WP_007050891.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110109|ref|WP_007050892.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110110|ref|WP_007050893.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110111|ref|WP_007050894.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110112|ref|WP_007050895.1|	prolyl-tRNA synthetase [Anaerofustis stercorihominis] 
gi|494110113|ref|WP_007050896.1|	tyrosyl-tRNA synthetase [Anaerofustis stercorihominis] 
gi|494110114|ref|WP_007050897.1|	elongation factor Tu [Anaerofustis stercorihominis] 
gi|494110115|ref|WP_007050898.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110116|ref|WP_007050899.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110117|ref|WP_007050900.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110118|ref|WP_007050901.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110119|ref|WP_007050902.1|	pyridoxamine 5'-phosphate oxidase [Anaerofustis stercorihominis] 
gi|494110120|ref|WP_007050903.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110121|ref|WP_007050904.1|	methyltransferase [Anaerofustis stercorihominis] 
gi|494110122|ref|WP_007050905.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110123|ref|WP_007050906.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110124|ref|WP_007050907.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110125|ref|WP_007050908.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110126|ref|WP_007050909.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110127|ref|WP_007050910.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110128|ref|WP_007050911.1|	NADPH-dependent FMN reductase [Anaerofustis stercorihominis] 
gi|494110129|ref|WP_007050912.1|	acetyl transferase [Anaerofustis stercorihominis] 
gi|494110130|ref|WP_007050913.1|	alcohol dehydrogenase [Anaerofustis stercorihominis] 
gi|494110131|ref|WP_007050914.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110132|ref|WP_007050915.1|	LysR family transcriptional regulator [Anaerofustis stercorihominis] 
gi|494110133|ref|WP_007050916.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110134|ref|WP_007050917.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110135|ref|WP_007050918.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110136|ref|WP_007050919.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110137|ref|WP_007050920.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110138|ref|WP_007050921.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110139|ref|WP_007050922.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110140|ref|WP_007050923.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110141|ref|WP_007050924.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110142|ref|WP_007050925.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110143|ref|WP_007050926.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110144|ref|WP_007050927.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110145|ref|WP_007050928.1|	alcohol dehydrogenase [Anaerofustis stercorihominis] 
gi|494110146|ref|WP_007050929.1|	NADH-dependent butanol dehydrogenase [Anaerofustis stercorihominis] 
gi|494110147|ref|WP_007050930.1|	fructose-bisphosphate aldolase [Anaerofustis stercorihominis] 
gi|494110148|ref|WP_007050931.1|	PTS fructose transporter subunit IID [Anaerofustis stercorihominis] 
gi|494110149|ref|WP_007050932.1|	PTS sorbose transporter subunit IIC [Anaerofustis stercorihominis] 
gi|494110150|ref|WP_007050933.1|	PTS sugar transporter [Anaerofustis stercorihominis] 
gi|494110151|ref|WP_007050934.1|	PTS mannose transporter subunit IIAB [Anaerofustis stercorihominis] 
gi|494110152|ref|WP_007050935.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110153|ref|WP_007050936.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110154|ref|WP_007050937.1|	bacteriocin [Anaerofustis stercorihominis] 
gi|494110155|ref|WP_007050938.1|	asparaginyl-tRNA synthetase [Anaerofustis stercorihominis] 
gi|494110156|ref|WP_007050939.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110157|ref|WP_007050940.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110158|ref|WP_007050941.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110159|ref|WP_007050942.1|	peptidylprolyl isomerase [Anaerofustis stercorihominis] 
gi|494110160|ref|WP_007050943.1|	N-acetylglucosamine-1-phosphate uridyltransferase [Anaerofustis stercorihominis] 
gi|494110161|ref|WP_007050944.1|	ribose-phosphate pyrophosphokinase [Anaerofustis stercorihominis] 
gi|494110162|ref|WP_007050945.1|	transketolase [Anaerofustis stercorihominis] 
gi|494110163|ref|WP_007050946.1|	transketolase [Anaerofustis stercorihominis] 
gi|494110164|ref|WP_007050947.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110165|ref|WP_007050948.1|	CTP synthetase [Anaerofustis stercorihominis] 
gi|494110166|ref|WP_007050949.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110167|ref|WP_007050950.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110168|ref|WP_007050951.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110169|ref|WP_007050952.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110170|ref|WP_007050953.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110171|ref|WP_007050954.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110172|ref|WP_007050955.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110173|ref|WP_007050956.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110174|ref|WP_007050957.1|	ribose 5-phosphate isomerase [Anaerofustis stercorihominis] 
gi|494110175|ref|WP_007050958.1|	cytidine deaminase [Anaerofustis stercorihominis] 
gi|494110176|ref|WP_007050959.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110177|ref|WP_007050960.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110178|ref|WP_007050961.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110179|ref|WP_007050962.1|	F0F1 ATP synthase subunit C [Anaerofustis stercorihominis] 
gi|494110180|ref|WP_007050963.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110181|ref|WP_007050964.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110182|ref|WP_007050965.1|	F0F1 ATP synthase subunit alpha [Anaerofustis stercorihominis] 
gi|494110183|ref|WP_007050966.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110184|ref|WP_007050967.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110185|ref|WP_007050968.1|	F0F1 ATP synthase subunit beta [Anaerofustis stercorihominis] 
gi|494110186|ref|WP_007050969.1|	3-dehydroquinate synthase [Anaerofustis stercorihominis] 
gi|494110187|ref|WP_007050970.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110188|ref|WP_007050971.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110189|ref|WP_007050972.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110190|ref|WP_007050973.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110191|ref|WP_007050974.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110192|ref|WP_007050975.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110193|ref|WP_007050976.1|	ABC transporter [Anaerofustis stercorihominis] 
gi|494110194|ref|WP_007050977.1|	ABC transporter [Anaerofustis stercorihominis] 
gi|494110195|ref|WP_007050978.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110196|ref|WP_007050979.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110197|ref|WP_007050980.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110198|ref|WP_007050981.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110199|ref|WP_007050982.1|	RNA methyltransferase [Anaerofustis stercorihominis] 
gi|494110200|ref|WP_007050983.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110201|ref|WP_007050984.1|	methenyltetrahydrofolate cyclohydrolase [Anaerofustis stercorihominis] 
gi|494110202|ref|WP_007050985.1|	sugar ABC transporter substrate-binding protein [Anaerofustis stercorihominis] 
gi|494110203|ref|WP_007050986.1|	methionyl-tRNA synthetase [Anaerofustis stercorihominis] 
gi|494110204|ref|WP_007050987.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110205|ref|WP_007050988.1|	(p)ppGpp synthetase [Anaerofustis stercorihominis] 
gi|494110206|ref|WP_007050989.1|	purine nucleoside phosphorylase [Anaerofustis stercorihominis] 
gi|494110207|ref|WP_007050990.1|	glycerol kinase [Anaerofustis stercorihominis] 
gi|494110208|ref|WP_007050991.1|	excinuclease ABC subunit B [Anaerofustis stercorihominis] 
gi|494110209|ref|WP_007050992.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110210|ref|WP_007050993.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110211|ref|WP_007050994.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110212|ref|WP_007050995.1|	hydrolase TatD [Anaerofustis stercorihominis] 
gi|494110213|ref|WP_007050996.1|	tryptophan synthase subunit beta [Anaerofustis stercorihominis] 
gi|494110214|ref|WP_007050997.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110215|ref|WP_007050998.1|	ArsR family transcriptional regulator [Anaerofustis stercorihominis] 
gi|494110216|ref|WP_007050999.1|	heavy metal transporter [Anaerofustis stercorihominis] 
gi|494110217|ref|WP_007051000.1|	zinc ABC transporter ATPase [Anaerofustis stercorihominis] 
gi|494110218|ref|WP_007051001.1|	molecular chaperone GroES [Anaerofustis stercorihominis] 
gi|494110219|ref|WP_007051002.1|	molecular chaperone GroEL [Anaerofustis stercorihominis] 
gi|494110220|ref|WP_007051003.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110221|ref|WP_007051004.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110222|ref|WP_007051005.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110223|ref|WP_007051006.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110224|ref|WP_007051007.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110225|ref|WP_007051008.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110226|ref|WP_007051009.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110227|ref|WP_007051010.1|	histidyl-tRNA synthetase [Anaerofustis stercorihominis] 
gi|494110228|ref|WP_007051011.1|	aspartyl-tRNA synthetase [Anaerofustis stercorihominis] 
gi|494110229|ref|WP_007051012.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110230|ref|WP_007051013.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110231|ref|WP_007051014.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110232|ref|WP_007051015.1|	adenine phosphoribosyltransferase [Anaerofustis stercorihominis] 
gi|494110233|ref|WP_007051016.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110234|ref|WP_007051017.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110235|ref|WP_007051018.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110236|ref|WP_007051019.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110237|ref|WP_007051020.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110238|ref|WP_007051021.1|	D-tyrosyl-tRNA(Tyr) deacylase [Anaerofustis stercorihominis] 
gi|494110239|ref|WP_007051022.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110240|ref|WP_007051023.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110241|ref|WP_007051024.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110242|ref|WP_007051025.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110243|ref|WP_007051026.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110244|ref|WP_007051027.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110245|ref|WP_007051028.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110246|ref|WP_007051029.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110247|ref|WP_007051030.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110248|ref|WP_007051031.1|	pyruvate carboxylase [Anaerofustis stercorihominis] 
gi|494110249|ref|WP_007051032.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110250|ref|WP_007051033.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110251|ref|WP_007051034.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110252|ref|WP_007051035.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110253|ref|WP_007051036.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110254|ref|WP_007051037.1|	signal recognition particle protein Srp54 [Anaerofustis stercorihominis] 
gi|494110255|ref|WP_007051038.1|	30S ribosomal protein S16 [Anaerofustis stercorihominis] 
gi|494110256|ref|WP_007051039.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110257|ref|WP_007051040.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110258|ref|WP_007051041.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110259|ref|WP_007051042.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110260|ref|WP_007051043.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110261|ref|WP_007051044.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110262|ref|WP_007051045.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110263|ref|WP_007051046.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110264|ref|WP_007051047.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110265|ref|WP_007051048.1|	adenosine deaminase [Anaerofustis stercorihominis] 
gi|494110266|ref|WP_007051049.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110267|ref|WP_007051050.1|	transcriptional regulator [Anaerofustis stercorihominis] 
gi|494110268|ref|WP_007051051.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110269|ref|WP_007051052.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110270|ref|WP_007051053.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110271|ref|WP_007051054.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110272|ref|WP_007051055.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110273|ref|WP_007051056.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110274|ref|WP_007051057.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110275|ref|WP_007051058.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110276|ref|WP_007051059.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110277|ref|WP_007051060.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110278|ref|WP_007051061.1|	pyrroline-5-carboxylate reductase [Anaerofustis stercorihominis] 
gi|494110279|ref|WP_007051062.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110280|ref|WP_007051063.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110281|ref|WP_007051064.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110282|ref|WP_007051065.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110283|ref|WP_007051066.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110284|ref|WP_007051067.1|	transcriptional regulator [Anaerofustis stercorihominis] 
gi|494110285|ref|WP_007051068.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110286|ref|WP_007051069.1|	lipoate-protein ligase A [Anaerofustis stercorihominis] 
gi|494110287|ref|WP_007051070.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110288|ref|WP_007051071.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110289|ref|WP_007051072.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110290|ref|WP_007051073.1|	aldehyde dehydrogenase [Anaerofustis stercorihominis] 
gi|494110291|ref|WP_007051074.1|	GTP-binding protein YchF [Anaerofustis stercorihominis] 
gi|494110292|ref|WP_007051075.1|	MarR family transcriptional regulator [Anaerofustis stercorihominis] 
gi|494110293|ref|WP_007051076.1|	(4Fe-4S)-binding protein [Anaerofustis stercorihominis] 
gi|494110294|ref|WP_007051077.1|	glycine/betaine ABC transporter substrate-binding protein [Anaerofustis stercorihominis] 
gi|494110295|ref|WP_007051078.1|	glycine/betaine ABC transporter ATP-binding protein [Anaerofustis stercorihominis] 
gi|494110296|ref|WP_007051079.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110297|ref|WP_007051080.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110298|ref|WP_007051081.1|	phosphoribosyl transferase [Anaerofustis stercorihominis] 
gi|494110299|ref|WP_007051082.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110300|ref|WP_007051083.1|	membrane protein [Anaerofustis stercorihominis] 
gi|494110301|ref|WP_007051084.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110302|ref|WP_007051085.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110303|ref|WP_007051086.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110304|ref|WP_007051087.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110305|ref|WP_007051088.1|	cyclic nucleotide-binding protein [Anaerofustis stercorihominis] 
gi|494110306|ref|WP_007051089.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110307|ref|WP_007051090.1|	PTS galactitol transporter subunit IIC [Anaerofustis stercorihominis] 
gi|494110308|ref|WP_007051091.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494110309|ref|WP_007051092.1|	2,5-diketo-D-gluconic acid reductase [Anaerofustis stercorihominis] 
