gi|493396717|ref|WP_006352832.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493400064|ref|WP_006356166.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400065|ref|WP_006356167.1|	NAD-dependent deacetylase [[Clostridium] methylpentosum] 
gi|493400066|ref|WP_006356168.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400067|ref|WP_006356169.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400068|ref|WP_006356170.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400069|ref|WP_006356171.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400070|ref|WP_006356172.1|	potassium transporter Trk [[Clostridium] methylpentosum] 
gi|493400071|ref|WP_006356173.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400072|ref|WP_006356174.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400073|ref|WP_006356175.1|	ABC transporter [[Clostridium] methylpentosum] 
gi|493400074|ref|WP_006356176.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400075|ref|WP_006356177.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400076|ref|WP_006356178.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400077|ref|WP_006356179.1|	Cro/Cl family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493400078|ref|WP_006356180.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400080|ref|WP_006356181.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400081|ref|WP_006356182.1|	GNAT family acetyltransferase [[Clostridium] methylpentosum] 
gi|493400082|ref|WP_006356183.1|	sodium:proton antiporter [[Clostridium] methylpentosum] 
gi|493400083|ref|WP_006356184.1|	transposase [[Clostridium] methylpentosum] 
gi|493400084|ref|WP_006356185.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400085|ref|WP_006356186.1|	DeoR family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493400086|ref|WP_006356187.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400087|ref|WP_006356188.1|	cupin [[Clostridium] methylpentosum] 
gi|493400088|ref|WP_006356189.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400089|ref|WP_006356190.1|	heat shock protein 90 [[Clostridium] methylpentosum] 
gi|493400090|ref|WP_006356191.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400091|ref|WP_006356192.1|	diacylglycerol kinase [[Clostridium] methylpentosum] 
gi|493400092|ref|WP_006356193.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400093|ref|WP_006356194.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400094|ref|WP_006356195.1|	biotin synthase [[Clostridium] methylpentosum] 
gi|493400095|ref|WP_006356196.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400096|ref|WP_006356197.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400097|ref|WP_006356198.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400098|ref|WP_006356199.1|	glycosyl transferase [[Clostridium] methylpentosum] 
gi|493400099|ref|WP_006356200.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400100|ref|WP_006356201.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400101|ref|WP_006356202.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493400102|ref|WP_006356203.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493400103|ref|WP_006356204.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400104|ref|WP_006356205.1|	diguanylate phosphodiesterase [[Clostridium] methylpentosum] 
gi|493400105|ref|WP_006356206.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400106|ref|WP_006356207.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400107|ref|WP_006356208.1|	malate dehydrogenase [[Clostridium] methylpentosum] 
gi|493400108|ref|WP_006356209.1|	lactate dehydrogenase [[Clostridium] methylpentosum] 
gi|493400109|ref|WP_006356210.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400110|ref|WP_006356211.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400111|ref|WP_006356212.1|	phospho-2-dehydro-3-deoxyheptonate aldolase [[Clostridium] methylpentosum] 
gi|493400112|ref|WP_006356213.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400113|ref|WP_006356214.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400114|ref|WP_006356215.1|	23S rRNA methyltransferase [[Clostridium] methylpentosum] 
gi|493400115|ref|WP_006356216.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400116|ref|WP_006356217.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400117|ref|WP_006356218.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400118|ref|WP_006356219.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400119|ref|WP_006356220.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400120|ref|WP_006356221.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400121|ref|WP_006356222.1|	transporter [[Clostridium] methylpentosum] 
gi|493400122|ref|WP_006356223.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400123|ref|WP_006356224.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400124|ref|WP_006356225.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400125|ref|WP_006356226.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400126|ref|WP_006356227.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400127|ref|WP_006356228.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400128|ref|WP_006356229.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400129|ref|WP_006356230.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400130|ref|WP_006356231.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400131|ref|WP_006356232.1|	trans-2-enoyl-CoA reductase [[Clostridium] methylpentosum] 
gi|493400132|ref|WP_006356233.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400133|ref|WP_006356234.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400134|ref|WP_006356235.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400135|ref|WP_006356236.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400136|ref|WP_006356237.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400137|ref|WP_006356238.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400138|ref|WP_006356239.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400139|ref|WP_006356240.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400140|ref|WP_006356241.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400141|ref|WP_006356242.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400142|ref|WP_006356243.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400143|ref|WP_006356244.1|	amino acid ABC transporter substrate-binding protein [[Clostridium] methylpentosum] 
gi|493400144|ref|WP_006356245.1|	glutamine ABC transporter ATP-binding protein [[Clostridium] methylpentosum] 
gi|493400145|ref|WP_006356246.1|	amino acid ABC transporter permease [[Clostridium] methylpentosum] 
gi|493400146|ref|WP_006356247.1|	polar amino acid ABC transporter permease [[Clostridium] methylpentosum] 
gi|493400147|ref|WP_006356248.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400148|ref|WP_006356249.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400149|ref|WP_006356250.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400150|ref|WP_006356251.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400151|ref|WP_006356252.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400152|ref|WP_006356253.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400153|ref|WP_006356254.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493400154|ref|WP_006356255.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400155|ref|WP_006356256.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400156|ref|WP_006356257.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400157|ref|WP_006356258.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400158|ref|WP_006356259.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400159|ref|WP_006356260.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400160|ref|WP_006356261.1|	conjugal transfer protein TraG [[Clostridium] methylpentosum] 
gi|493400161|ref|WP_006356262.1|	membrane protein [[Clostridium] methylpentosum] 
gi|493400162|ref|WP_006356263.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493400163|ref|WP_006356264.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|488650015|ref|WP_002586627.1|	MULTISPECIES: tetracycline resistance protein tetM [Bacteria] 
gi|488650014|ref|WP_002586626.1|	MULTISPECIES: methyltransferase [Bacteria] 
gi|488650004|ref|WP_002586616.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|488650003|ref|WP_002586615.1|	MULTISPECIES: transcriptional regulator [Bacteria] 
gi|492534066|ref|WP_005875995.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|493400164|ref|WP_006356265.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|488667418|ref|WP_002596230.1|	MULTISPECIES: relaxase [Clostridiales] 
gi|488667419|ref|WP_002596231.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493400165|ref|WP_006356266.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488667421|ref|WP_002596233.1|	MULTISPECIES: ATP-binding protein [Firmicutes] 
gi|488667422|ref|WP_002596234.1|	MULTISPECIES: chorismate synthase [Firmicutes] 
gi|488667423|ref|WP_002596235.1|	MULTISPECIES: endonuclease [Firmicutes] 
gi|488667424|ref|WP_002596236.1|	MULTISPECIES: recombinase [Firmicutes] 
gi|493400166|ref|WP_006356267.1|	membrane protein [[Clostridium] methylpentosum] 
gi|493400167|ref|WP_006356268.1|	stage V sporulation protein G [[Clostridium] methylpentosum] 
gi|493400168|ref|WP_006356269.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400169|ref|WP_006356270.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400170|ref|WP_006356271.1|	conjugal transfer protein TraE [[Clostridium] methylpentosum] 
gi|493400171|ref|WP_006356272.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493400172|ref|WP_006356273.1|	indolepyruvate oxidoreductase [[Clostridium] methylpentosum] 
gi|493400173|ref|WP_006356274.1|	pyruvate ferredoxin oxidoreductase [[Clostridium] methylpentosum] 
gi|493400174|ref|WP_006356275.1|	phenylacetate--CoA ligase [[Clostridium] methylpentosum] 
gi|493400175|ref|WP_006356276.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400176|ref|WP_006356277.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400177|ref|WP_006356278.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400178|ref|WP_006356279.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400179|ref|WP_006356280.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400180|ref|WP_006356281.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400181|ref|WP_006356282.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400182|ref|WP_006356283.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400183|ref|WP_006356284.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400184|ref|WP_006356285.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400185|ref|WP_006356286.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400186|ref|WP_006356287.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400187|ref|WP_006356288.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400188|ref|WP_006356289.1|	potassium transporter [[Clostridium] methylpentosum] 
gi|493400189|ref|WP_006356290.1|	isochorismatase [[Clostridium] methylpentosum] 
gi|493400190|ref|WP_006356291.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400191|ref|WP_006356292.1|	glyceraldehyde-3-phosphate dehydrogenase [[Clostridium] methylpentosum] 
gi|493400192|ref|WP_006356293.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400193|ref|WP_006356294.1|	thiol-disulfide isomerase [[Clostridium] methylpentosum] 
gi|493400194|ref|WP_006356295.1|	Crp/Fnr family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493400195|ref|WP_006356296.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400196|ref|WP_006356297.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400197|ref|WP_006356298.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400198|ref|WP_006356299.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400199|ref|WP_006356300.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400200|ref|WP_006356301.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400201|ref|WP_006356302.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400202|ref|WP_006356303.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400203|ref|WP_006356304.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400204|ref|WP_006356305.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400205|ref|WP_006356306.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400206|ref|WP_006356307.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400207|ref|WP_006356308.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400208|ref|WP_006356309.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400209|ref|WP_006356310.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400210|ref|WP_006356311.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400211|ref|WP_006356312.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400212|ref|WP_006356313.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400213|ref|WP_006356314.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400214|ref|WP_006356315.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400215|ref|WP_006356316.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400216|ref|WP_006356317.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400217|ref|WP_006356318.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400218|ref|WP_006356319.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400219|ref|WP_006356320.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400220|ref|WP_006356321.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400221|ref|WP_006356322.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400222|ref|WP_006356323.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400223|ref|WP_006356324.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400224|ref|WP_006356325.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400225|ref|WP_006356326.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400226|ref|WP_006356327.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400227|ref|WP_006356328.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400228|ref|WP_006356329.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400229|ref|WP_006356330.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400230|ref|WP_006356331.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493400231|ref|WP_006356332.1|	hydrolase Nlp/P60 [[Clostridium] methylpentosum] 
gi|493400232|ref|WP_006356333.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400233|ref|WP_006356334.1|	signal peptide protein [[Clostridium] methylpentosum] 
gi|493400234|ref|WP_006356335.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400235|ref|WP_006356336.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400236|ref|WP_006356337.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400237|ref|WP_006356338.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400238|ref|WP_006356339.1|	mobilization protein [[Clostridium] methylpentosum] 
gi|493400239|ref|WP_006356340.1|	DNA mismatch repair protein Vsr [[Clostridium] methylpentosum] 
gi|493400240|ref|WP_006356341.1|	DNA methyltransferase [[Clostridium] methylpentosum] 
gi|493400241|ref|WP_006356342.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400242|ref|WP_006356343.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400243|ref|WP_006356344.1|	RLX [[Clostridium] methylpentosum] 
gi|493400244|ref|WP_006356345.1|	DNA-binding protein [[Clostridium] methylpentosum] 
gi|493400245|ref|WP_006356346.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400246|ref|WP_006356347.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400247|ref|WP_006356348.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400248|ref|WP_006356349.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400249|ref|WP_006356350.1|	RNA polymerase sigma24 factor [[Clostridium] methylpentosum] 
gi|493400250|ref|WP_006356351.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400251|ref|WP_006356352.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400252|ref|WP_006356353.1|	recombinase [[Clostridium] methylpentosum] 
gi|493400253|ref|WP_006356354.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400254|ref|WP_006356355.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400255|ref|WP_006356356.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400256|ref|WP_006356357.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400257|ref|WP_006356358.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400258|ref|WP_006356359.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400259|ref|WP_006356360.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493400260|ref|WP_006356361.1|	hypothetical protein [[Clostridium] methylpentosum] 
