gi|493770745|ref|WP_006719278.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773403|ref|WP_006721909.1|	hypothetical protein [Collinsella stercoris] 
gi|493773404|ref|WP_006721910.1|	hypothetical protein [Collinsella stercoris] 
gi|493773405|ref|WP_006721911.1|	thiamine ABC transporter permease [Collinsella stercoris] 
gi|493773406|ref|WP_006721912.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773407|ref|WP_006721913.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773408|ref|WP_006721914.1|	hypothetical protein [Collinsella stercoris] 
gi|493773409|ref|WP_006721915.1|	pyridoxine kinase [Collinsella stercoris] 
gi|493773410|ref|WP_006721916.1|	hypothetical protein [Collinsella stercoris] 
gi|493773411|ref|WP_006721917.1|	phosphoglucomutase [Collinsella stercoris] 
gi|493773412|ref|WP_006721918.1|	hypothetical protein [Collinsella stercoris] 
gi|493773413|ref|WP_006721919.1|	hypothetical protein [Collinsella stercoris] 
gi|493773414|ref|WP_006721920.1|	hypothetical protein [Collinsella stercoris] 
gi|493773415|ref|WP_006721921.1|	amidophosphoribosyltransferase [Collinsella stercoris] 
gi|493773416|ref|WP_006721922.1|	hypothetical protein [Collinsella stercoris] 
gi|493773417|ref|WP_006721923.1|	phosphoribosylformylglycinamidine cyclo-ligase [Collinsella stercoris] 
gi|493773418|ref|WP_006721924.1|	phosphoribosylglycinamide formyltransferase [Collinsella stercoris] 
gi|493773419|ref|WP_006721925.1|	hypothetical protein [Collinsella stercoris] 
gi|493773420|ref|WP_006721926.1|	hypothetical protein [Collinsella stercoris] 
gi|493773421|ref|WP_006721927.1|	hypothetical protein [Collinsella stercoris] 
gi|493773422|ref|WP_006721928.1|	peptidyl-prolyl cis-trans isomerase [Collinsella stercoris] 
gi|493773423|ref|WP_006721929.1|	aspartyl-tRNA amidotransferase subunit B [Collinsella stercoris] 
gi|493773424|ref|WP_006721930.1|	hypothetical protein [Collinsella stercoris] 
gi|493773425|ref|WP_006721931.1|	GntR family transcriptional regulator [Collinsella stercoris] 
gi|493773426|ref|WP_006721932.1|	ABC transporter [Collinsella stercoris] 
gi|493773427|ref|WP_006721933.1|	hypothetical protein [Collinsella stercoris] 
gi|493773428|ref|WP_006721934.1|	hypothetical protein [Collinsella stercoris] 
gi|493773429|ref|WP_006721935.1|	hypothetical protein [Collinsella stercoris] 
gi|493773430|ref|WP_006721936.1|	hypothetical protein [Collinsella stercoris] 
gi|493773431|ref|WP_006721937.1|	hypothetical protein [Collinsella stercoris] 
gi|493773433|ref|WP_006721939.1|	hypothetical protein [Collinsella stercoris] 
gi|493773434|ref|WP_006721940.1|	potassium transporter Kup [Collinsella stercoris] 
gi|493773435|ref|WP_006721941.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773436|ref|WP_006721942.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773438|ref|WP_006721943.1|	hypothetical protein [Collinsella stercoris] 
gi|493773439|ref|WP_006721944.1|	hypothetical protein [Collinsella stercoris] 
gi|493773440|ref|WP_006721945.1|	hypothetical protein [Collinsella stercoris] 
gi|493773441|ref|WP_006721946.1|	XRE family transcriptional regulator [Collinsella stercoris] 
gi|493773442|ref|WP_006721947.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773443|ref|WP_006721948.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773444|ref|WP_006721949.1|	hypothetical protein [Collinsella stercoris] 
gi|493773445|ref|WP_006721950.1|	hypothetical protein [Collinsella stercoris] 
gi|493773446|ref|WP_006721951.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773447|ref|WP_006721952.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773448|ref|WP_006721953.1|	hypothetical protein [Collinsella stercoris] 
gi|493773449|ref|WP_006721954.1|	hypothetical protein [Collinsella stercoris] 
gi|493773450|ref|WP_006721955.1|	hypothetical protein [Collinsella stercoris] 
gi|493773451|ref|WP_006721956.1|	hypothetical protein [Collinsella stercoris] 
gi|493773452|ref|WP_006721957.1|	hypothetical protein [Collinsella stercoris] 
gi|493773453|ref|WP_006721958.1|	hypothetical protein [Collinsella stercoris] 
gi|493773454|ref|WP_006721959.1|	hypothetical protein [Collinsella stercoris] 
gi|493773455|ref|WP_006721960.1|	hypothetical protein [Collinsella stercoris] 
gi|493773456|ref|WP_006721961.1|	hypothetical protein [Collinsella stercoris] 
gi|493773457|ref|WP_006721962.1|	hypothetical protein [Collinsella stercoris] 
gi|493773458|ref|WP_006721963.1|	transposase [Collinsella stercoris] 
gi|493773459|ref|WP_006721964.1|	hypothetical protein [Collinsella stercoris] 
gi|493773460|ref|WP_006721965.1|	hypothetical protein [Collinsella stercoris] 
gi|493773461|ref|WP_006721966.1|	hypothetical protein [Collinsella stercoris] 
gi|493773462|ref|WP_006721967.1|	hypothetical protein [Collinsella stercoris] 
gi|493773463|ref|WP_006721968.1|	hypothetical protein [Collinsella stercoris] 
gi|493773464|ref|WP_006721969.1|	hypothetical protein [Collinsella stercoris] 
gi|493773465|ref|WP_006721970.1|	hypothetical protein [Collinsella stercoris] 
gi|493773466|ref|WP_006721971.1|	hypothetical protein [Collinsella stercoris] 
gi|493773467|ref|WP_006721972.1|	hypothetical protein [Collinsella stercoris] 
gi|493773468|ref|WP_006721973.1|	glutamine amidotransferase [Collinsella stercoris] 
gi|493773469|ref|WP_006721974.1|	hypothetical protein [Collinsella stercoris] 
gi|493773470|ref|WP_006721975.1|	AraC family transcriptional regulator [Collinsella stercoris] 
gi|493773471|ref|WP_006721976.1|	CDP-alcohol phosphatidyltransferase [Collinsella stercoris] 
gi|493773472|ref|WP_006721977.1|	hypothetical protein [Collinsella stercoris] 
gi|493773473|ref|WP_006721978.1|	multidrug ABC transporter ATP-binding protein [Collinsella stercoris] 
gi|493773474|ref|WP_006721979.1|	multidrug ABC transporter ATP-binding protein [Collinsella stercoris] 
gi|493773475|ref|WP_006721980.1|	hypothetical protein [Collinsella stercoris] 
gi|493773476|ref|WP_006721981.1|	PTS mannose transporter subunit IIAB [Collinsella stercoris] 
gi|493773477|ref|WP_006721982.1|	PTS alpha-glucoside transporter subunit IIBC [Collinsella stercoris] 
gi|493773478|ref|WP_006721983.1|	PTS mannose transporter subunit IID [Collinsella stercoris] 
gi|493773479|ref|WP_006721984.1|	hypothetical protein [Collinsella stercoris] 
gi|493773480|ref|WP_006721985.1|	hypothetical protein [Collinsella stercoris] 
gi|493773481|ref|WP_006721986.1|	hypothetical protein [Collinsella stercoris] 
gi|493773482|ref|WP_006721987.1|	peptidoglycan glycosyltransferase [Collinsella stercoris] 
gi|493773483|ref|WP_006721988.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773484|ref|WP_006721989.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773485|ref|WP_006721990.1|	hypothetical protein [Collinsella stercoris] 
gi|493771992|ref|WP_006720511.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773487|ref|WP_006721991.1|	hypothetical protein [Collinsella stercoris] 
gi|493773488|ref|WP_006721992.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773489|ref|WP_006721993.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773490|ref|WP_006721994.1|	hypothetical protein [Collinsella stercoris] 
gi|493773491|ref|WP_006721995.1|	hypothetical protein [Collinsella stercoris] 
gi|493773492|ref|WP_006721996.1|	hypothetical protein [Collinsella stercoris] 
gi|493773493|ref|WP_006721997.1|	hypothetical protein [Collinsella stercoris] 
gi|493773494|ref|WP_006721998.1|	hypothetical protein [Collinsella stercoris] 
gi|493773495|ref|WP_006721999.1|	hypothetical protein [Collinsella stercoris] 
gi|493773496|ref|WP_006722000.1|	hypothetical protein [Collinsella stercoris] 
gi|493773497|ref|WP_006722001.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773498|ref|WP_006722002.1|	DNA polymerase [Collinsella stercoris] 
gi|493773499|ref|WP_006722003.1|	hypothetical protein [Collinsella stercoris] 
gi|493773500|ref|WP_006722004.1|	hypothetical protein [Collinsella stercoris] 
gi|493773501|ref|WP_006722005.1|	heavy metal transporter [Collinsella stercoris] 
gi|493773502|ref|WP_006722006.1|	zinc ABC transporter ATPase [Collinsella stercoris] 
gi|493773503|ref|WP_006722007.1|	antiporter [Collinsella stercoris] 
gi|493773504|ref|WP_006722008.1|	hypothetical protein [Collinsella stercoris] 
gi|493773505|ref|WP_006722009.1|	serine hydroxymethyltransferase [Collinsella stercoris] 
gi|493773506|ref|WP_006722010.1|	serine hydroxymethyltransferase [Collinsella stercoris] 
gi|493773507|ref|WP_006722011.1|	S-adenosylmethionine tRNA ribosyltransferase [Collinsella stercoris] 
gi|493773508|ref|WP_006722012.1|	hypothetical protein [Collinsella stercoris] 
gi|493773509|ref|WP_006722013.1|	hypothetical protein [Collinsella stercoris] 
gi|493773510|ref|WP_006722014.1|	methionyl-tRNA synthetase [Collinsella stercoris] 
gi|493773511|ref|WP_006722015.1|	hypothetical protein [Collinsella stercoris] 
gi|493773512|ref|WP_006722016.1|	hypothetical protein [Collinsella stercoris] 
gi|493773513|ref|WP_006722017.1|	hypothetical protein [Collinsella stercoris] 
gi|493773514|ref|WP_006722018.1|	ABC transporter [Collinsella stercoris] 
gi|493773515|ref|WP_006722019.1|	hypothetical protein [Collinsella stercoris] 
gi|493773516|ref|WP_006722020.1|	peptidase C69 [Collinsella stercoris] 
gi|493773517|ref|WP_006722021.1|	methenyltetrahydrofolate cyclohydrolase [Collinsella stercoris] 
gi|493773518|ref|WP_006722022.1|	formate--tetrahydrofolate ligase [Collinsella stercoris] 
gi|493773519|ref|WP_006722023.1|	hypothetical protein [Collinsella stercoris] 
gi|493773520|ref|WP_006722024.1|	hypothetical protein [Collinsella stercoris] 
gi|493773521|ref|WP_006722025.1|	hypothetical protein [Collinsella stercoris] 
gi|493773522|ref|WP_006722026.1|	hypothetical protein [Collinsella stercoris] 
gi|493773523|ref|WP_006722027.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773524|ref|WP_006722028.1|	hypothetical protein [Collinsella stercoris] 
gi|493773525|ref|WP_006722029.1|	hypothetical protein [Collinsella stercoris] 
gi|493773526|ref|WP_006722030.1|	hypothetical protein [Collinsella stercoris] 
gi|493773527|ref|WP_006722031.1|	hypothetical protein [Collinsella stercoris] 
gi|493773528|ref|WP_006722032.1|	hypothetical protein [Collinsella stercoris] 
gi|493773529|ref|WP_006722033.1|	Holliday junction DNA helicase RuvB [Collinsella stercoris] 
gi|493773530|ref|WP_006722034.1|	Holliday junction DNA helicase RuvA [Collinsella stercoris] 
gi|493773531|ref|WP_006722035.1|	crossover junction endodeoxyribonuclease RuvC [Collinsella stercoris] 
gi|493773532|ref|WP_006722036.1|	hypothetical protein [Collinsella stercoris] 
gi|493773533|ref|WP_006722037.1|	hypothetical protein [Collinsella stercoris] 
gi|493773534|ref|WP_006722038.1|	DNA polymerase III subunit alpha [Collinsella stercoris] 
gi|493773535|ref|WP_006722039.1|	nucleotidyltransferase [Collinsella stercoris] 
gi|493773536|ref|WP_006722040.1|	nucleotidyltransferase [Collinsella stercoris] 
gi|493773537|ref|WP_006722041.1|	hypothetical protein [Collinsella stercoris] 
gi|493773538|ref|WP_006722042.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773539|ref|WP_006722043.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773540|ref|WP_006722044.1|	hypothetical protein [Collinsella stercoris] 
gi|493773541|ref|WP_006722045.1|	hypothetical protein [Collinsella stercoris] 
gi|493773542|ref|WP_006722046.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773543|ref|WP_006722047.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773544|ref|WP_006722048.1|	membrane protein [Collinsella stercoris] 
gi|493773545|ref|WP_006722049.1|	Rrf2 family transcriptional regulator [Collinsella stercoris] 
gi|493773546|ref|WP_006722050.1|	cysteine synthase [Collinsella stercoris] 
gi|493773547|ref|WP_006722051.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773548|ref|WP_006722052.1|	hypothetical protein [Collinsella stercoris] 
gi|493773549|ref|WP_006722053.1|	hypothetical protein [Collinsella stercoris] 
gi|493773550|ref|WP_006722054.1|	membrane protein [Collinsella stercoris] 
gi|493773551|ref|WP_006722055.1|	hypothetical protein [Collinsella stercoris] 
gi|493773552|ref|WP_006722056.1|	hypothetical protein [Collinsella stercoris] 
gi|493773553|ref|WP_006722057.1|	hypothetical protein [Collinsella stercoris] 
gi|493773554|ref|WP_006722058.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773555|ref|WP_006722059.1|	hypothetical protein [Collinsella stercoris] 
gi|493773556|ref|WP_006722060.1|	hypothetical protein [Collinsella stercoris] 
gi|493773557|ref|WP_006722061.1|	hypothetical protein [Collinsella stercoris] 
gi|493773558|ref|WP_006722062.1|	hypothetical protein [Collinsella stercoris] 
gi|493773559|ref|WP_006722063.1|	hypothetical protein [Collinsella stercoris] 
gi|493773560|ref|WP_006722064.1|	hypothetical protein [Collinsella stercoris] 
gi|493773561|ref|WP_006722065.1|	hypothetical protein [Collinsella stercoris] 
gi|493773562|ref|WP_006722066.1|	hypothetical protein [Collinsella stercoris] 
gi|493773563|ref|WP_006722067.1|	hypothetical protein [Collinsella stercoris] 
gi|493773564|ref|WP_006722068.1|	hypothetical protein [Collinsella stercoris] 
gi|493773565|ref|WP_006722069.1|	XRE family transcriptional regulator [Collinsella stercoris] 
gi|493773566|ref|WP_006722070.1|	hypothetical protein [Collinsella stercoris] 
gi|493773567|ref|WP_006722071.1|	hypothetical protein [Collinsella stercoris] 
gi|493773568|ref|WP_006722072.1|	hypothetical protein [Collinsella stercoris] 
gi|493773569|ref|WP_006722073.1|	hypothetical protein [Collinsella stercoris] 
gi|493773570|ref|WP_006722074.1|	hypothetical protein [Collinsella stercoris] 
gi|493773571|ref|WP_006722075.1|	hypothetical protein [Collinsella stercoris] 
gi|493773572|ref|WP_006722076.1|	hypothetical protein [Collinsella stercoris] 
gi|493773573|ref|WP_006722077.1|	hypothetical protein [Collinsella stercoris] 
gi|493773574|ref|WP_006722078.1|	hypothetical protein [Collinsella stercoris] 
gi|493773575|ref|WP_006722079.1|	dihydroneopterin aldolase [Collinsella stercoris] 
gi|493773576|ref|WP_006722080.1|	hypothetical protein [Collinsella stercoris] 
gi|493773577|ref|WP_006722081.1|	hypothetical protein [Collinsella stercoris] 
gi|493773578|ref|WP_006722082.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773579|ref|WP_006722083.1|	glutaconyl-CoA decarboxylase subunit beta [Collinsella stercoris] 
gi|493773580|ref|WP_006722084.1|	hypothetical protein [Collinsella stercoris] 
gi|493773581|ref|WP_006722085.1|	oxaloacetate decarboxylase [Collinsella stercoris] 
gi|493773582|ref|WP_006722086.1|	hypothetical protein [Collinsella stercoris] 
gi|493773583|ref|WP_006722087.1|	hypothetical protein [Collinsella stercoris] 
gi|493773584|ref|WP_006722088.1|	GTP cyclohydrolase I [Collinsella stercoris] 
gi|493773585|ref|WP_006722089.1|	GntR family transcriptional regulator [Collinsella stercoris] 
gi|493773586|ref|WP_006722090.1|	PTS fructose transporter subunit IIA [Collinsella stercoris] 
gi|493773587|ref|WP_006722091.1|	glutamine--fructose-6-phosphate aminotransferase [Collinsella stercoris] 
gi|493773588|ref|WP_006722092.1|	hypothetical protein [Collinsella stercoris] 
gi|493773589|ref|WP_006722093.1|	hypothetical protein [Collinsella stercoris] 
gi|493773591|ref|WP_006722095.1|	PTS sorbose transporter subunit IIC [Collinsella stercoris] 
gi|493773592|ref|WP_006722096.1|	ribonucleoside-triphosphate reductase activating protein [Collinsella stercoris] 
gi|493773594|ref|WP_006722098.1|	hypothetical protein [Collinsella stercoris] 
gi|493773595|ref|WP_006722099.1|	ribonucleoside triphosphate reductase [Collinsella stercoris] 
gi|493773596|ref|WP_006722100.1|	hypothetical protein [Collinsella stercoris] 
gi|493773597|ref|WP_006722101.1|	hypothetical protein [Collinsella stercoris] 
gi|493773598|ref|WP_006722102.1|	hypothetical protein [Collinsella stercoris] 
gi|493773600|ref|WP_006722103.1|	sulfate transporter [Collinsella stercoris] 
gi|493773601|ref|WP_006722104.1|	hypothetical protein [Collinsella stercoris] 
gi|493773602|ref|WP_006722105.1|	hypothetical protein [Collinsella stercoris] 
gi|493773603|ref|WP_006722106.1|	hypothetical protein [Collinsella stercoris] 
gi|493773604|ref|WP_006722107.1|	hypothetical protein [Collinsella stercoris] 
gi|493773605|ref|WP_006722108.1|	peptide ABC transporter ATP-binding protein [Collinsella stercoris] 
gi|493773606|ref|WP_006722109.1|	peptide ABC transporter ATP-binding protein [Collinsella stercoris] 
gi|493773607|ref|WP_006722110.1|	peptide ABC transporter permease [Collinsella stercoris] 
gi|493773608|ref|WP_006722111.1|	ABC transporter permease [Collinsella stercoris] 
gi|493773609|ref|WP_006722112.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773610|ref|WP_006722113.1|	hypothetical protein partial [Collinsella stercoris] 
gi|493773611|ref|WP_006722114.1|	hypothetical protein [Collinsella stercoris] 
gi|493773612|ref|WP_006722115.1|	preprotein translocase subunit SecG [Collinsella stercoris] 
gi|493773613|ref|WP_006722116.1|	ABC transporter substrate-binding protein [Collinsella stercoris] 
gi|493773614|ref|WP_006722117.1|	peptide ABC transporter ATP-binding protein [Collinsella stercoris] 
gi|493773615|ref|WP_006722118.1|	peptide ABC transporter permease [Collinsella stercoris] 
gi|493773616|ref|WP_006722119.1|	ABC transporter permease [Collinsella stercoris] 
gi|493773617|ref|WP_006722120.1|	hypothetical protein [Collinsella stercoris] 
gi|493773618|ref|WP_006722121.1|	phosphoglyceromutase [Collinsella stercoris] 
gi|493773619|ref|WP_006722122.1|	triosephosphate isomerase [Collinsella stercoris] 
gi|493773620|ref|WP_006722123.1|	phosphoglycerate kinase [Collinsella stercoris] 
