gi|490978215|ref|WP_004839979.1|	beta-galactosidase [[Ruminococcus] gnavus] 
gi|490982774|ref|WP_004844527.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982775|ref|WP_004844528.1|	MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae] 
gi|490982776|ref|WP_004844529.1|	MULTISPECIES: GntR family transcriptional regulator [Clostridiales] 
gi|490982777|ref|WP_004844530.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982778|ref|WP_004844531.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982779|ref|WP_004844532.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490982780|ref|WP_004844533.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982781|ref|WP_004844534.1|	cell division protein FtsX [[Ruminococcus] gnavus] 
gi|490982782|ref|WP_004844535.1|	MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae] 
gi|490982783|ref|WP_004844536.1|	MULTISPECIES: histidine kinase [Lachnospiraceae] 
gi|490982784|ref|WP_004844537.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|490982785|ref|WP_004844538.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982786|ref|WP_004844539.1|	phosphomethylpyrimidine synthase [[Ruminococcus] gnavus] 
gi|490982787|ref|WP_004844540.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982788|ref|WP_004844541.1|	MULTISPECIES: GTP-binding protein EngB [Clostridiales] 
gi|490982789|ref|WP_004844542.1|	Lon protease [[Ruminococcus] gnavus] 
gi|490982790|ref|WP_004844543.1|	MULTISPECIES: ATP-dependent protease [Clostridiales] 
gi|490982791|ref|WP_004844544.1|	MULTISPECIES: ATP-dependent Clp protease proteolytic subunit [Clostridiales] 
gi|490982792|ref|WP_004844545.1|	trigger factor [[Ruminococcus] gnavus] 
gi|490982793|ref|WP_004844546.1|	4-methyl-5(B-hydroxyethyl)-thiazole monophosphate biosynthesis protein [[Ruminococcus] gnavus] 
gi|490982794|ref|WP_004844547.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982795|ref|WP_004844548.1|	adenylate cyclase [[Ruminococcus] gnavus] 
gi|490982796|ref|WP_004844549.1|	MULTISPECIES: XRE family transcriptional regulator [Clostridiales] 
gi|490982797|ref|WP_004844550.1|	MULTISPECIES: aspartate kinase [Lachnospiraceae] 
gi|490982798|ref|WP_004844551.1|	MULTISPECIES: phosphoglycerate mutase [Lachnospiraceae] 
gi|490982799|ref|WP_004844552.1|	MULTISPECIES: homoserine dehydrogenase [Lachnospiraceae] 
gi|490982800|ref|WP_004844553.1|	MULTISPECIES: peptide chain release factor 2 [Clostridiales] 
gi|490982801|ref|WP_004844554.1|	preprotein translocase subunit SecA [[Ruminococcus] gnavus] 
gi|490982802|ref|WP_004844555.1|	MULTISPECIES: phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [Lachnospiraceae] 
gi|490982803|ref|WP_004844556.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982804|ref|WP_004844557.1|	RNA polymerase sigma factor RpoD [[Ruminococcus] gnavus] 
gi|490982805|ref|WP_004844558.1|	MULTISPECIES: fructose-1,6-bisphosphatase [Lachnospiraceae] 
gi|490982807|ref|WP_004844560.1|	MULTISPECIES: dihydrodipicolinate reductase [Clostridiales] 
gi|490982806|ref|WP_004844559.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982808|ref|WP_004844561.1|	MULTISPECIES: dihydrodipicolinate synthase [Clostridiales] 
gi|490982809|ref|WP_004844562.1|	single-stranded DNA-binding protein [[Ruminococcus] gnavus] 
gi|490982810|ref|WP_004844563.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982811|ref|WP_004844564.1|	GTP-binding protein [[Ruminococcus] gnavus] 
gi|490982812|ref|WP_004844565.1|	MULTISPECIES: transporter [Lachnospiraceae] 
gi|490982813|ref|WP_004844566.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982814|ref|WP_004844567.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982815|ref|WP_004844568.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982816|ref|WP_004844569.1|	glycosyl transferase [[Ruminococcus] gnavus] 
gi|490982817|ref|WP_004844570.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982818|ref|WP_004844571.1|	cysteine desulfurase [[Ruminococcus] gnavus] 
gi|490982819|ref|WP_004844572.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982820|ref|WP_004844573.1|	water dikinase [[Ruminococcus] gnavus] 
gi|490982821|ref|WP_004844574.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982822|ref|WP_004844575.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982823|ref|WP_004844576.1|	membrane protein [[Ruminococcus] gnavus] 
gi|490982824|ref|WP_004844577.1|	MULTISPECIES: aminotransferase [Lachnospiraceae] 
gi|490982825|ref|WP_004844578.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982826|ref|WP_004844579.1|	nucleotidyltransferase [[Ruminococcus] gnavus] 
gi|490982827|ref|WP_004844580.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982828|ref|WP_004844581.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982829|ref|WP_004844582.1|	AraC family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490982830|ref|WP_004844583.1|	alpha-galactosidase [[Ruminococcus] gnavus] 
gi|490982831|ref|WP_004844584.1|	alpha-galactosidase [[Ruminococcus] gnavus] 
gi|490982832|ref|WP_004844585.1|	ABC transporter permease [[Ruminococcus] gnavus] 
gi|490982833|ref|WP_004844586.1|	MarR family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490982834|ref|WP_004844587.1|	sugar ABC transporter permease [[Ruminococcus] gnavus] 
gi|490982835|ref|WP_004844588.1|	sugar ABC transporter substrate-binding protein [[Ruminococcus] gnavus] 
gi|490982836|ref|WP_004844589.1|	MULTISPECIES: AraC family transcriptional regulator [Lachnospiraceae] 
gi|490982838|ref|WP_004844591.1|	carbamoyl phosphate synthase large subunit [[Ruminococcus] gnavus] 
gi|490982839|ref|WP_004844592.1|	MULTISPECIES: carbamoyl phosphate synthase [Lachnospiraceae] 
gi|490982840|ref|WP_004844593.1|	GntR family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490982841|ref|WP_004844594.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982842|ref|WP_004844595.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|490982844|ref|WP_004844596.1|	LrgA [[Ruminococcus] gnavus] 
gi|490982845|ref|WP_004844597.1|	peptidoglycan-binding protein [[Ruminococcus] gnavus] 
gi|490982846|ref|WP_004844598.1|	MULTISPECIES: zinc metalloprotease [Lachnospiraceae] 
gi|490982847|ref|WP_004844599.1|	MULTISPECIES: 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Lachnospiraceae] 
gi|490982848|ref|WP_004844600.1|	MULTISPECIES: CDP-diglyceride synthetase [Lachnospiraceae] 
gi|490982849|ref|WP_004844601.1|	MULTISPECIES: UDP pyrophosphate synthase [Lachnospiraceae] 
gi|490982850|ref|WP_004844602.1|	MULTISPECIES: ribosome recycling factor [Lachnospiraceae] 
gi|490982851|ref|WP_004844603.1|	uridylate kinase [[Ruminococcus] gnavus] 
gi|490982852|ref|WP_004844604.1|	chloride channel protein [[Ruminococcus] gnavus] 
gi|490982853|ref|WP_004844605.1|	MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase [Lachnospiraceae] 
gi|490982854|ref|WP_004844606.1|	3-dehydroquinate synthase [[Ruminococcus] gnavus] 
gi|490982855|ref|WP_004844607.1|	MULTISPECIES: shikimate 5-dehydrogenase [Lachnospiraceae] 
gi|490982856|ref|WP_004844608.1|	MULTISPECIES: D-lactate dehydrogenase [Lachnospiraceae] 
gi|490982857|ref|WP_004844609.1|	MULTISPECIES: haloacid dehalogenase [Lachnospiraceae] 
gi|490982859|ref|WP_004844611.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982858|ref|WP_004844610.1|	delta-lactam-biosynthetic de-N-acetylase [[Ruminococcus] gnavus] 
gi|490982860|ref|WP_004844612.1|	ethanolamine utilization protein [[Ruminococcus] gnavus] 
gi|490982861|ref|WP_004844613.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982862|ref|WP_004844614.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982863|ref|WP_004844615.1|	LytTR family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490982864|ref|WP_004844616.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982865|ref|WP_004844617.1|	beta-glucosidase [[Ruminococcus] gnavus] 
gi|490982866|ref|WP_004844618.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982867|ref|WP_004844619.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982868|ref|WP_004844620.1|	beta-glucosidase [[Ruminococcus] gnavus] 
gi|490982869|ref|WP_004844621.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982870|ref|WP_004844622.1|	multidrug transporter MatE [[Ruminococcus] gnavus] 
gi|490982871|ref|WP_004844623.1|	fucose permease [[Ruminococcus] gnavus] 
gi|490982872|ref|WP_004844624.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982873|ref|WP_004844625.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490982874|ref|WP_004844626.1|	haloacid dehalogenase [[Ruminococcus] gnavus] 
gi|447052666|ref|WP_001129922.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|446614412|ref|WP_000691758.1|	MULTISPECIES: tetracycline resistance protein tetM [Bacteria] 
gi|488867516|ref|WP_002779755.1|	MULTISPECIES: conjugal transfer protein [Bacteria] 
gi|490334084|ref|WP_004223506.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|490334086|ref|WP_004223508.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|446163854|ref|WP_000241709.1|	MULTISPECIES: RNA polymerase sigma factor [Bacteria] 
gi|446246040|ref|WP_000323895.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490334104|ref|WP_004223526.1|	MULTISPECIES: RNA polymerase subunit sigma [Clostridiales] 
gi|490982875|ref|WP_004844627.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982876|ref|WP_004844628.1|	RNA polymerase subunit sigma [[Ruminococcus] gnavus] 
gi|487736468|ref|WP_001820667.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489629669|ref|WP_003534109.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|446139792|ref|WP_000217647.1|	MULTISPECIES: recombinase [Firmicutes] 
gi|446666354|ref|WP_000743700.1|	MULTISPECIES: plasmid stablization protein ParB [Firmicutes] 
gi|447129730|ref|WP_001206986.1|	MULTISPECIES: seryl-tRNA synthetase [Firmicutes] 
gi|446175321|ref|WP_000253176.1|	MULTISPECIES: stage II sporulation protein R [Firmicutes] 
gi|490982877|ref|WP_004844629.1|	recombinase [[Ruminococcus] gnavus] 
gi|490982878|ref|WP_004844630.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982879|ref|WP_004844631.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982880|ref|WP_004844632.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982881|ref|WP_004844633.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982882|ref|WP_004844634.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982883|ref|WP_004844635.1|	MULTISPECIES: iron transporter FeoB [Lachnospiraceae] 
gi|490982884|ref|WP_004844636.1|	MULTISPECIES: iron transporter FeoA [Lachnospiraceae] 
gi|490982885|ref|WP_004844637.1|	MULTISPECIES: iron transporter FeoA [Clostridiales] 
gi|490982886|ref|WP_004844638.1|	Fur family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490982887|ref|WP_004844639.1|	DNA-binding protein [[Ruminococcus] gnavus] 
gi|490982888|ref|WP_004844640.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982889|ref|WP_004844641.1|	xanthine dehydrogenase [[Ruminococcus] gnavus] 
gi|490982890|ref|WP_004844642.1|	MULTISPECIES: molybdopterin dehydrogenase [Lachnospiraceae] 
gi|490982891|ref|WP_004844643.1|	xanthine dehydrogenase subunit A [[Ruminococcus] gnavus] 
gi|490982892|ref|WP_004844644.1|	amidohydrolase [[Ruminococcus] gnavus] 
gi|490982893|ref|WP_004844645.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982894|ref|WP_004844646.1|	MULTISPECIES: molybdopterin-binding protein [Lachnospiraceae] 
gi|490982895|ref|WP_004844647.1|	NAD synthetase [[Ruminococcus] gnavus] 
gi|490982896|ref|WP_004844648.1|	MULTISPECIES: molecular chaperone Hsp33 [Clostridiales] 
gi|490982897|ref|WP_004844649.1|	methyltransferase [[Ruminococcus] gnavus] 
gi|490982898|ref|WP_004844650.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982899|ref|WP_004844651.1|	magnesium transporter [[Ruminococcus] gnavus] 
gi|490982900|ref|WP_004844652.1|	N-acetylglucosamine-6-phosphate deacetylase [[Ruminococcus] gnavus] 
gi|490982901|ref|WP_004844653.1|	chorismate--pyruvate lyase [[Ruminococcus] gnavus] 
gi|490982902|ref|WP_004844654.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982903|ref|WP_004844655.1|	4Fe-4S ferredoxin [[Ruminococcus] gnavus] 
gi|489521367|ref|WP_003426158.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490982904|ref|WP_004844656.1|	oxidoreductase [[Ruminococcus] gnavus] 
gi|490982906|ref|WP_004844658.1|	MarR family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490982905|ref|WP_004844657.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982907|ref|WP_004844659.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982908|ref|WP_004844660.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982909|ref|WP_004844661.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982910|ref|WP_004844662.1|	integrase [[Ruminococcus] gnavus] 
gi|490982911|ref|WP_004844663.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490979985|ref|WP_004841748.1|	integrase [[Ruminococcus] gnavus] 
gi|490752999|ref|WP_004615306.1|	MULTISPECIES: transposase [Lachnospiraceae] 
gi|490749966|ref|WP_004612274.1|	MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae] 
gi|490982912|ref|WP_004844664.1|	MULTISPECIES: histidine kinase [Lachnospiraceae] 
gi|490982913|ref|WP_004844665.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982914|ref|WP_004844666.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490749969|ref|WP_004612277.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982915|ref|WP_004844667.1|	diguanylate cyclase [[Ruminococcus] gnavus] 
gi|490749971|ref|WP_004612279.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982916|ref|WP_004844668.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982917|ref|WP_004844669.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982918|ref|WP_004844670.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982919|ref|WP_004844671.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982920|ref|WP_004844672.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982922|ref|WP_004844674.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982921|ref|WP_004844673.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982923|ref|WP_004844675.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490749982|ref|WP_004612290.1|	MULTISPECIES: CRISPR-associated protein Cas4 [Lachnospiraceae] 
gi|490982924|ref|WP_004844676.1|	CRISPR-associated protein Cas1 [[Ruminococcus] gnavus] 
gi|490749984|ref|WP_004612292.1|	MULTISPECIES: CRISPR-associated protein Cas4 [Lachnospiraceae] 
gi|490749985|ref|WP_004612293.1|	MULTISPECIES: CRISPR-associated protein Csh2 [Lachnospiraceae] 
gi|490749986|ref|WP_004612294.1|	MULTISPECIES: CRISPR-associated protein Csd1 [Lachnospiraceae] 
gi|490749987|ref|WP_004612295.1|	MULTISPECIES: CRISPR-associated protein [Lachnospiraceae] 
gi|490749988|ref|WP_004612296.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490749989|ref|WP_004612297.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490749990|ref|WP_004612298.1|	MULTISPECIES: helicase [Lachnospiraceae] 
gi|490982925|ref|WP_004844677.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490749991|ref|WP_004612299.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982926|ref|WP_004844678.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490749992|ref|WP_004612300.1|	MULTISPECIES: serine recombinase [Lachnospiraceae] 
gi|490982927|ref|WP_004844679.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982928|ref|WP_004844680.1|	MULTISPECIES: GNAT family acetyltransferase [Lachnospiraceae] 
gi|490982929|ref|WP_004844681.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490749996|ref|WP_004612304.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490749997|ref|WP_004612305.1|	MULTISPECIES: ABC transporter ATP-binding protein [Lachnospiraceae] 
gi|490749998|ref|WP_004612306.1|	MULTISPECIES: transporter [Lachnospiraceae] 
gi|490982930|ref|WP_004844682.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982931|ref|WP_004844683.1|	histidine kinase [[Ruminococcus] gnavus] 
gi|490750002|ref|WP_004612310.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|490982932|ref|WP_004844684.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982933|ref|WP_004844685.1|	adenylate cyclase [[Ruminococcus] gnavus] 
gi|490982934|ref|WP_004844686.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982935|ref|WP_004844687.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982936|ref|WP_004844688.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982937|ref|WP_004844689.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982938|ref|WP_004844690.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982939|ref|WP_004844691.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982940|ref|WP_004844692.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982941|ref|WP_004844693.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982942|ref|WP_004844694.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982943|ref|WP_004844695.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490752258|ref|WP_004614566.1|	MULTISPECIES: transposase [Lachnospiraceae] 
gi|490982944|ref|WP_004844696.1|	transposase [[Ruminococcus] gnavus] 
gi|490982945|ref|WP_004844697.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982946|ref|WP_004844698.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982947|ref|WP_004844699.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982948|ref|WP_004844700.1|	multidrug ABC transporter ATP-binding protein [[Ruminococcus] gnavus] 
gi|490982949|ref|WP_004844701.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982950|ref|WP_004844702.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982951|ref|WP_004844703.1|	MarR family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490982952|ref|WP_004844704.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982953|ref|WP_004844705.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982954|ref|WP_004844706.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982955|ref|WP_004844707.1|	MULTISPECIES: nucleotidyltransferase [Lachnospiraceae] 
gi|490982956|ref|WP_004844708.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982957|ref|WP_004844709.1|	RNA methyltransferase [[Ruminococcus] gnavus] 
gi|490982958|ref|WP_004844710.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982959|ref|WP_004844711.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490982960|ref|WP_004844712.1|	MULTISPECIES: ATP-dependent DNA helicase PcrA [Lachnospiraceae] 
gi|490982961|ref|WP_004844713.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982962|ref|WP_004844714.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982963|ref|WP_004844715.1|	MULTISPECIES: TrpR YerC/YecD [Clostridiales] 
gi|490982964|ref|WP_004844716.1|	MULTISPECIES: hydrolase [Lachnospiraceae] 
gi|490982965|ref|WP_004844717.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982966|ref|WP_004844718.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982967|ref|WP_004844719.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982968|ref|WP_004844720.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982969|ref|WP_004844721.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982970|ref|WP_004844722.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982971|ref|WP_004844723.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982972|ref|WP_004844724.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982973|ref|WP_004844725.1|	MULTISPECIES: chemotaxis protein CheY [Lachnospiraceae] 
gi|490982974|ref|WP_004844726.1|	MULTISPECIES: histidine kinase [Lachnospiraceae] 
gi|490982975|ref|WP_004844727.1|	beta-galactosidase [[Ruminococcus] gnavus] 
gi|490982976|ref|WP_004844728.1|	sugar transporter [[Ruminococcus] gnavus] 
gi|490982977|ref|WP_004844729.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490982978|ref|WP_004844730.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490982979|ref|WP_004844731.1|	chromosome segregation protein SMC [[Ruminococcus] gnavus] 
