gi|491500698|ref|WP_005358390.1|	hypothetical protein partial [Eubacterium ventriosum] 
gi|491505891|ref|WP_005363544.1|	DeoR family transcriptional regulator [Eubacterium ventriosum] 
gi|491505892|ref|WP_005363545.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505893|ref|WP_005363546.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505894|ref|WP_005363547.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505895|ref|WP_005363548.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505896|ref|WP_005363549.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505897|ref|WP_005363550.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505899|ref|WP_005363552.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505901|ref|WP_005363554.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505903|ref|WP_005363556.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505905|ref|WP_005363558.1|	biotin [Eubacterium ventriosum] 
gi|491505906|ref|WP_005363559.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505908|ref|WP_005363561.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505909|ref|WP_005363562.1|	peptidase M16 [Eubacterium ventriosum] 
gi|491505911|ref|WP_005363564.1|	GTPase Era [Eubacterium ventriosum] 
gi|491505913|ref|WP_005363566.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505914|ref|WP_005363567.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505915|ref|WP_005363568.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505916|ref|WP_005363569.1|	glycyl-tRNA synthetase [Eubacterium ventriosum] 
gi|491505917|ref|WP_005363570.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505918|ref|WP_005363571.1|	pyruvate phosphate dikinase [Eubacterium ventriosum] 
gi|491505919|ref|WP_005363572.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505920|ref|WP_005363573.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505921|ref|WP_005363574.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505922|ref|WP_005363575.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505923|ref|WP_005363576.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505924|ref|WP_005363577.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505925|ref|WP_005363578.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505927|ref|WP_005363580.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505928|ref|WP_005363581.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505930|ref|WP_005363583.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505932|ref|WP_005363585.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505934|ref|WP_005363587.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505935|ref|WP_005363588.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505936|ref|WP_005363589.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505937|ref|WP_005363590.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505938|ref|WP_005363591.1|	DNA mismatch repair protein MutT [Eubacterium ventriosum] 
gi|491505940|ref|WP_005363593.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505942|ref|WP_005363595.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505944|ref|WP_005363597.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505946|ref|WP_005363599.1|	cupin [Eubacterium ventriosum] 
gi|491505948|ref|WP_005363601.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505950|ref|WP_005363602.1|	acylphosphatase [Eubacterium ventriosum] 
gi|491505951|ref|WP_005363603.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505952|ref|WP_005363604.1|	ATPase P [Eubacterium ventriosum] 
gi|491505953|ref|WP_005363605.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505954|ref|WP_005363606.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505955|ref|WP_005363607.1|	branched-chain amino acid ABC transporter permease [Eubacterium ventriosum] 
gi|491505956|ref|WP_005363608.1|	branched-chain amino acid transporter [Eubacterium ventriosum] 
gi|491505957|ref|WP_005363609.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505958|ref|WP_005363610.1|	RNA polymerase sigma70 factor [Eubacterium ventriosum] 
gi|491505959|ref|WP_005363611.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505960|ref|WP_005363612.1|	glutamate synthase [Eubacterium ventriosum] 
gi|491505961|ref|WP_005363613.1|	glutamate synthase subunit beta [Eubacterium ventriosum] 
gi|491505962|ref|WP_005363614.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505963|ref|WP_005363615.1|	glycerol dehydrogenase [Eubacterium ventriosum] 
gi|491505965|ref|WP_005363617.1|	FMN reductase [Eubacterium ventriosum] 
gi|491505967|ref|WP_005363619.1|	signal peptidase [Eubacterium ventriosum] 
gi|491505968|ref|WP_005363620.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505969|ref|WP_005363621.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505970|ref|WP_005363622.1|	endonuclease IV [Eubacterium ventriosum] 
gi|491505971|ref|WP_005363623.1|	membrane protein [Eubacterium ventriosum] 
gi|491505972|ref|WP_005363624.1|	oligopeptidase PepB [Eubacterium ventriosum] 
gi|491505976|ref|WP_005363628.1|	haloacid dehalogenase [Eubacterium ventriosum] 
gi|491505977|ref|WP_005363629.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505978|ref|WP_005363630.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505979|ref|WP_005363631.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505981|ref|WP_005363633.1|	PAP2 family phosphoesterase [Eubacterium ventriosum] 
gi|491505982|ref|WP_005363634.1|	Rrf2 family transcriptional regulator [Eubacterium ventriosum] 
gi|491505984|ref|WP_005363636.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505990|ref|WP_005363642.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491505993|ref|WP_005363645.1|	cysteine desulfurase [Eubacterium ventriosum] 
gi|491505995|ref|WP_005363647.1|	FeS cluster assembly scaffold IscU [Eubacterium ventriosum] 
gi|491505998|ref|WP_005363650.1|	quinolinate synthetase [Eubacterium ventriosum] 
gi|491506001|ref|WP_005363652.1|	thiouridylase [Eubacterium ventriosum] 
gi|491506002|ref|WP_005363653.1|	chemotaxis protein CheY [Eubacterium ventriosum] 
gi|491506003|ref|WP_005363654.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506004|ref|WP_005363655.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506005|ref|WP_005363656.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506006|ref|WP_005363657.1|	cysteine synthase [Eubacterium ventriosum] 
gi|491506007|ref|WP_005363658.1|	O-acetylhomoserine aminocarboxypropyltransferase [Eubacterium ventriosum] 
gi|491506008|ref|WP_005363659.1|	phospholipase [Eubacterium ventriosum] 
gi|491506010|ref|WP_005363661.1|	L-lactate dehydrogenase [Eubacterium ventriosum] 
gi|491506011|ref|WP_005363662.1|	glycerol dehydrogenase [Eubacterium ventriosum] 
gi|491506012|ref|WP_005363663.1|	ABC transporter substrate-binding protein [Eubacterium ventriosum] 
gi|491506013|ref|WP_005363664.1|	ABC transporter permease [Eubacterium ventriosum] 
gi|491506014|ref|WP_005363665.1|	ABC transporter ATP-binding protein [Eubacterium ventriosum] 
gi|491506015|ref|WP_005363666.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506016|ref|WP_005363667.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506017|ref|WP_005363668.1|	ankyrin [Eubacterium ventriosum] 
gi|491506018|ref|WP_005363669.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506019|ref|WP_005363670.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506020|ref|WP_005363671.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506021|ref|WP_005363672.1|	XRE family transcriptional regulator [Eubacterium ventriosum] 
gi|491506022|ref|WP_005363673.1|	ATPase [Eubacterium ventriosum] 
gi|491506023|ref|WP_005363674.1|	ATP-dependent Clp protease ATP-binding protein [Eubacterium ventriosum] 
gi|491506024|ref|WP_005363675.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506025|ref|WP_005363676.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506026|ref|WP_005363677.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506027|ref|WP_005363678.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506028|ref|WP_005363679.1|	citrate synthase [Eubacterium ventriosum] 
gi|491506029|ref|WP_005363680.1|	ATPase AAA [Eubacterium ventriosum] 
gi|491506030|ref|WP_005363681.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506031|ref|WP_005363682.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506032|ref|WP_005363683.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506033|ref|WP_005363684.1|	valyl-tRNA synthase [Eubacterium ventriosum] 
gi|491506038|ref|WP_005363689.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506039|ref|WP_005363690.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506040|ref|WP_005363691.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506041|ref|WP_005363692.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506042|ref|WP_005363693.1|	RNA polymerase sigma70 [Eubacterium ventriosum] 
gi|491506043|ref|WP_005363694.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506044|ref|WP_005363695.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506045|ref|WP_005363696.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506047|ref|WP_005363698.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506049|ref|WP_005363700.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506051|ref|WP_005363702.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506053|ref|WP_005363704.1|	membrane protein [Eubacterium ventriosum] 
gi|491506055|ref|WP_005363706.1|	membrane protein [Eubacterium ventriosum] 
gi|491506063|ref|WP_005363714.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506065|ref|WP_005363716.1|	MarR family transcriptional regulator [Eubacterium ventriosum] 
gi|491506067|ref|WP_005363718.1|	fusaric acid resistance protein [Eubacterium ventriosum] 
gi|491506069|ref|WP_005363720.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506071|ref|WP_005363722.1|	uracil permease [Eubacterium ventriosum] 
gi|491506073|ref|WP_005363724.1|	xanthine phosphoribosyltransferase [Eubacterium ventriosum] 
gi|491506076|ref|WP_005363726.1|	proline:sodium symporter [Eubacterium ventriosum] 
gi|491506077|ref|WP_005363727.1|	stage V sporulation protein AD [Eubacterium ventriosum] 
gi|491506079|ref|WP_005363729.1|	stage V sporulation protein AEB [Eubacterium ventriosum] 
gi|491506081|ref|WP_005363731.1|	glutamate dehydrogenase [Eubacterium ventriosum] 
gi|491506083|ref|WP_005363733.1|	peptide chain release factor 3 [Eubacterium ventriosum] 
gi|491506084|ref|WP_005363734.1|	aminopeptidase [Eubacterium ventriosum] 
gi|491506085|ref|WP_005363735.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506087|ref|WP_005363737.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506089|ref|WP_005363739.1|	GTP-binding protein [Eubacterium ventriosum] 
gi|491506091|ref|WP_005363741.1|	membrane protein [Eubacterium ventriosum] 
gi|491506093|ref|WP_005363743.1|	chromate transporter [Eubacterium ventriosum] 
gi|491506095|ref|WP_005363745.1|	chromate transporter [Eubacterium ventriosum] 
gi|491506109|ref|WP_005363758.1|	heat shock protein Hsp20 [Eubacterium ventriosum] 
gi|491506111|ref|WP_005363760.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506113|ref|WP_005363762.1|	deoxyribose-phosphate aldolase [Eubacterium ventriosum] 
gi|491506115|ref|WP_005363764.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506116|ref|WP_005363765.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506118|ref|WP_005363767.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506121|ref|WP_005363770.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506123|ref|WP_005363772.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506125|ref|WP_005363774.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506127|ref|WP_005363776.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506129|ref|WP_005363778.1|	RNA pseudouridine synthase [Eubacterium ventriosum] 
gi|491506131|ref|WP_005363780.1|	DNA ligase [Eubacterium ventriosum] 
gi|491506134|ref|WP_005363783.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506136|ref|WP_005363785.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506139|ref|WP_005363788.1|	ABC transporter [Eubacterium ventriosum] 
gi|491506142|ref|WP_005363791.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506148|ref|WP_005363796.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506151|ref|WP_005363799.1|	branched-chain amino acid aminotransferase [Eubacterium ventriosum] 
gi|491506154|ref|WP_005363802.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506157|ref|WP_005363805.1|	acetyl-CoA acetyltransferase [Eubacterium ventriosum] 
gi|491506163|ref|WP_005363811.1|	enoyl-CoA hydratase [Eubacterium ventriosum] 
gi|491506165|ref|WP_005363813.1|	3-hydroxybutyryl-CoA dehydrogenase [Eubacterium ventriosum] 
gi|491506167|ref|WP_005363815.1|	acyl-CoA dehydrogenase [Eubacterium ventriosum] 
gi|491506169|ref|WP_005363817.1|	electron transfer flavoprotein subunit beta [Eubacterium ventriosum] 
gi|491506171|ref|WP_005363819.1|	electron transfer flavoprotein subunit alpha [Eubacterium ventriosum] 
gi|491506176|ref|WP_005363824.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506182|ref|WP_005363830.1|	septum formation inhibitor Maf [Eubacterium ventriosum] 
gi|491506185|ref|WP_005363833.1|	adenine permease [Eubacterium ventriosum] 
gi|491506187|ref|WP_005363835.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506189|ref|WP_005363837.1|	phage-shock protein [Eubacterium ventriosum] 
gi|491506191|ref|WP_005363839.1|	butyrate kinase [Eubacterium ventriosum] 
gi|491506193|ref|WP_005363841.1|	phosphate butyryltransferase [Eubacterium ventriosum] 
gi|491506196|ref|WP_005363844.1|	multidrug ABC transporter ATP-binding protein [Eubacterium ventriosum] 
gi|491506200|ref|WP_005363848.1|	sugar ABC transporter ATP-binding protein [Eubacterium ventriosum] 
gi|491506205|ref|WP_005363853.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506209|ref|WP_005363856.1|	cysteine desulfurase [Eubacterium ventriosum] 
gi|491506210|ref|WP_005363857.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506211|ref|WP_005363858.1|	glyceraldehyde-3-phosphate dehydrogenase [Eubacterium ventriosum] 
gi|491506213|ref|WP_005363860.1|	phosphoglycerate kinase [Eubacterium ventriosum] 
gi|491506215|ref|WP_005363862.1|	triosephosphate isomerase [Eubacterium ventriosum] 
gi|491506217|ref|WP_005363864.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506219|ref|WP_005363866.1|	phosphoglyceromutase [Eubacterium ventriosum] 
gi|491506221|ref|WP_005363868.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506223|ref|WP_005363870.1|	enolase [Eubacterium ventriosum] 
gi|491506225|ref|WP_005363872.1|	preprotein translocase subunit SecG [Eubacterium ventriosum] 
gi|491506227|ref|WP_005363874.1|	ribonuclease R [Eubacterium ventriosum] 
gi|491506228|ref|WP_005363875.1|	single-stranded DNA-binding protein [Eubacterium ventriosum] 
gi|491506229|ref|WP_005363876.1|	aspartate aminotransferase [Eubacterium ventriosum] 
gi|491506230|ref|WP_005363877.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506231|ref|WP_005363878.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506232|ref|WP_005363879.1|	multidrug transporter MATE [Eubacterium ventriosum] 
gi|491506234|ref|WP_005363881.1|	GTPase HflX [Eubacterium ventriosum] 
gi|491506236|ref|WP_005363883.1|	DNA repair protein [Eubacterium ventriosum] 
gi|491506238|ref|WP_005363885.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506240|ref|WP_005363887.1|	magnesium transporter [Eubacterium ventriosum] 
gi|491506242|ref|WP_005363889.1|	coenzyme PQQ biosynthesis protein E [Eubacterium ventriosum] 
gi|491506243|ref|WP_005363890.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506244|ref|WP_005363891.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506245|ref|WP_005363892.1|	multidrug transporter MatE [Eubacterium ventriosum] 
gi|491506246|ref|WP_005363893.1|	MarR family transcriptional regulator [Eubacterium ventriosum] 
gi|491506247|ref|WP_005363894.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506249|ref|WP_005363896.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506251|ref|WP_005363898.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506253|ref|WP_005363900.1|	acyltransferase [Eubacterium ventriosum] 
gi|491506255|ref|WP_005363902.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506257|ref|WP_005363904.1|	alpha-glucosidase [Eubacterium ventriosum] 
gi|491506259|ref|WP_005363906.1|	AraC family transcriptional regulator [Eubacterium ventriosum] 
gi|491506261|ref|WP_005363908.1|	maltodextrin phosphorylase [Eubacterium ventriosum] 
gi|491506263|ref|WP_005363910.1|	ABC transporter substrate-binding protein [Eubacterium ventriosum] 
gi|491506264|ref|WP_005363911.1|	sugar ABC transporter permease [Eubacterium ventriosum] 
gi|491506267|ref|WP_005363914.1|	sugar ABC transporter permease [Eubacterium ventriosum] 
gi|491506269|ref|WP_005363916.1|	4-alpha-glucanotransferase [Eubacterium ventriosum] 
gi|491506271|ref|WP_005363918.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506272|ref|WP_005363919.1|	enolase [Eubacterium ventriosum] 
gi|491506274|ref|WP_005363921.1|	voltage-gated chloride channel protein [Eubacterium ventriosum] 
gi|491506276|ref|WP_005363923.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506279|ref|WP_005363926.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506282|ref|WP_005363929.1|	ABC transporter ATP-binding protein [Eubacterium ventriosum] 
gi|491506285|ref|WP_005363932.1|	ABC transporter ATP-binding protein [Eubacterium ventriosum] 
gi|491506288|ref|WP_005363935.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506291|ref|WP_005363938.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506294|ref|WP_005363941.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506297|ref|WP_005363944.1|	MFS transporter [Eubacterium ventriosum] 
gi|491506300|ref|WP_005363947.1|	multidrug ABC transporter ATP-binding protein [Eubacterium ventriosum] 
gi|491506303|ref|WP_005363949.1|	PTS glucose transporter subunit IIA [Eubacterium ventriosum] 
gi|491506305|ref|WP_005363951.1|	transcription antiterminator BglG [Eubacterium ventriosum] 
gi|491506307|ref|WP_005363953.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506308|ref|WP_005363954.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506310|ref|WP_005363956.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491506312|ref|WP_005363958.1|	hypothetical protein [Eubacterium ventriosum] 
