gi|489924441|ref|WP_003827784.1|	peptide YY [Bifidobacterium breve] 
gi|489927238|ref|WP_003830573.1|	NagC family transcriptional regulator [Bifidobacterium breve] 
gi|489927240|ref|WP_003830575.1|	NagC family transcriptional regulator [Bifidobacterium breve] 
gi|489927242|ref|WP_003830577.1|	glucosamine-6-phosphate deaminase [Bifidobacterium breve] 
gi|489927243|ref|WP_003830578.1|	N-acetylglucosamine-6-phosphate deacetylase [Bifidobacterium breve] 
gi|489927244|ref|WP_003830579.1|	ADP-ribose pyrophosphatase [Bifidobacterium breve] 
gi|489927245|ref|WP_003830580.1|	Xaa-Pro aminopeptidase [Bifidobacterium breve] 
gi|489927246|ref|WP_003830581.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927247|ref|WP_003830582.1|	dihydrofolate synthase [Bifidobacterium breve] 
gi|489927248|ref|WP_003830583.1|	chromosome segregation protein SMC [Bifidobacterium breve] 
gi|489927249|ref|WP_003830584.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927250|ref|WP_003830585.1|	peptidoglycan bridge formation protein FemAB [Bifidobacterium breve] 
gi|489927251|ref|WP_003830586.1|	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase [Bifidobacterium breve] 
gi|489927252|ref|WP_003830587.1|	RNA polymerase sigma factor RpoE [Bifidobacterium breve] 
gi|489927253|ref|WP_003830588.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927254|ref|WP_003830589.1|	putative secreted protein [Bifidobacterium breve] 
gi|489927255|ref|WP_003830590.1|	aldose 1-epimerase [Bifidobacterium breve] 
gi|489927256|ref|WP_003830591.1|	aldose 1-epimerase [Bifidobacterium breve] 
gi|489927257|ref|WP_003830592.1|	4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Bifidobacterium breve] 
gi|489927258|ref|WP_003830593.1|	prolyl-tRNA synthetase [Bifidobacterium breve] 
gi|489927259|ref|WP_003830594.1|	MULTISPECIES: glyceraldehyde-3-phosphate dehydrogenase [Bifidobacterium] 
gi|489927260|ref|WP_003830595.1|	thiamine pyrophosphokinase [Bifidobacterium breve] 
gi|489927261|ref|WP_003830596.1|	putative spermidine synthase [Bifidobacterium breve] 
gi|489927262|ref|WP_003830597.1|	translation initiation factor IF-3 [Bifidobacterium breve] 
gi|489927263|ref|WP_003830598.1|	50S ribosomal protein L35 [Bifidobacterium breve] 
gi|489927264|ref|WP_003830599.1|	50S ribosomal protein L20 [Bifidobacterium breve] 
gi|489927265|ref|WP_003830600.1|	glycerate kinase [Bifidobacterium breve] 
gi|489927266|ref|WP_003830601.1|	tyrosine recombinase XerD [Bifidobacterium breve] 
gi|489927267|ref|WP_003830602.1|	chromosome partitioning ATPase [Bifidobacterium breve] 
gi|489927268|ref|WP_003830603.1|	cell division protein ScpA [Bifidobacterium breve] 
gi|489927269|ref|WP_003830604.1|	chromosome segregation protein ScpB [Bifidobacterium breve] 
gi|489927270|ref|WP_003830605.1|	ADP-ribose pyrophosphatase [Bifidobacterium breve] 
gi|489927271|ref|WP_003830606.1|	quinolinate synthetase [Bifidobacterium breve] 
gi|489927272|ref|WP_003830607.1|	L-aspartate oxidase [Bifidobacterium breve] 
gi|489927273|ref|WP_003830608.1|	nicotinate-nucleotide pyrophosphorylase [Bifidobacterium breve] 
gi|489927274|ref|WP_003830609.1|	cysteine desulfurase [Bifidobacterium breve] 
gi|489927275|ref|WP_003830610.1|	putative integral membrane transport protein [Bifidobacterium breve] 
gi|489927276|ref|WP_003830611.1|	ABC transporter permease [Bifidobacterium breve] 
gi|489927277|ref|WP_003830612.1|	ABC transporter ATP-binding protein [Bifidobacterium breve] 
gi|489927278|ref|WP_003830613.1|	MULTISPECIES: PadR family transcriptional regulator [Bifidobacterium] 
gi|489927279|ref|WP_003830614.1|	GTP-binding protein TypA [Bifidobacterium breve] 
gi|489927280|ref|WP_003830615.1|	alcohol dehydrogenase [Bifidobacterium breve] 
gi|489927281|ref|WP_003830616.1|	chorismate mutase [Bifidobacterium breve] 
gi|489927282|ref|WP_003830617.1|	prephenate dehydrogenase [Bifidobacterium breve] 
gi|489927283|ref|WP_003830618.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927284|ref|WP_003830619.1|	ABC transporter permease [Bifidobacterium breve] 
gi|489927285|ref|WP_003830620.1|	ABC transporter ATP-binding protein [Bifidobacterium breve] 
gi|489927286|ref|WP_003830621.1|	tyrosine recombinase XerC [Bifidobacterium breve] 
gi|489927287|ref|WP_003830622.1|	ABC transporter substrate-binding protein [Bifidobacterium breve] 
gi|489927288|ref|WP_003830623.1|	ABC transporter permease [Bifidobacterium breve] 
gi|489927289|ref|WP_003830624.1|	peptide ABC transporter permease [Bifidobacterium breve] 
gi|489927290|ref|WP_003830625.1|	diguanylate cyclase [Bifidobacterium breve] 
gi|489927291|ref|WP_003830626.1|	exodeoxyribonuclease III [Bifidobacterium breve] 
gi|489927292|ref|WP_003830627.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927293|ref|WP_003830628.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927294|ref|WP_003830629.1|	RNA methyltransferase [Bifidobacterium breve] 
gi|489927295|ref|WP_003830630.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927296|ref|WP_003830631.1|	haloacid dehalogenase [Bifidobacterium breve] 
gi|489927297|ref|WP_003830632.1|	aconitate hydratase [Bifidobacterium breve] 
gi|489927298|ref|WP_003830633.1|	GNAT family acetyltransferase [Bifidobacterium breve] 
gi|489927299|ref|WP_003830634.1|	LuxR family transcriptional regulator [Bifidobacterium breve] 
gi|489927300|ref|WP_003830635.1|	membrane protein [Bifidobacterium breve] 
gi|489927301|ref|WP_003830636.1|	membrane protein [Bifidobacterium breve] 
gi|489927302|ref|WP_003830637.1|	(p)ppGpp synthetase [Bifidobacterium breve] 
gi|489927303|ref|WP_003830638.1|	(dimethylallyl)adenosine tRNA methylthiotransferase [Bifidobacterium breve] 
gi|489927304|ref|WP_003830639.1|	tRNA delta(2)-isopentenylpyrophosphate transferase [Bifidobacterium breve] 
gi|489927305|ref|WP_003830640.1|	cell filamentation protein Fic [Bifidobacterium breve] 
gi|489927306|ref|WP_003830641.1|	cell division protein FtsK [Bifidobacterium breve] 
gi|489927307|ref|WP_003830642.1|	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Bifidobacterium breve] 
gi|489927308|ref|WP_003830643.1|	competence damage-inducible protein A [Bifidobacterium breve] 
gi|489927309|ref|WP_003830644.1|	XRE family transcriptional regulator [Bifidobacterium breve] 
gi|489927310|ref|WP_003830645.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927311|ref|WP_003830646.1|	recombinase RecA [Bifidobacterium breve] 
gi|489927312|ref|WP_003830647.1|	RecX [Bifidobacterium breve] 
gi|489927313|ref|WP_003830648.1|	30S ribosomal protein S30 [Bifidobacterium breve] 
gi|489927314|ref|WP_003830649.1|	preprotein translocase subunit SecA [Bifidobacterium breve] 
gi|489927315|ref|WP_003830650.1|	anthranilate phosphoribosyltransferase [Bifidobacterium breve] 
gi|489927316|ref|WP_003830651.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927317|ref|WP_003830652.1|	1-acyl-sn-glycerol-3-phosphate acyltransferase [Bifidobacterium breve] 
gi|489927318|ref|WP_003830653.1|	serine/threonine protein kinase [Bifidobacterium breve] 
gi|489927319|ref|WP_003830654.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927320|ref|WP_003830655.1|	serralysin [Bifidobacterium breve] 
gi|489927321|ref|WP_003830656.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927322|ref|WP_003830657.1|	RNA polymerase sigma70 factor [Bifidobacterium breve] 
gi|489927323|ref|WP_003830658.1|	DNA gyrase subunit B [Bifidobacterium breve] 
gi|489927324|ref|WP_003830659.1|	MFS transporter [Bifidobacterium breve] 
gi|489927325|ref|WP_003830660.1|	sugar kinase [Bifidobacterium breve] 
gi|489927326|ref|WP_003830661.1|	site-specific recombinase XerC [Bifidobacterium breve] 
gi|489927327|ref|WP_003830662.1|	ATP-dependent helicase [Bifidobacterium breve] 
gi|489927328|ref|WP_003830663.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927330|ref|WP_003830665.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927331|ref|WP_003830666.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927332|ref|WP_003830667.1|	DNA topoisomerase IV subunit A [Bifidobacterium breve] 
gi|489927334|ref|WP_003830669.1|	nucleotide pyrophosphatase [Bifidobacterium breve] 
gi|489927336|ref|WP_003830671.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927337|ref|WP_003830672.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927340|ref|WP_003830675.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927342|ref|WP_003830677.1|	deoxyuridine 5'-triphosphate nucleotidohydrolase [Bifidobacterium breve] 
gi|489927345|ref|WP_003830680.1|	(p)ppGpp synthetase [Bifidobacterium breve] 
gi|489927346|ref|WP_003830681.1|	peptidyl-prolyl cis-trans isomerase [Bifidobacterium breve] 
gi|489927347|ref|WP_003830682.1|	toxin-antitoxin system antitoxin component Xre family [Bifidobacterium breve] 
gi|489927348|ref|WP_003830683.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927349|ref|WP_003830684.1|	GNAT family acetyltransferase [Bifidobacterium breve] 
gi|489927350|ref|WP_003830685.1|	MULTISPECIES: hypothetical protein [Bifidobacterium] 
gi|489927351|ref|WP_003830686.1|	MULTISPECIES: membrane protein [Bifidobacterium] 
gi|489927352|ref|WP_003830687.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927353|ref|WP_003830688.1|	catalase/peroxidase HPI [Bifidobacterium breve] 
gi|489927354|ref|WP_003830689.1|	endochitinase [Bifidobacterium breve] 
gi|489927355|ref|WP_003830690.1|	WhiB family transcriptional regulator [Bifidobacterium breve] 
gi|489927356|ref|WP_003830691.1|	DNA partition protein [Bifidobacterium breve] 
gi|489927357|ref|WP_003830692.1|	macrolide ABC transporter ATP-binding protein [Bifidobacterium breve] 
gi|489927358|ref|WP_003830693.1|	WhiB family transcriptional regulator [Bifidobacterium breve] 
gi|489927359|ref|WP_003830694.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927360|ref|WP_003830695.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927361|ref|WP_003830696.1|	cell wall anchor protein [Bifidobacterium breve] 
gi|489927362|ref|WP_003830697.1|	MFS transporter [Bifidobacterium breve] 
gi|489927363|ref|WP_003830698.1|	MULTISPECIES: hypothetical protein [Bifidobacterium] 
gi|489927364|ref|WP_003830699.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927365|ref|WP_003830700.1|	transfer complex protein [Bifidobacterium breve] 
gi|489927366|ref|WP_003830701.1|	glycoside hydrolase [Bifidobacterium breve] 
gi|489927367|ref|WP_003830702.1|	cobalt transporter [Bifidobacterium breve] 
gi|489927368|ref|WP_003830703.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927369|ref|WP_003830704.1|	fructose-1,6-bisphosphate aldolase class II [Bifidobacterium breve] 
gi|489927370|ref|WP_003830705.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927371|ref|WP_003830706.1|	DNA methylase [Bifidobacterium breve] 
gi|489927372|ref|WP_003830707.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927374|ref|WP_003830709.1|	conjugal transfer protein TraG [Bifidobacterium breve] 
gi|489927375|ref|WP_003830710.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927376|ref|WP_003830711.1|	aminopeptidase [Bifidobacterium breve] 
gi|489927377|ref|WP_003830712.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927378|ref|WP_003830713.1|	mobilization protein [Bifidobacterium breve] 
gi|489927379|ref|WP_003830714.1|	mobilization protein [Bifidobacterium breve] 
gi|489927380|ref|WP_003830715.1|	conjugation transfer protein TrbI [Bifidobacterium breve] 
gi|489927381|ref|WP_003830716.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927382|ref|WP_003830717.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927384|ref|WP_003830718.1|	MULTISPECIES: hypothetical protein [Bifidobacterium] 
gi|489927386|ref|WP_003830720.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927388|ref|WP_003830722.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927389|ref|WP_003830723.1|	gas vesicle protein [Bifidobacterium breve] 
gi|489927390|ref|WP_003830724.1|	DNA topoisomerase III [Bifidobacterium breve] 
gi|489927391|ref|WP_003830725.1|	putative methyltransferase [Bifidobacterium breve] 
gi|489927392|ref|WP_003830726.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927393|ref|WP_003830727.1|	toxin-antitoxin system antitoxin component Xre family [Bifidobacterium breve] 
gi|489927394|ref|WP_003830728.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927395|ref|WP_003830729.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927396|ref|WP_003830730.1|	cell division protein Fic [Bifidobacterium breve] 
gi|489927397|ref|WP_003830731.1|	integrase [Bifidobacterium breve] 
gi|489927398|ref|WP_003830732.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927399|ref|WP_003830733.1|	MULTISPECIES: hypothetical protein [Bifidobacterium] 
gi|489927400|ref|WP_003830734.1|	toxin HipA [Bifidobacterium breve] 
gi|489927401|ref|WP_003830735.1|	cell division protein Fic [Bifidobacterium breve] 
gi|489927402|ref|WP_003830736.1|	transcriptional regulator [Bifidobacterium breve] 
gi|489927403|ref|WP_003830737.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927404|ref|WP_003830738.1|	transposase [Bifidobacterium breve] 
gi|489927405|ref|WP_003830739.1|	MFS transporter [Bifidobacterium breve] 
gi|489927406|ref|WP_003830740.1|	transposase family protein [Bifidobacterium breve] 
gi|489927407|ref|WP_003830741.1|	mitogen-activated protein kinase FUS3 [Bifidobacterium breve] 
gi|489927408|ref|WP_003830742.1|	AcrR family transcriptional regulator [Bifidobacterium breve] 
gi|489927409|ref|WP_003830743.1|	4'-phosphopantetheinyl transferase [Bifidobacterium breve] 
gi|489927410|ref|WP_003830744.1|	transposase [Bifidobacterium breve] 
gi|489927411|ref|WP_003830745.1|	tetracycline resistance protein class partial [Bifidobacterium breve] 
gi|488239703|ref|WP_002310911.1|	MULTISPECIES: hypothetical protein [Bacteria][Archaea] 
gi|446460805|ref|WP_000538659.1|	MULTISPECIES: hypothetical protein [Bacteria][Archaea] 
gi|489927412|ref|WP_003830746.1|	MULTISPECIES: rop protein partial [Bacteria] 
gi|489927413|ref|WP_003830747.1|	membrane protein [Bifidobacterium breve] 
gi|489927414|ref|WP_003830748.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927418|ref|WP_003830752.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927419|ref|WP_003830753.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927422|ref|WP_003830756.1|	putative S-adenosylmethionine-dependent methyltransferase [Bifidobacterium breve] 
gi|489927423|ref|WP_003830757.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927427|ref|WP_003830761.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927430|ref|WP_003830764.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927432|ref|WP_003830766.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927433|ref|WP_003830767.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927434|ref|WP_003830768.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927435|ref|WP_003830769.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927436|ref|WP_003830770.1|	antigen [Bifidobacterium breve] 
gi|489927437|ref|WP_003830771.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927438|ref|WP_003830772.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927439|ref|WP_003830773.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927440|ref|WP_003830774.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927441|ref|WP_003830775.1|	beta-glucosidase-like protein [Bifidobacterium breve] 
gi|489927442|ref|WP_003830776.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927443|ref|WP_003830777.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927444|ref|WP_003830778.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927453|ref|WP_003830787.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927458|ref|WP_003830792.1|	thymidylate synthase partial [Bifidobacterium breve] 
gi|489927459|ref|WP_003830793.1|	reverse transcriptase family protein partial [Bifidobacterium breve] 
gi|490702770|ref|WP_004566188.1|	transposase family Tnp2 partial [Bifidobacterium breve] 
gi|489927468|ref|WP_003830802.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927480|ref|WP_003830814.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927482|ref|WP_003830816.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927488|ref|WP_003830822.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927513|ref|WP_003830846.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927522|ref|WP_003830855.1|	putative arylsulfatase AtsD [Bifidobacterium breve] 
gi|489927533|ref|WP_003830866.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927542|ref|WP_003830875.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927555|ref|WP_003830888.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927562|ref|WP_003830895.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927582|ref|WP_003830915.1|	TPR repeat protein [Bifidobacterium breve] 
gi|489927592|ref|WP_003830925.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927604|ref|WP_003830937.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927619|ref|WP_003830952.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927621|ref|WP_003830954.1|	phosphoribosylaminoimidazolesuccinocarboxamide synthase partial [Bifidobacterium breve] 
gi|489927629|ref|WP_003830962.1|	prephenate dehydrogenase partial [Bifidobacterium breve] 
gi|489927634|ref|WP_003830967.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927636|ref|WP_003830969.1|	inner-membrane translocator [Bifidobacterium breve] 
gi|489927643|ref|WP_003830976.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927649|ref|WP_003830982.1|	membrane protein [Bifidobacterium breve] 
gi|489927652|ref|WP_003830985.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927653|ref|WP_003830986.1|	putative integrase core domain protein partial [Bifidobacterium breve] 
gi|489927654|ref|WP_003830987.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927655|ref|WP_003830988.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927656|ref|WP_003830989.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927657|ref|WP_003830990.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927658|ref|WP_003830991.1|	putative amino acid hydrolase [Bifidobacterium breve] 
gi|489927662|ref|WP_003830995.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927679|ref|WP_003831012.1|	hypothetical protein partial [Bifidobacterium breve] 
gi|489927687|ref|WP_003831020.1|	hypothetical protein [Bifidobacterium breve] 
gi|489927701|ref|WP_003831034.1|	hypothetical protein partial [Bifidobacterium breve] 
