gi|489622579|ref|WP_003527019.1|	hypothetical protein partial [[Clostridium] leptum] 
gi|489628722|ref|WP_003533162.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628723|ref|WP_003533163.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628724|ref|WP_003533164.1|	formate--tetrahydrofolate ligase [[Clostridium] leptum] 
gi|489628725|ref|WP_003533165.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628726|ref|WP_003533166.1|	cell division protein [[Clostridium] leptum] 
gi|489628740|ref|WP_003533180.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628742|ref|WP_003533182.1|	membrane protein [[Clostridium] leptum] 
gi|489628743|ref|WP_003533183.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628744|ref|WP_003533184.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628745|ref|WP_003533185.1|	alginate O-acetylation protein [[Clostridium] leptum] 
gi|489628746|ref|WP_003533186.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628752|ref|WP_003533192.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628753|ref|WP_003533193.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628754|ref|WP_003533194.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628755|ref|WP_003533195.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628756|ref|WP_003533196.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628757|ref|WP_003533197.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628759|ref|WP_003533199.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628761|ref|WP_003533201.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628763|ref|WP_003533203.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628765|ref|WP_003533205.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628767|ref|WP_003533207.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628769|ref|WP_003533209.1|	MULTISPECIES: dihydrodipicolinate synthetase [Clostridiales] 
gi|489628771|ref|WP_003533211.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628772|ref|WP_003533212.1|	alpha-L-fucosidase [[Clostridium] leptum] 
gi|489628774|ref|WP_003533214.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628779|ref|WP_003533219.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628780|ref|WP_003533220.1|	family 31 glucosidase [[Clostridium] leptum] 
gi|489628781|ref|WP_003533221.1|	alpha-N-arabinofuranosidase [[Clostridium] leptum] 
gi|489628782|ref|WP_003533222.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628783|ref|WP_003533223.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628785|ref|WP_003533225.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628787|ref|WP_003533227.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628789|ref|WP_003533229.1|	sugar ABC transporter permease [[Clostridium] leptum] 
gi|489628790|ref|WP_003533230.1|	MULTISPECIES: ABC transporter permease [Clostridiales] 
gi|489628792|ref|WP_003533232.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628797|ref|WP_003533237.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628799|ref|WP_003533239.1|	MULTISPECIES: alpha-L-fucosidase [Clostridiales] 
gi|489628800|ref|WP_003533240.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628802|ref|WP_003533242.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628803|ref|WP_003533243.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628804|ref|WP_003533244.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628805|ref|WP_003533245.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628806|ref|WP_003533246.1|	alcohol dehydrogenase [[Clostridium] leptum] 
gi|489628807|ref|WP_003533247.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628808|ref|WP_003533248.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628809|ref|WP_003533249.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628810|ref|WP_003533250.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628811|ref|WP_003533251.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628812|ref|WP_003533252.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628813|ref|WP_003533253.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628816|ref|WP_003533256.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628818|ref|WP_003533258.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628820|ref|WP_003533260.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628822|ref|WP_003533262.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628823|ref|WP_003533263.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628824|ref|WP_003533264.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628825|ref|WP_003533265.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628826|ref|WP_003533266.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628827|ref|WP_003533267.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628828|ref|WP_003533268.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628834|ref|WP_003533274.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628836|ref|WP_003533276.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628839|ref|WP_003533279.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628841|ref|WP_003533281.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628843|ref|WP_003533283.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628845|ref|WP_003533285.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628847|ref|WP_003533287.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628849|ref|WP_003533289.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628851|ref|WP_003533291.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628853|ref|WP_003533293.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628855|ref|WP_003533295.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628857|ref|WP_003533297.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628859|ref|WP_003533299.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628861|ref|WP_003533301.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628863|ref|WP_003533303.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628865|ref|WP_003533305.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626977|ref|WP_003531417.1|	RNA-directed DNA polymerase [[Clostridium] leptum] 
gi|489628867|ref|WP_003533307.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628869|ref|WP_003533309.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628871|ref|WP_003533311.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628874|ref|WP_003533314.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628876|ref|WP_003533316.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628877|ref|WP_003533317.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628882|ref|WP_003533322.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628883|ref|WP_003533323.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628884|ref|WP_003533324.1|	ATPase AAA [[Clostridium] leptum] 
gi|489628885|ref|WP_003533325.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628886|ref|WP_003533326.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628887|ref|WP_003533327.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628888|ref|WP_003533328.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628889|ref|WP_003533329.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628895|ref|WP_003533335.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628896|ref|WP_003533336.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628897|ref|WP_003533337.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628898|ref|WP_003533338.1|	hypothetical protein [[Clostridium] leptum] 
gi|488686156|ref|WP_002610375.1|	MULTISPECIES: integrase [Bacteria] 
gi|488686151|ref|WP_002610370.1|	MULTISPECIES: excisionase [Firmicutes] 
gi|488686147|ref|WP_002610366.1|	MULTISPECIES: transcriptional regulator [Firmicutes] 
gi|488686145|ref|WP_002610364.1|	MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Firmicutes] 
gi|489628901|ref|WP_003533341.1|	hypothetical protein [[Clostridium] leptum] 
gi|488686143|ref|WP_002610362.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488686139|ref|WP_002610358.1|	MULTISPECIES: histidine kinase [Firmicutes] 
gi|488686136|ref|WP_002610355.1|	MULTISPECIES: chemotaxis protein CheY [Firmicutes] 
gi|488686135|ref|WP_002610354.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488686133|ref|WP_002610352.1|	MULTISPECIES: ABC transporter [Firmicutes] 
gi|489628915|ref|WP_003533355.1|	hypothetical protein [[Clostridium] leptum] 
gi|488686131|ref|WP_002610350.1|	MULTISPECIES: DNA-binding protein [Firmicutes] 
gi|489628917|ref|WP_003533357.1|	mobilization protein [[Clostridium] leptum] 
gi|488686127|ref|WP_002610346.1|	MULTISPECIES: endonuclease [Firmicutes] 
gi|488686125|ref|WP_002610344.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488686124|ref|WP_002610343.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489628922|ref|WP_003533362.1|	hypothetical protein [[Clostridium] leptum] 
gi|488686120|ref|WP_002610339.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488686118|ref|WP_002610337.1|	MULTISPECIES: DNA primase [Firmicutes] 
gi|488686117|ref|WP_002610336.1|	MULTISPECIES: DNA topoisomerase III [Firmicutes] 
gi|488686114|ref|WP_002610333.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489628927|ref|WP_003533367.1|	cell surface protein [[Clostridium] leptum] 
gi|488686111|ref|WP_002610330.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488686108|ref|WP_002610327.1|	MULTISPECIES: conjugal transfer protein [Firmicutes] 
gi|488686106|ref|WP_002610325.1|	MULTISPECIES: conjugal transfer protein TraE [Firmicutes] 
gi|489624748|ref|WP_003529188.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489628931|ref|WP_003533371.1|	MULTISPECIES: membrane protein [Firmicutes] 
gi|489628933|ref|WP_003533373.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628936|ref|WP_003533376.1|	recombinase RecB [[Clostridium] leptum] 
gi|489628937|ref|WP_003533377.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628940|ref|WP_003533380.1|	virulence-associated protein E [[Clostridium] leptum] 
gi|489628942|ref|WP_003533382.1|	DNA primase [[Clostridium] leptum] 
gi|489628944|ref|WP_003533384.1|	conjugal transfer protein [[Clostridium] leptum] 
gi|489628946|ref|WP_003533386.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628948|ref|WP_003533388.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628950|ref|WP_003533390.1|	hypothetical protein [[Clostridium] leptum] 
gi|488665967|ref|WP_002594808.1|	MULTISPECIES: GatB/Yqey domain protein [Firmicutes] 
gi|489628952|ref|WP_003533392.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628954|ref|WP_003533394.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628956|ref|WP_003533396.1|	XRE family transcriptional regulator [[Clostridium] leptum] 
gi|489628961|ref|WP_003533401.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628963|ref|WP_003533403.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489628965|ref|WP_003533405.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628966|ref|WP_003533406.1|	MULTISPECIES: hypothetical protein [Ruminococcaceae] 
gi|489628968|ref|WP_003533408.1|	MULTISPECIES: recombinase [Clostridiales] 
gi|489628969|ref|WP_003533409.1|	chorismate synthase [[Clostridium] leptum] 
gi|489628972|ref|WP_003533412.1|	MULTISPECIES: ATP-binding protein [Clostridiales] 
gi|489628975|ref|WP_003533415.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628977|ref|WP_003533417.1|	relaxase [[Clostridium] leptum] 
gi|489628979|ref|WP_003533419.1|	mobilization protein [[Clostridium] leptum] 
gi|489628980|ref|WP_003533420.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489628983|ref|WP_003533423.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628985|ref|WP_003533425.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628987|ref|WP_003533427.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628989|ref|WP_003533429.1|	transcriptional regulator [[Clostridium] leptum] 
gi|489628991|ref|WP_003533431.1|	hypothetical protein [[Clostridium] leptum] 
gi|489628994|ref|WP_003533434.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629003|ref|WP_003533443.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489629005|ref|WP_003533445.1|	hypothetical protein [[Clostridium] leptum] 
gi|488686100|ref|WP_002610319.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489624756|ref|WP_003529196.1|	conjugal transfer protein TraG [[Clostridium] leptum] 
gi|488686075|ref|WP_002610294.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488686071|ref|WP_002610290.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|489629008|ref|WP_003533448.1|	MULTISPECIES: hypothetical protein [Ruminococcaceae] 
gi|489629011|ref|WP_003533451.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629013|ref|WP_003533453.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629015|ref|WP_003533455.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629018|ref|WP_003533458.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629019|ref|WP_003533459.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629021|ref|WP_003533461.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629023|ref|WP_003533463.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629024|ref|WP_003533464.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629026|ref|WP_003533466.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629028|ref|WP_003533468.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629030|ref|WP_003533470.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629031|ref|WP_003533471.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629033|ref|WP_003533473.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629035|ref|WP_003533475.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629037|ref|WP_003533477.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629039|ref|WP_003533479.1|	holin [[Clostridium] leptum] 
gi|489629040|ref|WP_003533480.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629042|ref|WP_003533482.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629049|ref|WP_003533489.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629051|ref|WP_003533491.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629052|ref|WP_003533492.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629054|ref|WP_003533494.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629056|ref|WP_003533496.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629067|ref|WP_003533507.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629069|ref|WP_003533509.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629070|ref|WP_003533510.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629072|ref|WP_003533512.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629074|ref|WP_003533514.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629077|ref|WP_003533517.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629079|ref|WP_003533519.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629081|ref|WP_003533521.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629083|ref|WP_003533523.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629085|ref|WP_003533525.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629087|ref|WP_003533527.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629089|ref|WP_003533529.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629091|ref|WP_003533531.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629093|ref|WP_003533533.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629095|ref|WP_003533535.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629097|ref|WP_003533537.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629098|ref|WP_003533538.1|	DNA ligase [[Clostridium] leptum] 
gi|489629099|ref|WP_003533539.1|	DNA repair protein [[Clostridium] leptum] 
gi|489629100|ref|WP_003533540.1|	DNA polymerase IV [[Clostridium] leptum] 
gi|489629101|ref|WP_003533541.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629102|ref|WP_003533542.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629103|ref|WP_003533543.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629104|ref|WP_003533544.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629105|ref|WP_003533545.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629106|ref|WP_003533546.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629107|ref|WP_003533547.1|	XRE family transcriptional regulator [[Clostridium] leptum] 
gi|489629108|ref|WP_003533548.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629109|ref|WP_003533549.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629110|ref|WP_003533550.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629111|ref|WP_003533551.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629113|ref|WP_003533553.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629115|ref|WP_003533555.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629117|ref|WP_003533557.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629119|ref|WP_003533559.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629121|ref|WP_003533561.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629123|ref|WP_003533563.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629125|ref|WP_003533565.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629127|ref|WP_003533567.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629129|ref|WP_003533569.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629131|ref|WP_003533571.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629133|ref|WP_003533573.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629135|ref|WP_003533575.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629137|ref|WP_003533577.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629139|ref|WP_003533579.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629141|ref|WP_003533581.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629142|ref|WP_003533582.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489629144|ref|WP_003533584.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629147|ref|WP_003533587.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629149|ref|WP_003533589.1|	iron transporter FeoB [[Clostridium] leptum] 
gi|489629151|ref|WP_003533591.1|	MULTISPECIES: iron transporter FeoA [Clostridiales] 
gi|489629153|ref|WP_003533593.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629155|ref|WP_003533595.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629156|ref|WP_003533596.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629158|ref|WP_003533598.1|	ROK family transcriptional regulator [[Clostridium] leptum] 
gi|489629160|ref|WP_003533600.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629162|ref|WP_003533602.1|	hypothetical protein [[Clostridium] leptum] 
gi|489629164|ref|WP_003533604.1|	hypothetical protein [[Clostridium] leptum] 
