gi|494396218|ref|WP_007209403.1|	MULTISPECIES: LuxR family transcriptional regulator [Bacteroides] 
gi|494407201|ref|WP_007214878.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407204|ref|WP_007214879.1|	AraC family transcriptional regulator [Bacteroides cellulosilyticus] 
gi|494407206|ref|WP_007214880.1|	acetyltransferase [Bacteroides cellulosilyticus] 
gi|494407208|ref|WP_007214881.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407209|ref|WP_007214882.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407211|ref|WP_007214883.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407213|ref|WP_007214884.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407215|ref|WP_007214885.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407217|ref|WP_007214886.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407219|ref|WP_007214887.1|	MULTISPECIES: O-acetylhomoserine aminocarboxypropyltransferase [Bacteroides] 
gi|494407221|ref|WP_007214888.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494407223|ref|WP_007214889.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407225|ref|WP_007214890.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407227|ref|WP_007214891.1|	MULTISPECIES: glutamate dehydrogenase [Bacteroides] 
gi|494407228|ref|WP_007214892.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407232|ref|WP_007214893.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407234|ref|WP_007214894.1|	transcriptional regulator [Bacteroides cellulosilyticus] 
gi|494407237|ref|WP_007214895.1|	aldo/keto reductase [Bacteroides cellulosilyticus] 
gi|494407239|ref|WP_007214896.1|	nicotinate-nucleotide adenylyltransferase [Bacteroides cellulosilyticus] 
gi|494407241|ref|WP_007214897.1|	guanylate kinase [Bacteroides cellulosilyticus] 
gi|494407243|ref|WP_007214898.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407245|ref|WP_007214899.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407247|ref|WP_007214900.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407249|ref|WP_007214901.1|	glycoprotease [Bacteroides cellulosilyticus] 
gi|494407251|ref|WP_007214902.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407253|ref|WP_007214903.1|	MULTISPECIES: UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Bacteroides] 
gi|494407255|ref|WP_007214904.1|	MULTISPECIES: 16S rRNA-processing protein RimM [Bacteroides] 
gi|494407257|ref|WP_007214905.1|	MULTISPECIES: peptidase M23 [Bacteroides] 
gi|494407259|ref|WP_007214906.1|	MULTISPECIES: 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Bacteroides] 
gi|494407261|ref|WP_007214907.1|	MULTISPECIES: zinc metalloprotease [Bacteroides] 
gi|494407263|ref|WP_007214908.1|	MULTISPECIES: oxidoreductase [Bacteroides] 
gi|494407265|ref|WP_007214909.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407267|ref|WP_007214910.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407269|ref|WP_007214911.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407271|ref|WP_007214912.1|	gliding motility protein [Bacteroides cellulosilyticus] 
gi|494407273|ref|WP_007214913.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407275|ref|WP_007214914.1|	MULTISPECIES: peptidase M24 [Bacteroides] 
gi|494407277|ref|WP_007214915.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407279|ref|WP_007214916.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407282|ref|WP_007214917.1|	prolyl oligopeptidase [Bacteroides cellulosilyticus] 
gi|494407285|ref|WP_007214918.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407288|ref|WP_007214919.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407290|ref|WP_007214920.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407292|ref|WP_007214921.1|	TonB-linked outer membrane protein [Bacteroides cellulosilyticus] 
gi|494407294|ref|WP_007214922.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407296|ref|WP_007214923.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|494407298|ref|WP_007214924.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407300|ref|WP_007214925.1|	integrase [Bacteroides cellulosilyticus] 
gi|494407302|ref|WP_007214926.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|494407304|ref|WP_007214927.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407306|ref|WP_007214928.1|	glycosyltransferase [Bacteroides cellulosilyticus] 
gi|494407308|ref|WP_007214929.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407310|ref|WP_007214930.1|	chromosome partitioning protein ParA [Bacteroides cellulosilyticus] 
gi|494407312|ref|WP_007214931.1|	capsular polysaccharide biosynthesis protein [Bacteroides cellulosilyticus] 
gi|494407314|ref|WP_007214932.1|	N-acetylmuramoyl-L-alanine amidase [Bacteroides cellulosilyticus] 
gi|494407316|ref|WP_007214933.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|494407318|ref|WP_007214934.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407320|ref|WP_007214935.1|	MULTISPECIES: aldose 1-epimerase [Bacteroides] 
gi|494407322|ref|WP_007214936.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407324|ref|WP_007214937.1|	DNA mistmatch repair protein MutT [Bacteroides cellulosilyticus] 
gi|494407326|ref|WP_007214938.1|	MULTISPECIES: L-ribulose-5-phosphate 4-epimerase [Bacteroides] 
gi|494407328|ref|WP_007214939.1|	MULTISPECIES: arabinose isomerase [Bacteroides] 
gi|494407330|ref|WP_007214940.1|	ATPase [Bacteroides cellulosilyticus] 
gi|494407332|ref|WP_007214941.1|	acetyl-CoA carboxylase [Bacteroides cellulosilyticus] 
gi|494407334|ref|WP_007214942.1|	MULTISPECIES: alpha-N-arabinofuranosidase [Bacteroides] 
gi|494407335|ref|WP_007214943.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407337|ref|WP_007214944.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407339|ref|WP_007214945.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407341|ref|WP_007214946.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407343|ref|WP_007214947.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407345|ref|WP_007214948.1|	dTDP-4-dehydrorhamnose 3,5-epimerase [Bacteroides cellulosilyticus] 
gi|494407347|ref|WP_007214949.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407349|ref|WP_007214950.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407351|ref|WP_007214951.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407354|ref|WP_007214952.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407356|ref|WP_007214953.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407357|ref|WP_007214954.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407359|ref|WP_007214955.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407362|ref|WP_007214956.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407364|ref|WP_007214957.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407366|ref|WP_007214958.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407368|ref|WP_007214959.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407370|ref|WP_007214960.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407372|ref|WP_007214961.1|	glycosyl transferase [Bacteroides cellulosilyticus] 
gi|494407374|ref|WP_007214962.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407376|ref|WP_007214963.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407378|ref|WP_007214964.1|	MULTISPECIES: MFS transporter [Bacteroides] 
gi|494407381|ref|WP_007214965.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407383|ref|WP_007214966.1|	MULTISPECIES: ROK family transcriptional regulator [Bacteroides] 
gi|494407385|ref|WP_007214967.1|	heat-shock protein Hsp90 [Bacteroides cellulosilyticus] 
gi|494407387|ref|WP_007214968.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407389|ref|WP_007214969.1|	metallophosphatase [Bacteroides cellulosilyticus] 
gi|494407391|ref|WP_007214970.1|	MULTISPECIES: 1,4-dihydroxy-2-naphthoate prenyltransferase [Bacteroides] 
gi|494407393|ref|WP_007214971.1|	MULTISPECIES: dTDP-glucose 4,6-dehydratase [Bacteroides] 
gi|494407395|ref|WP_007214972.1|	MULTISPECIES: glucose-1-phosphate thymidylyltransferase [Bacteroides] 
gi|494407397|ref|WP_007214973.1|	MULTISPECIES: phosphoesterase [Bacteroides] 
gi|494407399|ref|WP_007214974.1|	polyphosphate kinase [Bacteroides cellulosilyticus] 
gi|494407401|ref|WP_007214975.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407404|ref|WP_007214976.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407406|ref|WP_007214977.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494407408|ref|WP_007214978.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407410|ref|WP_007214979.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407412|ref|WP_007214980.1|	MULTISPECIES: adenylosuccinate synthetase [Bacteroides] 
gi|494407414|ref|WP_007214981.1|	MULTISPECIES: iron transporter [Bacteroides] 
gi|494407416|ref|WP_007214982.1|	peptidase [Bacteroides cellulosilyticus] 
gi|494407418|ref|WP_007214983.1|	dihydrofolate reductase [Bacteroides cellulosilyticus] 
gi|494407420|ref|WP_007214984.1|	MULTISPECIES: AraC family transcriptional regulator [Bacteroides] 
gi|494407422|ref|WP_007214985.1|	ATP-dependent DNA helicase RecQ [Bacteroides cellulosilyticus] 
gi|494407424|ref|WP_007214986.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407426|ref|WP_007214987.1|	MULTISPECIES: cysteine synthase [Bacteroides] 
gi|494407428|ref|WP_007214988.1|	MULTISPECIES: cation transporter [Bacteroides] 
gi|494407430|ref|WP_007214989.1|	MULTISPECIES: 3-isopropylmalate dehydrogenase [Bacteroides] 
gi|494407432|ref|WP_007214990.1|	MULTISPECIES: 2-isopropylmalate synthase [Bacteroides] 
gi|494407434|ref|WP_007214991.1|	MULTISPECIES: 3-isopropylmalate dehydratase small subunit [Bacteroides] 
gi|494407436|ref|WP_007214992.1|	3-isopropylmalate dehydratase large subunit [Bacteroides cellulosilyticus] 
gi|494407438|ref|WP_007214993.1|	2-isopropylmalate synthase [Bacteroides cellulosilyticus] 
gi|494407440|ref|WP_007214994.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407442|ref|WP_007214995.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407444|ref|WP_007214996.1|	ribose 5-phosphate isomerase [Bacteroides cellulosilyticus] 
gi|494407447|ref|WP_007214997.1|	MULTISPECIES: glycoside hydrolase [Bacteroides] 
gi|494407449|ref|WP_007214998.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407451|ref|WP_007214999.1|	ferredoxin [Bacteroides cellulosilyticus] 
gi|494407453|ref|WP_007215000.1|	2-ketoisovalerate ferredoxin reductase [Bacteroides cellulosilyticus] 
gi|494407455|ref|WP_007215001.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407458|ref|WP_007215002.1|	MULTISPECIES: 2-oxoglutarate oxidoreductase [Bacteroides] 
gi|494407460|ref|WP_007215003.1|	MULTISPECIES: 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [Bacteroides] 
gi|494407462|ref|WP_007215004.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407464|ref|WP_007215005.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407466|ref|WP_007215006.1|	glutamine ABC transporter substrate-binding protein [Bacteroides cellulosilyticus] 
gi|494407468|ref|WP_007215007.1|	NAD synthetase [Bacteroides cellulosilyticus] 
gi|494407470|ref|WP_007215008.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407472|ref|WP_007215009.1|	MULTISPECIES: Fur family transcriptional regulator [Bacteroides] 
gi|494407474|ref|WP_007215010.1|	MULTISPECIES: rubrerythrin [Bacteroides] 
gi|494407476|ref|WP_007215011.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407478|ref|WP_007215012.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407480|ref|WP_007215013.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407482|ref|WP_007215014.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407484|ref|WP_007215015.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407486|ref|WP_007215016.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407488|ref|WP_007215017.1|	glycan metabolism protein RagB [Bacteroides cellulosilyticus] 
gi|494407490|ref|WP_007215018.1|	TonB-linked outer membrane protein [Bacteroides cellulosilyticus] 
gi|494407492|ref|WP_007215019.1|	MULTISPECIES: glycan metabolism protein RagB [Bacteroides] 
gi|494407494|ref|WP_007215020.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407496|ref|WP_007215021.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407498|ref|WP_007215022.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407500|ref|WP_007215023.1|	RNA polymerase sigma70 factor [Bacteroides cellulosilyticus] 
gi|494407502|ref|WP_007215024.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407504|ref|WP_007215025.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407506|ref|WP_007215026.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407508|ref|WP_007215027.1|	MULTISPECIES: guanine deaminase [Bacteroides] 
gi|494407510|ref|WP_007215028.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407542|ref|WP_007215029.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407552|ref|WP_007215030.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407554|ref|WP_007215031.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407561|ref|WP_007215032.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407569|ref|WP_007215033.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407571|ref|WP_007215034.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407577|ref|WP_007215035.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407585|ref|WP_007215036.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407587|ref|WP_007215037.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407600|ref|WP_007215038.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407656|ref|WP_007215039.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407658|ref|WP_007215040.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407669|ref|WP_007215041.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407677|ref|WP_007215042.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407685|ref|WP_007215043.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407695|ref|WP_007215044.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407705|ref|WP_007215045.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407707|ref|WP_007215046.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407716|ref|WP_007215047.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407718|ref|WP_007215048.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407725|ref|WP_007215049.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407734|ref|WP_007215050.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407743|ref|WP_007215051.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407745|ref|WP_007215052.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407753|ref|WP_007215053.1|	DNA-binding protein [Bacteroides cellulosilyticus] 
gi|494407770|ref|WP_007215054.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407772|ref|WP_007215055.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407781|ref|WP_007215056.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407791|ref|WP_007215057.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407802|ref|WP_007215058.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407810|ref|WP_007215059.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407812|ref|WP_007215060.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407829|ref|WP_007215061.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407836|ref|WP_007215062.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407845|ref|WP_007215063.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407854|ref|WP_007215064.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407864|ref|WP_007215065.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407866|ref|WP_007215066.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407875|ref|WP_007215067.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407877|ref|WP_007215068.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407886|ref|WP_007215069.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407888|ref|WP_007215070.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407895|ref|WP_007215071.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407904|ref|WP_007215072.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407911|ref|WP_007215073.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407912|ref|WP_007215074.1|	membrane protein [Bacteroides cellulosilyticus] 
gi|494407920|ref|WP_007215075.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407922|ref|WP_007215076.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407933|ref|WP_007215077.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407941|ref|WP_007215078.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407953|ref|WP_007215079.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407963|ref|WP_007215080.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407965|ref|WP_007215081.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494407967|ref|WP_007215082.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494407978|ref|WP_007215083.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407986|ref|WP_007215084.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494407996|ref|WP_007215085.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494408006|ref|WP_007215086.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494408015|ref|WP_007215087.1|	MULTISPECIES: RNA polymerase sigma factor [Bacteroides] 
