gi|495106006|ref|WP_007830829.1|	hypothetical protein [Bacteroides dorei] 
gi|495113483|ref|WP_007838303.1|	MULTISPECIES: biotin synthase [Bacteroides] 
gi|495113487|ref|WP_007838307.1|	MULTISPECIES: adenosylmethionine--8-amino-7-oxononanoate aminotransferase [Bacteroides] 
gi|495113489|ref|WP_007838309.1|	8-amino-7-oxononanoate synthase [Bacteroides dorei] 
gi|495113491|ref|WP_007838311.1|	biotin synthase [Bacteroides dorei] 
gi|495113493|ref|WP_007838313.1|	MULTISPECIES: malonyl-CoA O-methyltransferase [Bacteroides] 
gi|495113494|ref|WP_007838314.1|	MULTISPECIES: dithiobiotin synthetase [Bacteroides] 
gi|495113495|ref|WP_007838315.1|	MULTISPECIES: glutamine synthetase [Bacteroides] 
gi|495113496|ref|WP_007838316.1|	MULTISPECIES: ammonium transporter [Bacteroides] 
gi|495113497|ref|WP_007838317.1|	MULTISPECIES: nitrogen regulatory protein P-II [Bacteroidales] 
gi|495113498|ref|WP_007838318.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113499|ref|WP_007838319.1|	aspartate aminotransferase [Bacteroides dorei] 
gi|495113500|ref|WP_007838320.1|	diaminopimelate epimerase [Bacteroides dorei] 
gi|495113501|ref|WP_007838321.1|	hypothetical protein [Bacteroides dorei] 
gi|495113502|ref|WP_007838322.1|	molybdenum ABC transporter ATP-binding protein [Bacteroides dorei] 
gi|495113503|ref|WP_007838323.1|	MULTISPECIES: dihydrodipicolinate synthase [Bacteroides] 
gi|495113504|ref|WP_007838324.1|	MULTISPECIES: sodium:solute symporter [Bacteroides] 
gi|495113505|ref|WP_007838325.1|	2-nitropropane dioxygenase [Bacteroides dorei] 
gi|495113506|ref|WP_007838326.1|	MULTISPECIES: C4-dicarboxylate ABC transporter [Bacteroides] 
gi|495113507|ref|WP_007838327.1|	L-asparaginase [Bacteroides dorei] 
gi|495113508|ref|WP_007838328.1|	hypothetical protein [Bacteroides dorei] 
gi|495113511|ref|WP_007838331.1|	hypothetical protein [Bacteroides dorei] 
gi|495113513|ref|WP_007838333.1|	MULTISPECIES: DNA polymerase [Bacteroides] 
gi|495113520|ref|WP_007838340.1|	sodium:proton antiporter [Bacteroides dorei] 
gi|495113521|ref|WP_007838341.1|	6-phosphogluconate dehydrogenase [Bacteroides dorei] 
gi|495113522|ref|WP_007838342.1|	glucose-6-phosphate 1-dehydrogenase [Bacteroides dorei] 
gi|495113523|ref|WP_007838343.1|	MULTISPECIES: 6-phosphogluconolactonase [Bacteroides] 
gi|495113524|ref|WP_007838344.1|	cytochrome D ubiquinol oxidase subunit II [Bacteroides dorei] 
gi|495113525|ref|WP_007838345.1|	cytochrome C oxidase subunit II [Bacteroides dorei] 
gi|495113526|ref|WP_007838346.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|495113527|ref|WP_007838347.1|	transporter [Bacteroides dorei] 
gi|495113528|ref|WP_007838348.1|	MULTISPECIES: hemolysin D [Bacteroides] 
gi|495113534|ref|WP_007838354.1|	MULTISPECIES: macrolide ABC transporter ATP-binding protein [Bacteroides] 
gi|495113537|ref|WP_007838356.1|	MULTISPECIES: multidrug ABC transporter substrate-binding protein [Bacteroides] 
gi|495113540|ref|WP_007838359.1|	hypothetical protein [Bacteroides dorei] 
gi|495113542|ref|WP_007838361.1|	histidine kinase [Bacteroides dorei] 
gi|495113544|ref|WP_007838363.1|	MULTISPECIES: chemotaxis protein CheY [Bacteroides] 
gi|495113546|ref|WP_007838365.1|	hypothetical protein [Bacteroides dorei] 
gi|495113548|ref|WP_007838367.1|	membrane protein [Bacteroides dorei] 
gi|495113553|ref|WP_007838372.1|	cation-binding protein [Bacteroides dorei] 
gi|495113554|ref|WP_007838373.1|	MULTISPECIES: LuxR family transcriptional regulator [Bacteroides] 
gi|495113556|ref|WP_007838375.1|	MULTISPECIES: Fe-S oxidoreductase [Bacteroides] 
gi|495113558|ref|WP_007838377.1|	MULTISPECIES: 4Fe-4S ferredoxin [Bacteroides] 
gi|495113560|ref|WP_007838379.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113562|ref|WP_007838381.1|	hypothetical protein [Bacteroides dorei] 
gi|495113564|ref|WP_007838383.1|	pyruvate formate lyase-activating protein [Bacteroides dorei] 
gi|495113565|ref|WP_007838384.1|	MULTISPECIES: pyruvate formate-lyase [Bacteroides] 
gi|495113568|ref|WP_007838387.1|	MULTISPECIES: glycosyltransferase [Bacteroides] 
gi|495113570|ref|WP_007838389.1|	MULTISPECIES: pyridoxamine 5'-phosphate oxidase [Bacteroides] 
gi|495113574|ref|WP_007838393.1|	hypothetical protein [Bacteroides dorei] 
gi|495113576|ref|WP_007838395.1|	iron transporter FeoB [Bacteroides dorei] 
gi|495113579|ref|WP_007838398.1|	MULTISPECIES: tRNA(Ile)-lysidine synthetase [Bacteroides] 
gi|495113581|ref|WP_007838400.1|	hypothetical protein [Bacteroides dorei] 
gi|495113583|ref|WP_007838402.1|	RNA methyltransferase [Bacteroides dorei] 
gi|495113584|ref|WP_007838403.1|	MULTISPECIES: DNA repair protein RecN [Bacteroides] 
gi|495113586|ref|WP_007838405.1|	phosphopantothenoylcysteine decarboxylase [Bacteroides dorei] 
gi|492436155|ref|WP_005843449.1|	MULTISPECIES: DNA polymerase III subunit epsilon [Bacteroides] 
gi|495113588|ref|WP_007838407.1|	DNA polymerase III subunit beta [Bacteroides dorei] 
gi|492436161|ref|WP_005843453.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113589|ref|WP_007838408.1|	hypothetical protein [Bacteroides dorei] 
gi|495113590|ref|WP_007838409.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113591|ref|WP_007838410.1|	transposase [Bacteroides dorei] 
gi|495113592|ref|WP_007838411.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113593|ref|WP_007838412.1|	hypothetical protein [Bacteroides dorei] 
gi|495113594|ref|WP_007838413.1|	hypothetical protein [Bacteroides dorei] 
gi|495113595|ref|WP_007838414.1|	glycogen synthase [Bacteroides dorei] 
gi|492436172|ref|WP_005843459.1|	MULTISPECIES: pantoate--beta-alanine ligase [Bacteroides] 
gi|492436175|ref|WP_005843461.1|	MULTISPECIES: aspartate decarboxylase [Bacteroides] 
gi|495113596|ref|WP_007838415.1|	MULTISPECIES: fructose-1,6-bisphosphatase [Bacteroides] 
gi|495113597|ref|WP_007838416.1|	MULTISPECIES: transporter [Bacteroides] 
gi|495113599|ref|WP_007838418.1|	MULTISPECIES: NADH pyrophosphatase [Bacteroides] 
gi|495113602|ref|WP_007838421.1|	RNA-binding protein [Bacteroides dorei] 
gi|495113606|ref|WP_007838425.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113608|ref|WP_007838427.1|	hypothetical protein [Bacteroides dorei] 
gi|495113610|ref|WP_007838429.1|	hypothetical protein [Bacteroides dorei] 
gi|495113612|ref|WP_007838431.1|	glycosyl hydrolase family 2 [Bacteroides dorei] 
gi|495113614|ref|WP_007838433.1|	chemotaxis protein CheY [Bacteroides dorei] 
gi|495113617|ref|WP_007838436.1|	endonuclease [Bacteroides dorei] 
gi|495113618|ref|WP_007838437.1|	MULTISPECIES: TonB-linked outer membrane protein [Bacteroides] 
gi|495113619|ref|WP_007838438.1|	MULTISPECIES: glycan metabolism protein RagB [Bacteroides] 
gi|495113620|ref|WP_007838439.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113621|ref|WP_007838440.1|	MULTISPECIES: polysaccharide lyase [Bacteroides] 
gi|495113622|ref|WP_007838441.1|	hypothetical protein [Bacteroides dorei] 
gi|495113623|ref|WP_007838442.1|	polysaccharide lyase [Bacteroides dorei] 
gi|495113625|ref|WP_007838444.1|	pectin lyase [Bacteroides dorei] 
gi|495113627|ref|WP_007838446.1|	MULTISPECIES: RNA polymerase sigma70 [Bacteroides] 
gi|495113629|ref|WP_007838448.1|	hypothetical protein [Bacteroides dorei] 
gi|495113631|ref|WP_007838450.1|	collagen-binding protein [Bacteroides dorei] 
gi|495113632|ref|WP_007838451.1|	starch-binding protein [Bacteroides dorei] 
gi|495113634|ref|WP_007838453.1|	TonB-linked outer membrane protein [Bacteroides dorei] 
gi|495113637|ref|WP_007838456.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113639|ref|WP_007838458.1|	histidine acid phosphatase [Bacteroides dorei] 
gi|495113641|ref|WP_007838460.1|	methylcobamide:CoM methyltransferase [Bacteroides dorei] 
gi|495113642|ref|WP_007838461.1|	MULTISPECIES: methionine synthase [Bacteroides] 
gi|495113643|ref|WP_007838462.1|	hypothetical protein [Bacteroides dorei] 
gi|495113644|ref|WP_007838463.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113645|ref|WP_007838464.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113646|ref|WP_007838465.1|	alpha-glucosidase [Bacteroides dorei] 
gi|495113647|ref|WP_007838466.1|	pectin lyase [Bacteroides dorei] 
gi|495113648|ref|WP_007838467.1|	transcription termination factor Rho [Bacteroides dorei] 
gi|495113650|ref|WP_007838469.1|	endoribonuclease L-PSP [Bacteroides dorei] 
gi|495113652|ref|WP_007838471.1|	hypothetical protein [Bacteroides dorei] 
gi|495113653|ref|WP_007838472.1|	hydrolase [Bacteroides dorei] 
gi|495113654|ref|WP_007838473.1|	lactoylglutathione lyase [Bacteroides dorei] 
gi|495113655|ref|WP_007838474.1|	hypothetical protein [Bacteroides dorei] 
gi|495113656|ref|WP_007838475.1|	ABC transporter [Bacteroides dorei] 
gi|495113657|ref|WP_007838476.1|	integrase [Bacteroides dorei] 
gi|495113660|ref|WP_007838479.1|	hypothetical protein [Bacteroides dorei] 
gi|495113662|ref|WP_007838481.1|	transcriptional regulator [Bacteroides dorei] 
gi|495113664|ref|WP_007838483.1|	hypothetical protein [Bacteroides dorei] 
gi|495113665|ref|WP_007838484.1|	hypothetical protein [Bacteroides dorei] 
gi|495113666|ref|WP_007838485.1|	hypothetical protein [Bacteroides dorei] 
gi|495113667|ref|WP_007838486.1|	sugar transporter [Bacteroides dorei] 
gi|495113668|ref|WP_007838487.1|	hypothetical protein [Bacteroides dorei] 
gi|495113670|ref|WP_007838489.1|	hypothetical protein [Bacteroides dorei] 
gi|495113672|ref|WP_007838491.1|	hypothetical protein [Bacteroides dorei] 
gi|495113674|ref|WP_007838493.1|	hypothetical protein [Bacteroides dorei] 
gi|495113676|ref|WP_007838495.1|	hypothetical protein [Bacteroides dorei] 
gi|495113678|ref|WP_007838497.1|	hypothetical protein [Bacteroides dorei] 
gi|495113680|ref|WP_007838499.1|	hypothetical protein [Bacteroides dorei] 
gi|495113682|ref|WP_007838501.1|	membrane protein [Bacteroides dorei] 
gi|495113683|ref|WP_007838502.1|	hypothetical protein [Bacteroides dorei] 
gi|495113685|ref|WP_007838504.1|	glycosyltransferase [Bacteroides dorei] 
gi|495113686|ref|WP_007838505.1|	hypothetical protein [Bacteroides dorei] 
gi|495113687|ref|WP_007838506.1|	hypothetical protein [Bacteroides dorei] 
gi|495113688|ref|WP_007838507.1|	hypothetical protein [Bacteroides dorei] 
gi|495113689|ref|WP_007838508.1|	N-acetylmuramoyl-L-alanine amidase [Bacteroides dorei] 
gi|492447536|ref|WP_005846750.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|495113691|ref|WP_007838510.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113693|ref|WP_007838512.1|	hypothetical protein [Bacteroides dorei] 
gi|495113694|ref|WP_007838513.1|	hypothetical protein [Bacteroides dorei] 
gi|495113695|ref|WP_007838514.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|492448783|ref|WP_005847786.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113696|ref|WP_007838515.1|	hypothetical protein [Bacteroides dorei] 
gi|495113697|ref|WP_007838516.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113698|ref|WP_007838517.1|	hypothetical protein partial [Bacteroides dorei] 
gi|495113700|ref|WP_007838519.1|	MULTISPECIES: GTP-binding protein YsxC [Bacteroides] 
gi|495113702|ref|WP_007838521.1|	hypothetical protein [Bacteroides dorei] 
gi|495113703|ref|WP_007838522.1|	hypothetical protein [Bacteroides dorei] 
gi|495113705|ref|WP_007838524.1|	hypothetical protein [Bacteroides dorei] 
gi|495113706|ref|WP_007838525.1|	recombinase RecR [Bacteroides dorei] 
gi|495113708|ref|WP_007838527.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113710|ref|WP_007838529.1|	MULTISPECIES: acetyltransferase [Bacteroides] 
gi|492447583|ref|WP_005846781.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113712|ref|WP_007838531.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113713|ref|WP_007838532.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113714|ref|WP_007838533.1|	hypothetical protein [Bacteroides dorei] 
gi|495113715|ref|WP_007838534.1|	sensor histidine kinase [Bacteroides dorei] 
gi|495113716|ref|WP_007838535.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113717|ref|WP_007838536.1|	glycoside hydrolase [Bacteroides dorei] 
gi|495113718|ref|WP_007838537.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113719|ref|WP_007838538.1|	hydroxylamine reductase [Bacteroides dorei] 
gi|495113720|ref|WP_007838539.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|495113721|ref|WP_007838540.1|	hypothetical protein partial [Bacteroides dorei] 
gi|495113723|ref|WP_007838542.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113725|ref|WP_007838544.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113726|ref|WP_007838545.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|495113727|ref|WP_007838546.1|	sensor histidine kinase [Bacteroides dorei] 
gi|495113728|ref|WP_007838547.1|	hypothetical protein [Bacteroides dorei] 
gi|495113729|ref|WP_007838548.1|	MULTISPECIES: phosphoesterase [Bacteroides] 
gi|495113730|ref|WP_007838549.1|	MULTISPECIES: glycosyltransferase [Bacteroides] 
gi|492447632|ref|WP_005846813.1|	MULTISPECIES: polyphosphate kinase [Bacteroides] 
gi|492447635|ref|WP_005846815.1|	MULTISPECIES: exopolyphosphatase [Bacteroides] 
gi|495113733|ref|WP_007838552.1|	peptidase M28 [Bacteroides dorei] 
gi|492447642|ref|WP_005846820.1|	MULTISPECIES: F0F1 ATP synthase subunit beta [Bacteroides] 
gi|495113736|ref|WP_007838555.1|	MULTISPECIES: ATP synthase subunit epsilon [Bacteroides] 
gi|495113739|ref|WP_007838558.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113740|ref|WP_007838559.1|	ATP synthase subunit A [Bacteroides dorei] 
gi|492447654|ref|WP_005846828.1|	MULTISPECIES: ATP synthase subunit C [Bacteroides] 
gi|492447658|ref|WP_005846830.1|	MULTISPECIES: ATP synthase subunit B [Bacteroides] 
gi|492447662|ref|WP_005846833.1|	MULTISPECIES: F0F1 ATP synthase subunit delta [Bacteroides] 
gi|495113741|ref|WP_007838560.1|	MULTISPECIES: F0F1 ATP synthase subunit alpha [Bacteroides] 
gi|495113743|ref|WP_007838562.1|	MULTISPECIES: F0F1 ATP synthase subunit gamma [Bacteroides] 
gi|495113745|ref|WP_007838564.1|	methyltransferase [Bacteroides dorei] 
gi|495113747|ref|WP_007838566.1|	hypothetical protein [Bacteroides dorei] 
gi|495113749|ref|WP_007838568.1|	MULTISPECIES: ATPase [Bacteroides] 
gi|495113751|ref|WP_007838570.1|	hypothetical protein [Bacteroides dorei] 
gi|495113753|ref|WP_007838572.1|	MULTISPECIES: porin [Bacteroides] 
gi|495113754|ref|WP_007838573.1|	MULTISPECIES: 2-aminoethylphosphonate:pyruvate aminotransferase [Bacteroides] 
gi|495113755|ref|WP_007838574.1|	MULTISPECIES: phosphonoacetaldehyde hydrolase [Bacteroides] 
gi|495113756|ref|WP_007838575.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|495113757|ref|WP_007838576.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113759|ref|WP_007838578.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113761|ref|WP_007838580.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113763|ref|WP_007838582.1|	hypothetical protein [Bacteroides dorei] 
gi|495113765|ref|WP_007838584.1|	hypothetical protein [Bacteroides dorei] 
gi|495113767|ref|WP_007838586.1|	rteB response regulator [Bacteroides dorei] 
gi|495113769|ref|WP_007838588.1|	hypothetical protein [Bacteroides dorei] 
gi|495113770|ref|WP_007838589.1|	hypothetical protein [Bacteroides dorei] 
gi|495113771|ref|WP_007838590.1|	hypothetical protein [Bacteroides dorei] 
gi|495113772|ref|WP_007838591.1|	hypothetical protein [Bacteroides dorei] 
gi|495113773|ref|WP_007838592.1|	hypothetical protein [Bacteroides dorei] 
gi|495113774|ref|WP_007838593.1|	hypothetical protein [Bacteroides dorei] 
gi|495113775|ref|WP_007838594.1|	hypothetical protein [Bacteroides dorei] 
gi|495113776|ref|WP_007838595.1|	NADP-dependent alcohol dehydrogenase [Bacteroides dorei] 
gi|495113777|ref|WP_007838596.1|	alcohol dehydrogenase [Bacteroides dorei] 
gi|495113778|ref|WP_007838597.1|	2,5-diketo-D-gluconic acid reductase [Bacteroides dorei] 
gi|495113779|ref|WP_007838598.1|	hypothetical protein [Bacteroides dorei] 
gi|495113780|ref|WP_007838599.1|	O-acetyltransferase [Bacteroides dorei] 
gi|495113781|ref|WP_007838600.1|	hypothetical protein [Bacteroides dorei] 
gi|495113782|ref|WP_007838601.1|	hypothetical protein [Bacteroides dorei] 
gi|495113783|ref|WP_007838602.1|	hypothetical protein [Bacteroides dorei] 
gi|495113788|ref|WP_007838607.1|	maltose O-acetyltransferase [Bacteroides dorei] 
gi|495113790|ref|WP_007838609.1|	hypothetical protein [Bacteroides dorei] 
gi|495113791|ref|WP_007838610.1|	AraC family transcriptional regulator [Bacteroides dorei] 
gi|495113792|ref|WP_007838611.1|	hypothetical protein [Bacteroides dorei] 
gi|495113793|ref|WP_007838612.1|	CTP synthase [Bacteroides dorei] 
gi|495113794|ref|WP_007838613.1|	DNA-binding protein [Bacteroides dorei] 
gi|495113795|ref|WP_007838614.1|	hypothetical protein [Bacteroides dorei] 
gi|495113796|ref|WP_007838615.1|	tyrosine recombinase [Bacteroides dorei] 
gi|495113797|ref|WP_007838616.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|495113798|ref|WP_007838617.1|	DNA repair ATPase [Bacteroides dorei] 
gi|495113799|ref|WP_007838618.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113800|ref|WP_007838619.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113801|ref|WP_007838620.1|	hypothetical protein [Bacteroides dorei] 
gi|495113802|ref|WP_007838621.1|	NADH-dependent butanol dehydrogenase [Bacteroides dorei] 
gi|495113804|ref|WP_007838623.1|	formate--tetrahydrofolate ligase [Bacteroides dorei] 
gi|495113805|ref|WP_007838624.1|	hypothetical protein [Bacteroides dorei] 
gi|495113806|ref|WP_007838625.1|	hypothetical protein [Bacteroides dorei] 
gi|495113807|ref|WP_007838626.1|	hypothetical protein [Bacteroides dorei] 
gi|495113808|ref|WP_007838627.1|	peptidase S9 [Bacteroides dorei] 
gi|495113810|ref|WP_007838629.1|	glycine dehydrogenase [Bacteroides dorei] 
gi|495113812|ref|WP_007838631.1|	metallo-beta-lactamase [Bacteroides dorei] 
gi|495113813|ref|WP_007838632.1|	MULTISPECIES: 16S rRNA methyltransferase [Bacteroides] 
gi|495113814|ref|WP_007838633.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113815|ref|WP_007838634.1|	cation-transporting ATPase [Bacteroides dorei] 
gi|495113816|ref|WP_007838635.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495113817|ref|WP_007838636.1|	hypothetical protein [Bacteroides dorei] 
gi|495113818|ref|WP_007838637.1|	recombinase [Bacteroides dorei] 
gi|495113819|ref|WP_007838638.1|	recombinase [Bacteroides dorei] 
gi|495113820|ref|WP_007838639.1|	excisionase [Bacteroides dorei] 
gi|495113821|ref|WP_007838640.1|	excisionase [Bacteroides dorei] 
gi|495113822|ref|WP_007838641.1|	transcriptional regulator [Bacteroides dorei] 
gi|495113823|ref|WP_007838642.1|	hypothetical protein [Bacteroides dorei] 
gi|495113824|ref|WP_007838643.1|	rteB response regulator [Bacteroides dorei] 
gi|495113825|ref|WP_007838644.1|	histidine kinase [Bacteroides dorei] 
gi|495113827|ref|WP_007838646.1|	hypothetical protein [Bacteroides dorei] 
gi|495113828|ref|WP_007838647.1|	hypothetical protein [Bacteroides dorei] 
gi|495113830|ref|WP_007838649.1|	beta-glycosidase [Bacteroides dorei] 
gi|495113831|ref|WP_007838650.1|	glycoside hydrolase [Bacteroides dorei] 
gi|495113832|ref|WP_007838651.1|	polygalacturonase [Bacteroides dorei] 
gi|495113833|ref|WP_007838652.1|	glucuronate isomerase [Bacteroides dorei] 
gi|495113834|ref|WP_007838653.1|	hypothetical protein [Bacteroides dorei] 
gi|495113835|ref|WP_007838654.1|	hypothetical protein [Bacteroides dorei] 
gi|495113836|ref|WP_007838655.1|	hypothetical protein [Bacteroides dorei] 
gi|495113837|ref|WP_007838656.1|	hypothetical protein [Bacteroides dorei] 
gi|495113839|ref|WP_007838658.1|	starch-binding protein [Bacteroides dorei] 
gi|495113840|ref|WP_007838659.1|	membrane protein [Bacteroides dorei] 
gi|495113841|ref|WP_007838660.1|	chemotaxis protein CheY [Bacteroides dorei] 
gi|495113842|ref|WP_007838661.1|	hypothetical protein [Bacteroides dorei] 
gi|495113843|ref|WP_007838662.1|	carbohydrate esterase [Bacteroides dorei] 
