gi|491884269|ref|WP_005651557.1|	hypothetical protein partial [Bacteroides stercoris] 
gi|491894336|ref|WP_005657646.1|	biotin--acetyl-CoA-carboxylase ligase [Bacteroides stercoris] 
gi|491894339|ref|WP_005657648.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894342|ref|WP_005657650.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894345|ref|WP_005657652.1|	GntR family transcriptional regulator [Bacteroides stercoris] 
gi|491894348|ref|WP_005657654.1|	AraC family transcriptional reguator [Bacteroides stercoris] 
gi|491894351|ref|WP_005657656.1|	copper transporter [Bacteroides stercoris] 
gi|491894354|ref|WP_005657658.1|	MULTISPECIES: uridylate kinase [Bacteroides] 
gi|491894357|ref|WP_005657660.1|	ribosome recycling factor [Bacteroides stercoris] 
gi|491894360|ref|WP_005657662.1|	MULTISPECIES: GTPase RsgA [Bacteroides] 
gi|491894363|ref|WP_005657664.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894366|ref|WP_005657666.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|491894369|ref|WP_005657668.1|	acriflavin resistance protein [Bacteroides stercoris] 
gi|491894372|ref|WP_005657670.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894374|ref|WP_005657671.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894377|ref|WP_005657673.1|	pectate lyase [Bacteroides stercoris] 
gi|491894381|ref|WP_005657676.1|	fumarate hydratase [Bacteroides stercoris] 
gi|491894383|ref|WP_005657677.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894386|ref|WP_005657679.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894389|ref|WP_005657681.1|	GTPase HflX [Bacteroides stercoris] 
gi|491894392|ref|WP_005657683.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894395|ref|WP_005657685.1|	TonB-linked outer membrane protein [Bacteroides stercoris] 
gi|491894399|ref|WP_005657687.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894403|ref|WP_005657689.1|	hypothetical protein [Bacteroides stercoris] 
gi|491886871|ref|WP_005653000.1|	MULTISPECIES: tyrosine recombinase [Bacteroides] 
gi|491886872|ref|WP_005653001.1|	TonB-linked outer membrane protein [Bacteroides stercoris] 
gi|491886875|ref|WP_005653004.1|	hypothetical protein [Bacteroides stercoris] 
gi|491886877|ref|WP_005653006.1|	ATPase [Bacteroides stercoris] 
gi|491894406|ref|WP_005657691.1|	hypothetical protein partial [Bacteroides stercoris] 
gi|491894450|ref|WP_005657705.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894452|ref|WP_005657706.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894454|ref|WP_005657707.1|	MULTISPECIES: peptide chain release factor 3 [Bacteroides] 
gi|491894457|ref|WP_005657709.1|	dTDP-4-dehydrorhamnose reductase [Bacteroides stercoris] 
gi|491894460|ref|WP_005657711.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894463|ref|WP_005657713.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491894468|ref|WP_005657716.1|	MULTISPECIES: phosphoribosylformylglycinamidine synthase [Bacteroides] 
gi|491894471|ref|WP_005657718.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894474|ref|WP_005657720.1|	sensor histidine kinase [Bacteroides stercoris] 
gi|491894974|ref|WP_005657723.1|	chromate transporter [Bacteroides stercoris] 
gi|491894980|ref|WP_005657727.1|	chromate transporter [Bacteroides stercoris] 
gi|491894983|ref|WP_005657729.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894987|ref|WP_005657732.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894990|ref|WP_005657734.1|	hypothetical protein [Bacteroides stercoris] 
gi|491894994|ref|WP_005657737.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491894998|ref|WP_005657740.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|491895001|ref|WP_005657741.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895004|ref|WP_005657743.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895007|ref|WP_005657745.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895009|ref|WP_005657746.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895012|ref|WP_005657748.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895014|ref|WP_005657749.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895019|ref|WP_005657752.1|	sensor histidine kinase [Bacteroides stercoris] 
gi|491895022|ref|WP_005657754.1|	2-dehydro-3-deoxygluconokinase [Bacteroides stercoris] 
gi|491895024|ref|WP_005657755.1|	MULTISPECIES: major facilitator transporter [Bacteroides] 
gi|491895028|ref|WP_005657757.1|	2,6-beta-D-fructofuranosidase [Bacteroides stercoris] 
gi|491895031|ref|WP_005657759.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895033|ref|WP_005657760.1|	TonB-linked outer membrane protein [Bacteroides stercoris] 
gi|491895037|ref|WP_005657762.1|	glycan metabolism protein RagB [Bacteroides stercoris] 
gi|491895040|ref|WP_005657764.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895042|ref|WP_005657765.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895045|ref|WP_005657767.1|	hypothetical protein [Bacteroides stercoris] 
gi|491888112|ref|WP_005653833.1|	transposase [Bacteroides stercoris] 
gi|491888109|ref|WP_005653831.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895049|ref|WP_005657769.1|	glycosyl hydrolase family 3 [Bacteroides stercoris] 
gi|491895052|ref|WP_005657771.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895055|ref|WP_005657773.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895058|ref|WP_005657775.1|	MULTISPECIES: transporter [Bacteroides] 
gi|491895062|ref|WP_005657777.1|	MULTISPECIES: preprotein translocase subunit SecG [Bacteroides] 
gi|491895065|ref|WP_005657779.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895068|ref|WP_005657781.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895071|ref|WP_005657783.1|	ATPase AAA [Bacteroides stercoris] 
gi|491895074|ref|WP_005657785.1|	4-hydroxythreonine-4-phosphate dehydrogenase [Bacteroides stercoris] 
gi|491895076|ref|WP_005657786.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895079|ref|WP_005657788.1|	50S rRNA methyltransferase [Bacteroides stercoris] 
gi|491895082|ref|WP_005657790.1|	peptidylprolyl isomerase [Bacteroides stercoris] 
gi|491895085|ref|WP_005657792.1|	hemolysin [Bacteroides stercoris] 
gi|491895091|ref|WP_005657795.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895094|ref|WP_005657797.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895097|ref|WP_005657799.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|491895101|ref|WP_005657801.1|	pantothenate kinase [Bacteroides stercoris] 
gi|491895104|ref|WP_005657803.1|	membrane protein [Bacteroides stercoris] 
gi|491895107|ref|WP_005657805.1|	alkaline phosphatase [Bacteroides stercoris] 
gi|491895112|ref|WP_005657808.1|	preprotein translocase subunit SecA [Bacteroides stercoris] 
gi|491895115|ref|WP_005657810.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895119|ref|WP_005657812.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895121|ref|WP_005657813.1|	valyl-tRNA synthetase [Bacteroides stercoris] 
gi|491895125|ref|WP_005657816.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895130|ref|WP_005657819.1|	zinc-binding protein [Bacteroides stercoris] 
gi|491895133|ref|WP_005657821.1|	MULTISPECIES: nucleoside triphosphate pyrophosphohydrolase [Bacteroides] 
gi|491895136|ref|WP_005657823.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895139|ref|WP_005657825.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895142|ref|WP_005657827.1|	RNA polymerase sigma70 factor [Bacteroides stercoris] 
gi|491895145|ref|WP_005657829.1|	MULTISPECIES: DNA-3-methyladenine glycosylase [Bacteroides] 
gi|491895148|ref|WP_005657831.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895151|ref|WP_005657833.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895154|ref|WP_005657835.1|	30S ribosomal protein S1 [Bacteroides stercoris] 
gi|491895158|ref|WP_005657838.1|	MULTISPECIES: pantothenate kinase [Bacteroides] 
gi|491895160|ref|WP_005657839.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895163|ref|WP_005657840.1|	MULTISPECIES: glutamine synthetase [Bacteroides] 
gi|491895166|ref|WP_005657842.1|	MULTISPECIES: Crp/Fnr family transcriptional regulator [Bacteroides] 
gi|491895168|ref|WP_005657843.1|	thioredoxin reductase [Bacteroides stercoris] 
gi|491895171|ref|WP_005657845.1|	membrane protein [Bacteroides stercoris] 
gi|491895174|ref|WP_005657847.1|	cell division protein FtsK [Bacteroides stercoris] 
gi|491895177|ref|WP_005657849.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895179|ref|WP_005657850.1|	3'-5' exonuclease [Bacteroides stercoris] 
gi|491895182|ref|WP_005657852.1|	MULTISPECIES: SAM-dependent methyltransferase [Bacteroides] 
gi|491895185|ref|WP_005657854.1|	nucleoside permease [Bacteroides stercoris] 
gi|491895188|ref|WP_005657856.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895191|ref|WP_005657858.1|	16S rRNA methyltransferase [Bacteroides stercoris] 
gi|491895194|ref|WP_005657860.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895197|ref|WP_005657862.1|	MULTISPECIES: ABC transporter ATP-binding protein [Bacteroides] 
gi|491895199|ref|WP_005657863.1|	membrane protein [Bacteroides stercoris] 
gi|491895202|ref|WP_005657865.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895205|ref|WP_005657867.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895208|ref|WP_005657869.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895210|ref|WP_005657870.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895213|ref|WP_005657872.1|	tRNA delta(2)-isopentenylpyrophosphate transferase [Bacteroides stercoris] 
gi|491895216|ref|WP_005657874.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895219|ref|WP_005657876.1|	2-dehydro-3-deoxyphosphogluconate aldolase [Bacteroides stercoris] 
gi|491895221|ref|WP_005657877.1|	peptidase M16 [Bacteroides stercoris] 
gi|491895223|ref|WP_005657878.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|491895225|ref|WP_005657879.1|	ATP-binding protein [Bacteroides stercoris] 
gi|491895228|ref|WP_005657880.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895230|ref|WP_005657881.1|	alpha-1 2-mannosidase [Bacteroides stercoris] 
gi|491895232|ref|WP_005657882.1|	MULTISPECIES: glycosidase [Bacteroides] 
gi|491895234|ref|WP_005657883.1|	major facilitator transporter [Bacteroides stercoris] 
gi|491895236|ref|WP_005657884.1|	alpha-1 2-mannosidase [Bacteroides stercoris] 
gi|491895239|ref|WP_005657885.1|	alpha-glucosidase [Bacteroides stercoris] 
gi|491895242|ref|WP_005657887.1|	alpha-1 2-mannosidase [Bacteroides stercoris] 
gi|491895245|ref|WP_005657889.1|	anti-sigma factor [Bacteroides stercoris] 
gi|491895249|ref|WP_005657890.1|	hypothetical protein [Bacteroides stercoris] 
gi|491885181|ref|WP_005651828.1|	transposase [Bacteroides stercoris] 
gi|491895251|ref|WP_005657891.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895253|ref|WP_005657892.1|	membrane protein [Bacteroides stercoris] 
gi|491895255|ref|WP_005657893.1|	RNA polymerase sigma70 factor [Bacteroides stercoris] 
gi|491895257|ref|WP_005657894.1|	alpha-1 2-mannosidase [Bacteroides stercoris] 
gi|491895259|ref|WP_005657895.1|	HPr kinase [Bacteroides stercoris] 
gi|491895261|ref|WP_005657896.1|	50S ribosomal protein L21 [Bacteroides stercoris] 
gi|491895265|ref|WP_005657898.1|	MULTISPECIES: 50S ribosomal protein L27 [Bacteroides] 
gi|491895268|ref|WP_005657900.1|	seryl-tRNA synthetase [Bacteroides stercoris] 
gi|491895272|ref|WP_005657902.1|	2-polyprenylphenol hydroxylase [Bacteroides stercoris] 
gi|491895276|ref|WP_005657904.1|	MULTISPECIES: aspartate decarboxylase [Bacteroides] 
gi|491895279|ref|WP_005657906.1|	MULTISPECIES: pantoate--beta-alanine ligase [Bacteroides] 
gi|491895282|ref|WP_005657908.1|	glycogen synthase [Bacteroides stercoris] 
gi|491895285|ref|WP_005657910.1|	hypothetical protein [Bacteroides stercoris] 
gi|491891824|ref|WP_005656266.1|	transposase [Bacteroides stercoris] 
gi|491895287|ref|WP_005657911.1|	alpha-amylase [Bacteroides stercoris] 
gi|491895292|ref|WP_005657914.1|	4-alpha-glucanotransferase [Bacteroides stercoris] 
gi|491895295|ref|WP_005657916.1|	MULTISPECIES: 4-alpha-glucanotransferase [Bacteroides] 
gi|491895297|ref|WP_005657917.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895299|ref|WP_005657918.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|491895301|ref|WP_005657919.1|	Crp/Fnr family transcriptional regulator [Bacteroides stercoris] 
gi|491895303|ref|WP_005657920.1|	MULTISPECIES: GMP synthase [Bacteroides] 
gi|491895306|ref|WP_005657921.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895313|ref|WP_005657924.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895316|ref|WP_005657926.1|	large conductance mechanosensitive channel protein MscL [Bacteroides stercoris] 
gi|491895319|ref|WP_005657928.1|	glyceraldehyde-3-phosphate dehydrogenase [Bacteroides stercoris] 
gi|491895325|ref|WP_005657932.1|	peptidase M3 [Bacteroides stercoris] 
gi|491895330|ref|WP_005657934.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895334|ref|WP_005657936.1|	MULTISPECIES: CMP deaminase [Bacteroides] 
gi|491895337|ref|WP_005657938.1|	peptidase S41 [Bacteroides stercoris] 
gi|491895341|ref|WP_005657940.1|	5-formyltetrahydrofolate cyclo-ligase [Bacteroides stercoris] 
gi|491895344|ref|WP_005657942.1|	histidinol-phosphatase [Bacteroides stercoris] 
gi|491895347|ref|WP_005657944.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895350|ref|WP_005657946.1|	DNA repair protein RecF [Bacteroides stercoris] 
gi|491895353|ref|WP_005657948.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895356|ref|WP_005657950.1|	MULTISPECIES: 6,7-dimethyl-8-ribityllumazine synthase [Bacteroides] 
gi|491889743|ref|WP_005654610.1|	transposase IS116/IS110/IS902 family [Bacteroides stercoris] 
gi|491895360|ref|WP_005657952.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|491895363|ref|WP_005657954.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895365|ref|WP_005657955.1|	MULTISPECIES: diguanylate cyclase [Bacteroides] 
gi|491895368|ref|WP_005657957.1|	permease [Bacteroides stercoris] 
gi|491895371|ref|WP_005657959.1|	MULTISPECIES: tRNA pseudouridine synthase A [Bacteroides] 
gi|491895374|ref|WP_005657961.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895378|ref|WP_005657963.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895381|ref|WP_005657965.1|	peptide ABC transporter [Bacteroides stercoris] 
gi|491895383|ref|WP_005657966.1|	MULTISPECIES: hypoxanthine phosphoribosyltransferase [Bacteroides] 
gi|491895386|ref|WP_005657968.1|	MULTISPECIES: adenylate kinase [Bacteroides] 
gi|491895389|ref|WP_005657970.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895392|ref|WP_005657972.1|	GTPase CgtA [Bacteroides stercoris] 
gi|491895395|ref|WP_005657974.1|	polyphenol oxidase [Bacteroides stercoris] 
gi|491895398|ref|WP_005657976.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895401|ref|WP_005657978.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895403|ref|WP_005657979.1|	MULTISPECIES: phosphate starvation protein PhoH [Bacteroides] 
gi|491895406|ref|WP_005657981.1|	phosphoribosylaminoimidazole-succinocarboxamide synthase [Bacteroides stercoris] 
gi|491895410|ref|WP_005657983.1|	ubiquinone/menaquinone biosynthesis methyltransferase [Bacteroides stercoris] 
gi|491895412|ref|WP_005657984.1|	MULTISPECIES: shikimate 5-dehydrogenase [Bacteroides] 
gi|491895415|ref|WP_005657986.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|491895417|ref|WP_005657987.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895420|ref|WP_005657989.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895422|ref|WP_005657990.1|	phosphoribosylformylglycinamidine cyclo-ligase [Bacteroides stercoris] 
gi|491895425|ref|WP_005657992.1|	MULTISPECIES: peptide chain release factor 1 [Bacteroides] 
gi|491895427|ref|WP_005657993.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895430|ref|WP_005657995.1|	orotidine 5'-phosphate decarboxylase [Bacteroides stercoris] 
gi|491895433|ref|WP_005657997.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895435|ref|WP_005657998.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895437|ref|WP_005657999.1|	phosphohydrolase [Bacteroides stercoris] 
gi|491895440|ref|WP_005658001.1|	UDP-3-O-(3-hydroxymyristoyl) glucosamine N-acyltransferase [Bacteroides stercoris] 
gi|491895442|ref|WP_005658002.1|	hydroxymyristoyl-ACP dehydratase [Bacteroides stercoris] 
gi|491895444|ref|WP_005658004.1|	MULTISPECIES: UDP-N-acetylglucosamine acyltransferase [Bacteroides] 
gi|491895446|ref|WP_005658005.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895449|ref|WP_005658007.1|	tRNA delta(2)-isopentenylpyrophosphate transferase [Bacteroides stercoris] 
gi|491895452|ref|WP_005658009.1|	glycosyl hydrolase family 3 [Bacteroides stercoris] 
gi|491895456|ref|WP_005658012.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895459|ref|WP_005658014.1|	cation-binding protein [Bacteroides stercoris] 
gi|491895464|ref|WP_005658017.1|	LuxR family transcriptional regulator [Bacteroides stercoris] 
gi|491895470|ref|WP_005658021.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895474|ref|WP_005658024.1|	cystathionine beta-lyase [Bacteroides stercoris] 
gi|491895478|ref|WP_005658025.1|	MULTISPECIES: hydrolase [Bacteroides] 
gi|491895480|ref|WP_005658027.1|	helicase [Bacteroides stercoris] 
gi|491895483|ref|WP_005658029.1|	translation factor Sua5 [Bacteroides stercoris] 
gi|491895486|ref|WP_005658031.1|	membrane protein [Bacteroides stercoris] 
gi|491895489|ref|WP_005658033.1|	beta-galactosidase [Bacteroides stercoris] 
gi|491895492|ref|WP_005658035.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895495|ref|WP_005658037.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895497|ref|WP_005658038.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895501|ref|WP_005658041.1|	coproporphyrinogen III oxidase [Bacteroides stercoris] 
gi|491895504|ref|WP_005658043.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895508|ref|WP_005658045.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895511|ref|WP_005658047.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895514|ref|WP_005658049.1|	chemotaxis protein CheY [Bacteroides stercoris] 
gi|491895518|ref|WP_005658051.1|	histidine kinase [Bacteroides stercoris] 
gi|491895520|ref|WP_005658052.1|	mannonate oxidoreductase [Bacteroides stercoris] 
gi|491895522|ref|WP_005658053.1|	hypothetical protein [Bacteroides stercoris] 
gi|491895524|ref|WP_005658054.1|	S-adenosylmethionine tRNA ribosyltransferase [Bacteroides stercoris] 
gi|491895526|ref|WP_005658055.1|	NTP pyrophosphohydrolase [Bacteroides stercoris] 
gi|491895528|ref|WP_005658056.1|	phosphoglucosamine mutase [Bacteroides stercoris] 
gi|491895530|ref|WP_005658057.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491895532|ref|WP_005658058.1|	MULTISPECIES: exopolyphosphatase [Bacteroides] 
gi|491895534|ref|WP_005658059.1|	competence protein [Bacteroides stercoris] 
gi|491895536|ref|WP_005658060.1|	ribulose-phosphate 3-epimerase [Bacteroides stercoris] 
gi|491895538|ref|WP_005658061.1|	methionyl-tRNA formyltransferase [Bacteroides stercoris] 
gi|491895540|ref|WP_005658062.1|	MULTISPECIES: chloride channel protein [Bacteroides] 
