gi|490935456|ref|WP_004797295.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938923|ref|WP_004800758.1|	peptide ABC transporter substrate-binding protein [[Eubacterium] dolichum] 
gi|490938924|ref|WP_004800759.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938925|ref|WP_004800760.1|	50S rRNA methyltransferase [[Eubacterium] dolichum] 
gi|490938926|ref|WP_004800761.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938927|ref|WP_004800762.1|	metallo-beta-lactamase [[Eubacterium] dolichum] 
gi|490938928|ref|WP_004800763.1|	DNA helicase [[Eubacterium] dolichum] 
gi|490938929|ref|WP_004800764.1|	50S ribosomal protein L9 [[Eubacterium] dolichum] 
gi|490938930|ref|WP_004800765.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938931|ref|WP_004800766.1|	MULTISPECIES: ATP-binding protein [Firmicutes] 
gi|490938932|ref|WP_004800767.1|	MULTISPECIES: 30S ribosomal protein S18 [Firmicutes] 
gi|490938933|ref|WP_004800768.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490938934|ref|WP_004800769.1|	MULTISPECIES: 30S ribosomal protein S6 [Firmicutes] 
gi|490938935|ref|WP_004800770.1|	multidrug transporter MatE [[Eubacterium] dolichum] 
gi|490938936|ref|WP_004800771.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938937|ref|WP_004800772.1|	large conductance mechanosensitive channel protein MscL [[Eubacterium] dolichum] 
gi|490938938|ref|WP_004800773.1|	peptidase [[Eubacterium] dolichum] 
gi|490938939|ref|WP_004800774.1|	membrane protein [[Eubacterium] dolichum] 
gi|490938940|ref|WP_004800775.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490938941|ref|WP_004800776.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490938942|ref|WP_004800777.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490938943|ref|WP_004800778.1|	XRE family transcriptional regulator [[Eubacterium] dolichum] 
gi|490938944|ref|WP_004800779.1|	histidine kinase [[Eubacterium] dolichum] 
gi|490938945|ref|WP_004800780.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938946|ref|WP_004800781.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938947|ref|WP_004800782.1|	MULTISPECIES: multidrug ABC transporter ATP-binding protein [Firmicutes] 
gi|490938948|ref|WP_004800783.1|	ABC transporter permease [[Eubacterium] dolichum] 
gi|490938949|ref|WP_004800784.1|	glycosyl transferase [[Eubacterium] dolichum] 
gi|490938950|ref|WP_004800785.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938951|ref|WP_004800786.1|	phosphotransacetylase [[Eubacterium] dolichum] 
gi|490938952|ref|WP_004800787.1|	membrane protein [[Eubacterium] dolichum] 
gi|490938953|ref|WP_004800788.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938954|ref|WP_004800789.1|	uracil-DNA glycosylase [[Eubacterium] dolichum] 
gi|490938955|ref|WP_004800790.1|	mannose-1-phosphate guanylyltransferase [[Eubacterium] dolichum] 
gi|490938956|ref|WP_004800791.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938957|ref|WP_004800792.1|	diaminopimelate decarboxylase [[Eubacterium] dolichum] 
gi|490938958|ref|WP_004800793.1|	dihydrodipicolinate synthase [[Eubacterium] dolichum] 
gi|490938959|ref|WP_004800794.1|	dihydrodipicolinate reductase [[Eubacterium] dolichum] 
gi|490938960|ref|WP_004800795.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938961|ref|WP_004800796.1|	NTP pyrophosphohydrolase [[Eubacterium] dolichum] 
gi|490938962|ref|WP_004800797.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938963|ref|WP_004800798.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938964|ref|WP_004800799.1|	MULTISPECIES: AsnC family transcriptional regulator [Firmicutes] 
gi|490938965|ref|WP_004800800.1|	MULTISPECIES: aminotransferase [Firmicutes] 
gi|490938966|ref|WP_004800801.1|	acyltransferase [[Eubacterium] dolichum] 
gi|490937154|ref|WP_004798991.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490938967|ref|WP_004800802.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938968|ref|WP_004800803.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938969|ref|WP_004800804.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938970|ref|WP_004800805.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938971|ref|WP_004800806.1|	polymerase [[Eubacterium] dolichum] 
gi|490938972|ref|WP_004800807.1|	MULTISPECIES: DNA mismatch repair protein MutT [Firmicutes] 
gi|490938973|ref|WP_004800808.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490938974|ref|WP_004800809.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938975|ref|WP_004800810.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938976|ref|WP_004800811.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490938977|ref|WP_004800812.1|	MULTISPECIES: membrane protein [Firmicutes] 
gi|490938978|ref|WP_004800813.1|	MULTISPECIES: histidine kinase [Firmicutes] 
gi|490938979|ref|WP_004800814.1|	DNA-binding protein [[Eubacterium] dolichum] 
gi|490938980|ref|WP_004800815.1|	stage II sporulation protein D [[Eubacterium] dolichum] 
gi|490938981|ref|WP_004800816.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938982|ref|WP_004800817.1|	rod shape-determining protein MreB [[Eubacterium] dolichum] 
gi|490938983|ref|WP_004800818.1|	UDP-phosphate N-acetylglucosaminyl-1-phosphate transferase [[Eubacterium] dolichum] 
gi|490938984|ref|WP_004800819.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938985|ref|WP_004800820.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938986|ref|WP_004800821.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938987|ref|WP_004800822.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938988|ref|WP_004800823.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938989|ref|WP_004800824.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938990|ref|WP_004800825.1|	MULTISPECIES: hypoxanthine phosphoribosyltransferase [Firmicutes] 
gi|490938991|ref|WP_004800826.1|	MULTISPECIES: zinc metalloprotease [Firmicutes] 
gi|490938992|ref|WP_004800827.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938994|ref|WP_004800828.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938995|ref|WP_004800829.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938996|ref|WP_004800830.1|	heat shock protein Hsp33 [[Eubacterium] dolichum] 
gi|490938997|ref|WP_004800831.1|	tRNA-dihydrouridine synthase [[Eubacterium] dolichum] 
gi|490938998|ref|WP_004800832.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490938999|ref|WP_004800833.1|	PTS glucose transporter subunit IIA [[Eubacterium] dolichum] 
gi|490939000|ref|WP_004800834.1|	transcription antiterminator BglG [[Eubacterium] dolichum] 
gi|490939001|ref|WP_004800835.1|	MULTISPECIES: PTS glucose transporter subunit IIB [Firmicutes] 
gi|490939002|ref|WP_004800836.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939003|ref|WP_004800837.1|	pseudouridine-5'-phosphate glycosidase [[Eubacterium] dolichum] 
gi|490939004|ref|WP_004800838.1|	lysyl-tRNA synthetase [[Eubacterium] dolichum] 
gi|490939005|ref|WP_004800839.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939006|ref|WP_004800840.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939007|ref|WP_004800841.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939008|ref|WP_004800842.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939009|ref|WP_004800843.1|	Ser/Thr phosphatase [[Eubacterium] dolichum] 
gi|490939010|ref|WP_004800844.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939011|ref|WP_004800845.1|	MULTISPECIES: prevent-host-death protein [Firmicutes] 
gi|490939012|ref|WP_004800846.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939013|ref|WP_004800847.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939014|ref|WP_004800848.1|	MULTISPECIES: molecular chaperone GroES [Firmicutes] 
gi|490939015|ref|WP_004800849.1|	molecular chaperone GroEL [[Eubacterium] dolichum] 
gi|490939016|ref|WP_004800850.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939017|ref|WP_004800851.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939018|ref|WP_004800852.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939019|ref|WP_004800853.1|	MULTISPECIES: phosphocarrier protein HPr [Firmicutes] 
gi|490939020|ref|WP_004800854.1|	phosphoglucomutase [[Eubacterium] dolichum] 
gi|490939021|ref|WP_004800855.1|	MULTISPECIES: 1,4-alpha-glucan branching protein [Firmicutes] 
gi|490939022|ref|WP_004800856.1|	glycerol-3-phosphate dehydrogenase [[Eubacterium] dolichum] 
gi|490939023|ref|WP_004800857.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939024|ref|WP_004800858.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939025|ref|WP_004800859.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939026|ref|WP_004800860.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939027|ref|WP_004800861.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939028|ref|WP_004800862.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939029|ref|WP_004800863.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939030|ref|WP_004800864.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939031|ref|WP_004800865.1|	glycosyltransferase [[Eubacterium] dolichum] 
gi|490939032|ref|WP_004800866.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939033|ref|WP_004800867.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939034|ref|WP_004800868.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939035|ref|WP_004800869.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939036|ref|WP_004800870.1|	MULTISPECIES: teichoic acid ABC transporter ATP-binding protein [Firmicutes] 
gi|490939037|ref|WP_004800871.1|	glycerol-3-phosphate cytidylyltransferase [[Eubacterium] dolichum] 
gi|490939038|ref|WP_004800872.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939039|ref|WP_004800873.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939040|ref|WP_004800874.1|	teichoic acid biosynthesis protein F [[Eubacterium] dolichum] 
gi|490939041|ref|WP_004800875.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939042|ref|WP_004800876.1|	DNA-binding protein [[Eubacterium] dolichum] 
gi|490939043|ref|WP_004800877.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939044|ref|WP_004800878.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939045|ref|WP_004800879.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939046|ref|WP_004800880.1|	cell wall anchor protein [[Eubacterium] dolichum] 
gi|490939047|ref|WP_004800881.1|	MULTISPECIES: MerR family transcriptional regulator [Firmicutes] 
gi|490939048|ref|WP_004800882.1|	GNAT family acetyltraansferase [[Eubacterium] dolichum] 
gi|490939049|ref|WP_004800883.1|	glycogen phosphorylase [[Eubacterium] dolichum] 
gi|490939050|ref|WP_004800884.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939051|ref|WP_004800885.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939052|ref|WP_004800886.1|	membrane protein [[Eubacterium] dolichum] 
gi|490939053|ref|WP_004800887.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939054|ref|WP_004800888.1|	pullulanase [[Eubacterium] dolichum] 
gi|490939055|ref|WP_004800889.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939056|ref|WP_004800890.1|	membrane protein [[Eubacterium] dolichum] 
gi|490939057|ref|WP_004800891.1|	excinuclease ABC subunit A [[Eubacterium] dolichum] 
gi|490939058|ref|WP_004800892.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939059|ref|WP_004800893.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939060|ref|WP_004800894.1|	thioredoxin reductase [[Eubacterium] dolichum] 
gi|490939061|ref|WP_004800895.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939062|ref|WP_004800896.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939063|ref|WP_004800897.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939064|ref|WP_004800898.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939065|ref|WP_004800899.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939066|ref|WP_004800900.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939067|ref|WP_004800901.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939068|ref|WP_004800902.1|	ABC transporter ATP-binding protein [[Eubacterium] dolichum] 
gi|490939069|ref|WP_004800903.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939070|ref|WP_004800904.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939071|ref|WP_004800905.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939072|ref|WP_004800906.1|	MULTISPECIES: GNAT family acetyltransferase [Firmicutes] 
gi|490939073|ref|WP_004800907.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939074|ref|WP_004800908.1|	adhesin [[Eubacterium] dolichum] 
gi|490939075|ref|WP_004800909.1|	MULTISPECIES: PTS fructose transporter subunit IIA [Firmicutes] 
gi|490939076|ref|WP_004800910.1|	MULTISPECIES: AraC family transcriptional regulator [Firmicutes] 
gi|490939077|ref|WP_004800911.1|	MULTISPECIES: PTS N-acetylgalactosamine transporter subunit IIB [Firmicutes] 
gi|490939078|ref|WP_004800912.1|	PTS acetylgalactosamine transporter subunit IIC [[Eubacterium] dolichum] 
gi|490939079|ref|WP_004800913.1|	MULTISPECIES: PTS acetylgalactosamine transporter subunit IID [Firmicutes] 
gi|490939080|ref|WP_004800914.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939081|ref|WP_004800915.1|	DNA-binding protein [[Eubacterium] dolichum] 
gi|490939082|ref|WP_004800916.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939083|ref|WP_004800917.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939084|ref|WP_004800918.1|	ATP-dependent Clp protease proteolytic subunit [[Eubacterium] dolichum] 
gi|490939085|ref|WP_004800919.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939086|ref|WP_004800920.1|	MULTISPECIES: glyceraldehyde-3-phosphate dehydrogenase [Firmicutes] 
gi|490939087|ref|WP_004800921.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939088|ref|WP_004800922.1|	cysteinyl-tRNA synthetase [[Eubacterium] dolichum] 
gi|490939089|ref|WP_004800923.1|	MULTISPECIES: cysteinyl-tRNA synthetase [Firmicutes] 
gi|490939090|ref|WP_004800924.1|	RNA methyltransferase [[Eubacterium] dolichum] 
gi|490939091|ref|WP_004800925.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939092|ref|WP_004800926.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939093|ref|WP_004800927.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939094|ref|WP_004800928.1|	MULTISPECIES: preprotein translocase subunit SecE [Firmicutes] 
gi|490939095|ref|WP_004800929.1|	MULTISPECIES: transcription antitermination protein NusG [Firmicutes] 
gi|490939096|ref|WP_004800930.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939097|ref|WP_004800931.1|	4-nitrophenylphosphatase [[Eubacterium] dolichum] 
gi|490939098|ref|WP_004800932.1|	enolase [[Eubacterium] dolichum] 
gi|490939099|ref|WP_004800933.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939100|ref|WP_004800934.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939101|ref|WP_004800935.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939102|ref|WP_004800936.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939103|ref|WP_004800937.1|	preprotein translocase subunit SecG [[Eubacterium] dolichum] 
gi|490939104|ref|WP_004800938.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939105|ref|WP_004800939.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939106|ref|WP_004800940.1|	MULTISPECIES: single-stranded DNA-binding protein [Firmicutes] 
gi|490939107|ref|WP_004800941.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939108|ref|WP_004800942.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939109|ref|WP_004800943.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939110|ref|WP_004800944.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939111|ref|WP_004800945.1|	multidrug transporter MatE [[Eubacterium] dolichum] 
gi|490939112|ref|WP_004800946.1|	multidrug transporter MatE [[Eubacterium] dolichum] 
gi|490939113|ref|WP_004800947.1|	membrane protein [[Eubacterium] dolichum] 
gi|490939114|ref|WP_004800948.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939115|ref|WP_004800949.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939116|ref|WP_004800950.1|	cobalamin biosynthesis protein CobW [[Eubacterium] dolichum] 
gi|490939117|ref|WP_004800951.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939118|ref|WP_004800952.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939119|ref|WP_004800953.1|	MULTISPECIES: macrolide ABC transporter ATP-binding protein [Firmicutes] 
gi|490939120|ref|WP_004800954.1|	ABC transporter permease [[Eubacterium] dolichum] 
gi|490939121|ref|WP_004800955.1|	methylated-DNA--protein-cysteine methyltransferase [[Eubacterium] dolichum] 
gi|490939122|ref|WP_004800956.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939123|ref|WP_004800957.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939124|ref|WP_004800958.1|	MULTISPECIES: alanine dehydrogenase [Firmicutes] 
gi|490939125|ref|WP_004800959.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939126|ref|WP_004800960.1|	N-acetylmuramoyl-L-alanine amidase [[Eubacterium] dolichum] 
gi|490939127|ref|WP_004800961.1|	DNA-binding protein [[Eubacterium] dolichum] 
gi|490939128|ref|WP_004800962.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939129|ref|WP_004800963.1|	copper homeostasis protein CutC [[Eubacterium] dolichum] 
gi|490939130|ref|WP_004800964.1|	MULTISPECIES: peptidase M20 [Firmicutes] 
gi|490939131|ref|WP_004800965.1|	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase [[Eubacterium] dolichum] 
gi|490939132|ref|WP_004800966.1|	PTS cellobiose transporter subunit IIB [[Eubacterium] dolichum] 
gi|490939133|ref|WP_004800967.1|	PTS cellobiose transporter subunit IIA [[Eubacterium] dolichum] 
gi|490939134|ref|WP_004800968.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939135|ref|WP_004800969.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939136|ref|WP_004800970.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939137|ref|WP_004800971.1|	MULTISPECIES: membrane protein [Firmicutes] 
gi|490939138|ref|WP_004800972.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939139|ref|WP_004800973.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939140|ref|WP_004800974.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939141|ref|WP_004800975.1|	competence protein TfoX [[Eubacterium] dolichum] 
gi|490939142|ref|WP_004800976.1|	polyketide cyclase [[Eubacterium] dolichum] 
gi|490939143|ref|WP_004800977.1|	MULTISPECIES: PTS sugar transporter subunit IIA [Firmicutes] 
gi|490939144|ref|WP_004800978.1|	proline reductase [[Eubacterium] dolichum] 
gi|490939145|ref|WP_004800979.1|	glutamyl aminopeptidase [[Eubacterium] dolichum] 
gi|490939146|ref|WP_004800980.1|	MULTISPECIES: peptidase M28 [Firmicutes] 
gi|490939147|ref|WP_004800981.1|	MULTISPECIES: acetyltransferase [Firmicutes] 
gi|490939148|ref|WP_004800982.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939149|ref|WP_004800983.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939150|ref|WP_004800984.1|	MULTISPECIES: thioesterase [Firmicutes] 
gi|490939151|ref|WP_004800985.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490939152|ref|WP_004800986.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939153|ref|WP_004800987.1|	deoxyribose-phosphate aldolase [[Eubacterium] dolichum] 
gi|490939154|ref|WP_004800988.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939155|ref|WP_004800989.1|	hypothetical protein [[Eubacterium] dolichum] 
gi|490939156|ref|WP_004800990.1|	hypothetical protein [[Eubacterium] dolichum] 
