gi|494094725|ref|WP_007035549.1|	hypothetical protein partial [[Clostridium] bolteae] 
gi|494097448|ref|WP_007038251.1|	AP endonuclease [[Clostridium] bolteae] 
gi|488628282|ref|WP_002564982.1|	MULTISPECIES: oxidoreductase [Lachnoclostridium] 
gi|494097449|ref|WP_007038252.1|	sugar kinase [[Clostridium] bolteae] 
gi|494097450|ref|WP_007038253.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097451|ref|WP_007038254.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097452|ref|WP_007038255.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488628286|ref|WP_002564986.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488628287|ref|WP_002564987.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488628288|ref|WP_002564988.1|	tyrosyl-tRNA synthetase [[Clostridium] bolteae] 
gi|494097453|ref|WP_007038256.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488636016|ref|WP_002572680.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097454|ref|WP_007038257.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488628290|ref|WP_002564990.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488628291|ref|WP_002564991.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488628292|ref|WP_002564992.1|	rRNA methyltransferase [[Clostridium] bolteae] 
gi|494097455|ref|WP_007038258.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488628293|ref|WP_002564993.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097456|ref|WP_007038259.1|	hypothetical protein partial [[Clostridium] bolteae] 
gi|488634192|ref|WP_002570868.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634193|ref|WP_002570869.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634194|ref|WP_002570870.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634195|ref|WP_002570871.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634196|ref|WP_002570872.1|	phage portal protein [[Clostridium] bolteae] 
gi|488634197|ref|WP_002570873.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634198|ref|WP_002570874.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634199|ref|WP_002570875.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634200|ref|WP_002570876.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097457|ref|WP_007038260.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634202|ref|WP_002570878.1|	DNA-binding protein [[Clostridium] bolteae] 
gi|494097458|ref|WP_007038261.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634204|ref|WP_002570880.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097459|ref|WP_007038262.1|	AbrB family transcriptional regulator [[Clostridium] bolteae] 
gi|488634206|ref|WP_002570882.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634207|ref|WP_002570883.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097460|ref|WP_007038263.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634209|ref|WP_002570885.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097461|ref|WP_007038264.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634210|ref|WP_002570886.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097462|ref|WP_007038265.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634212|ref|WP_002570888.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488634213|ref|WP_002570889.1|	DNA transposition protein [[Clostridium] bolteae] 
gi|488634214|ref|WP_002570890.1|	MerR family transcriptional regulator [[Clostridium] bolteae] 
gi|494097463|ref|WP_007038266.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097464|ref|WP_007038267.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097465|ref|WP_007038268.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097466|ref|WP_007038269.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488631089|ref|WP_002567776.1|	alcohol dehydrogenase [[Clostridium] bolteae] 
gi|488631090|ref|WP_002567777.1|	thiamine pyrophosphate-binding protein [[Clostridium] bolteae] 
gi|494097467|ref|WP_007038270.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097468|ref|WP_007038271.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488631092|ref|WP_002567779.1|	pyruvate phosphate dikinase [[Clostridium] bolteae] 
gi|494097469|ref|WP_007038272.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488631093|ref|WP_002567780.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|494097470|ref|WP_007038273.1|	hypothetical protein partial [[Clostridium] bolteae] 
gi|488632630|ref|WP_002569315.1|	1-acyl-sn-glycerol-3-phosphate acyltransferase [[Clostridium] bolteae] 
gi|494097471|ref|WP_007038274.1|	fumarate hydratase [[Clostridium] bolteae] 
gi|488632628|ref|WP_002569313.1|	fumarate hydratase [[Clostridium] bolteae] 
gi|494097472|ref|WP_007038275.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488632626|ref|WP_002569311.1|	MULTISPECIES: DNA gyrase subunit A [Lachnoclostridium] 
gi|488632625|ref|WP_002569310.1|	MULTISPECIES: DNA gyrase subunit B [Clostridiales] 
gi|488632624|ref|WP_002569309.1|	DNA replication protein RecF [[Clostridium] bolteae] 
gi|488632623|ref|WP_002569308.1|	MULTISPECIES: RNA-binding protein [Clostridiales] 
gi|488632622|ref|WP_002569307.1|	MULTISPECIES: DNA polymerase III subunit beta [Clostridiales] 
gi|494097473|ref|WP_007038276.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488632621|ref|WP_002569306.1|	MULTISPECIES: chromosomal replication initiator protein DnaA [Clostridiales] 
gi|488632620|ref|WP_002569305.1|	MULTISPECIES: membrane protein [Lachnoclostridium] 
gi|488632619|ref|WP_002569304.1|	50S ribosomal protein L34 [[Clostridium] bolteae] 
gi|494097474|ref|WP_007038277.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488632618|ref|WP_002569303.1|	MULTISPECIES: ribonuclease P [Clostridiales] 
gi|494097475|ref|WP_007038278.1|	membrane protein insertion efficiency factor [[Clostridium] bolteae] 
gi|488632617|ref|WP_002569302.1|	MULTISPECIES: YidC/Oxa1 family membrane protein insertase [Clostridiales] 
gi|488632616|ref|WP_002569301.1|	MULTISPECIES: DNA-binding protein [Clostridiales] 
gi|488632615|ref|WP_002569300.1|	tRNA modification GTPase [[Clostridium] bolteae] 
gi|494097476|ref|WP_007038279.1|	tRNA uridine 5-carboxymethylaminomethyl modification protein [[Clostridium] bolteae] 
gi|488632613|ref|WP_002569298.1|	16S rRNA methyltransferase [[Clostridium] bolteae] 
gi|494097477|ref|WP_007038280.1|	endonuclease IV [[Clostridium] bolteae] 
gi|488632611|ref|WP_002569296.1|	alpha/beta hydrolase [[Clostridium] bolteae] 
gi|488632610|ref|WP_002569295.1|	sporulation initiation inhibitor Soj [[Clostridium] bolteae] 
gi|488632609|ref|WP_002569294.1|	chromosome partioning protein ParB [[Clostridium] bolteae] 
gi|488632608|ref|WP_002569293.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|494097478|ref|WP_007038281.1|	hypothetical protein partial [[Clostridium] bolteae] 
gi|488629379|ref|WP_002566070.1|	asparagine synthase [[Clostridium] bolteae] 
gi|494097479|ref|WP_007038282.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097480|ref|WP_007038283.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629381|ref|WP_002566072.1|	MULTISPECIES: 1-(5-phosphoribosyl)-5-amino-4-imidazole-carboxylate carboxylase [Clostridiales] 
gi|494097481|ref|WP_007038284.1|	nickel ABC transporter ATP-binding protein [[Clostridium] bolteae] 
gi|488629383|ref|WP_002566074.1|	peptide ABC transporter ATP-binding protein [[Clostridium] bolteae] 
gi|488629384|ref|WP_002566075.1|	peptide ABC transporter permease [[Clostridium] bolteae] 
gi|494097482|ref|WP_007038285.1|	ABC transporter permease [[Clostridium] bolteae] 
gi|494097483|ref|WP_007038286.1|	ABC transporter substrate-binding protein [[Clostridium] bolteae] 
gi|494097484|ref|WP_007038287.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629387|ref|WP_002566078.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629388|ref|WP_002566079.1|	ABC transporter ATP-binding protein [[Clostridium] bolteae] 
gi|494097485|ref|WP_007038288.1|	ABC transporter permease [[Clostridium] bolteae] 
gi|494097486|ref|WP_007038289.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629390|ref|WP_002566081.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629391|ref|WP_002566082.1|	triosephosphate isomerase [[Clostridium] bolteae] 
gi|488629392|ref|WP_002566083.1|	6-phosphofructokinase [[Clostridium] bolteae] 
gi|488629393|ref|WP_002566084.1|	fructose-bisphosphate aldolase [[Clostridium] bolteae] 
gi|488629394|ref|WP_002566085.1|	fructose-bisphosphate aldolase [[Clostridium] bolteae] 
gi|488629395|ref|WP_002566086.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629396|ref|WP_002566087.1|	ABC transporter [[Clostridium] bolteae] 
gi|494097487|ref|WP_007038290.1|	ABC transporter [[Clostridium] bolteae] 
gi|488629398|ref|WP_002566089.1|	MULTISPECIES: taurine ABC transporter permease [Clostridiales] 
gi|488629399|ref|WP_002566090.1|	ABC transporter permease [[Clostridium] bolteae] 
gi|488629400|ref|WP_002566091.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097488|ref|WP_007038291.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629401|ref|WP_002566092.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097489|ref|WP_007038292.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629403|ref|WP_002566094.1|	aldose epimerase [[Clostridium] bolteae] 
gi|494097490|ref|WP_007038293.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097492|ref|WP_007038295.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097491|ref|WP_007038294.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097493|ref|WP_007038296.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097494|ref|WP_007038297.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488631328|ref|WP_002568015.1|	MULTISPECIES: hypothetical protein [Lachnoclostridium] 
gi|488631329|ref|WP_002568016.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488631330|ref|WP_002568017.1|	MULTISPECIES: peptide ABC transporter ATP-binding protein [Clostridiales] 
gi|494097495|ref|WP_007038298.1|	peptide ABC transporter ATP-binding protein [[Clostridium] bolteae] 
gi|494097496|ref|WP_007038299.1|	diguanylate cyclase [[Clostridium] bolteae] 
gi|494097497|ref|WP_007038300.1|	peptide ABC transporter permease [[Clostridium] bolteae] 
gi|494097498|ref|WP_007038301.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097499|ref|WP_007038302.1|	alanine racemase [[Clostridium] bolteae] 
gi|488631335|ref|WP_002568022.1|	peptidase M20 [[Clostridium] bolteae] 
gi|488631336|ref|WP_002568023.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097500|ref|WP_007038303.1|	4-hydroxythreonine-4-phosphate dehydrogenase [[Clostridium] bolteae] 
gi|488631338|ref|WP_002568025.1|	MULTISPECIES: 2-keto-3-deoxygluconate permease [Clostridiales] 
gi|494097501|ref|WP_007038304.1|	glycerate kinase [[Clostridium] bolteae] 
gi|488631340|ref|WP_002568027.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488631341|ref|WP_002568028.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488631342|ref|WP_002568029.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488631343|ref|WP_002568030.1|	MULTISPECIES: maltose O-acetyltransferase [Clostridiales] 
gi|488631344|ref|WP_002568031.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488631345|ref|WP_002568032.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488631346|ref|WP_002568033.1|	MULTISPECIES: PTS mannose transporter subunit IID [Clostridiales] 
gi|488631347|ref|WP_002568034.1|	MULTISPECIES: PTS mannose transporter subunit IIAB [Clostridiales] 
gi|488631348|ref|WP_002568035.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097502|ref|WP_007038305.1|	hypothetical protein partial [[Clostridium] bolteae] 
gi|488629413|ref|WP_002566102.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097504|ref|WP_007038307.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097503|ref|WP_007038306.1|	flavin reductase [[Clostridium] bolteae] 
gi|488629415|ref|WP_002566104.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629416|ref|WP_002566105.1|	MULTISPECIES: endoribonuclease L-PSP [Clostridiales] 
gi|494097505|ref|WP_007038308.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097506|ref|WP_007038309.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629417|ref|WP_002566106.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629418|ref|WP_002566107.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629419|ref|WP_002566108.1|	MULTISPECIES: cysteine ABC transporter permease [Clostridiales] 
gi|488629420|ref|WP_002566109.1|	MULTISPECIES: amino acid ABC transporter ATP-binding protein [Clostridiales] 
gi|488629421|ref|WP_002566110.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097507|ref|WP_007038310.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629423|ref|WP_002566112.1|	BtpA family membrane complex biogenesis protein [[Clostridium] bolteae] 
gi|494097508|ref|WP_007038311.1|	polynucleotide adenylyltransferase [[Clostridium] bolteae] 
gi|494097509|ref|WP_007038312.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629425|ref|WP_002566114.1|	prolyl-tRNA synthetase [[Clostridium] bolteae] 
gi|488629426|ref|WP_002566115.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097510|ref|WP_007038313.1|	sporulation protein [[Clostridium] bolteae] 
gi|488629428|ref|WP_002566117.1|	LacI family transcriptional regulator [[Clostridium] bolteae] 
gi|494097511|ref|WP_007038314.1|	ribose ABC transporter permease [[Clostridium] bolteae] 
gi|488629430|ref|WP_002566119.1|	D-ribose transporter ATP binding protein [[Clostridium] bolteae] 
gi|488629431|ref|WP_002566120.1|	MULTISPECIES: ribose pyranase [Clostridiales] 
gi|494097512|ref|WP_007038315.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097513|ref|WP_007038316.1|	ribokinase [[Clostridium] bolteae] 
gi|494097515|ref|WP_007038318.1|	deoxyribose-phosphate aldolase [[Clostridium] bolteae] 
gi|494097514|ref|WP_007038317.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097516|ref|WP_007038319.1|	LacI family transcriptional regulator [[Clostridium] bolteae] 
gi|488629435|ref|WP_002566124.1|	MULTISPECIES: gluconate:H+ symporter (GntP) family transporter [Clostridiales] 
gi|488629436|ref|WP_002566125.1|	dihydroxy-acid dehydratase [[Clostridium] bolteae] 
gi|494097517|ref|WP_007038320.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629437|ref|WP_002566126.1|	MULTISPECIES: GntR family transcriptional regulator [Clostridiales] 
gi|488629438|ref|WP_002566127.1|	glyoxalase [[Clostridium] bolteae] 
gi|488629439|ref|WP_002566128.1|	alanine glycine permease [[Clostridium] bolteae] 
gi|494097518|ref|WP_007038321.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629440|ref|WP_002566129.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097519|ref|WP_007038322.1|	hypothetical protein partial [[Clostridium] bolteae] 
gi|488629753|ref|WP_002566442.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|488629754|ref|WP_002566443.1|	2,3-diketo-5-methylthiopentyl-1-phosphate enolase [[Clostridium] bolteae] 
gi|488629755|ref|WP_002566444.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097520|ref|WP_007038323.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629757|ref|WP_002566446.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097521|ref|WP_007038324.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629759|ref|WP_002566448.1|	MULTISPECIES: hypothetical protein [Lachnoclostridium] 
gi|488629760|ref|WP_002566449.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097522|ref|WP_007038325.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629762|ref|WP_002566451.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097523|ref|WP_007038326.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629763|ref|WP_002566452.1|	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [[Clostridium] bolteae] 
gi|488629764|ref|WP_002566453.1|	O-sialoglycoprotein endopeptidase [[Clostridium] bolteae] 
gi|494097524|ref|WP_007038327.1|	ribonuclease Z [[Clostridium] bolteae] 
gi|494097525|ref|WP_007038328.1|	DeoR family transcriptional regulator [[Clostridium] bolteae] 
gi|494097526|ref|WP_007038329.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629767|ref|WP_002566456.1|	ribose 5-phosphate isomerase [[Clostridium] bolteae] 
gi|488629768|ref|WP_002566457.1|	triosephosphate isomerase [[Clostridium] bolteae] 
gi|488629769|ref|WP_002566458.1|	6-phosphofructokinase [[Clostridium] bolteae] 
gi|488629770|ref|WP_002566459.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|494097527|ref|WP_007038330.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629771|ref|WP_002566460.1|	alanine acetyltransferase [[Clostridium] bolteae] 
gi|488629772|ref|WP_002566461.1|	O-sialoglycoprotein endopeptidase [[Clostridium] bolteae] 
gi|488629773|ref|WP_002566462.1|	ATPase [[Clostridium] bolteae] 
gi|488629774|ref|WP_002566463.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488629775|ref|WP_002566464.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488641818|ref|WP_002578469.1|	membrane protein [[Clostridium] bolteae] 
gi|488629777|ref|WP_002566466.1|	homoserine dehydrogenase [[Clostridium] bolteae] 
gi|488629778|ref|WP_002566467.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|488629779|ref|WP_002566468.1|	MULTISPECIES: peptide chain release factor 2 [Clostridiales] 
gi|488634394|ref|WP_002571068.1|	preprotein translocase subunit SecA [[Clostridium] bolteae] 
gi|494097528|ref|WP_007038331.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097529|ref|WP_007038332.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097530|ref|WP_007038333.1|	hypothetical protein partial [[Clostridium] bolteae] 
gi|488628462|ref|WP_002565162.1|	ABC transporter permease [[Clostridium] bolteae] 
gi|488628463|ref|WP_002565163.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488628464|ref|WP_002565164.1|	macrolide ABC transporter ATP-binding protein [[Clostridium] bolteae] 
gi|488628465|ref|WP_002565165.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488628466|ref|WP_002565166.1|	inorganic pyrophosphatase [[Clostridium] bolteae] 
gi|488628467|ref|WP_002565167.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097531|ref|WP_007038334.1|	multidrug transporter MatE [[Clostridium] bolteae] 
gi|488628469|ref|WP_002565169.1|	transcriptional regulator [[Clostridium] bolteae] 
gi|488628470|ref|WP_002565170.1|	major facilitator transporter [[Clostridium] bolteae] 
gi|494097532|ref|WP_007038335.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097533|ref|WP_007038336.1|	hypothetical protein [[Clostridium] bolteae] 
gi|488628473|ref|WP_002565173.1|	MULTISPECIES: L-ribulose-5-phosphate 4-epimerase [Clostridiales] 
gi|488628474|ref|WP_002565174.1|	ATPase [[Clostridium] bolteae] 
gi|494097534|ref|WP_007038337.1|	hypothetical protein [[Clostridium] bolteae] 
gi|494097535|ref|WP_007038338.1|	arabinose isomerase [[Clostridium] bolteae] 
gi|488628476|ref|WP_002565176.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|488628477|ref|WP_002565177.1|	GntR family transcriptional regulator arabinose operon transcriptional repressor [[Clostridium] bolteae] 
gi|488632591|ref|WP_002569276.1|	glutamate dehydrogenase [[Clostridium] bolteae] 
