gi|490986841|ref|WP_004848574.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991779|ref|WP_004853512.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991781|ref|WP_004853514.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991782|ref|WP_004853515.1|	rubrerythrin [Coprococcus eutactus] 
gi|490991784|ref|WP_004853517.1|	lactate dehydrogenase [Coprococcus eutactus] 
gi|490991786|ref|WP_004853519.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991788|ref|WP_004853521.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991790|ref|WP_004853523.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991791|ref|WP_004853524.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991793|ref|WP_004853526.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991794|ref|WP_004853527.1|	chromosome partitioning protein ParA [Coprococcus eutactus] 
gi|490991796|ref|WP_004853529.1|	chromosome partitioning protein ParB [Coprococcus eutactus] 
gi|490991799|ref|WP_004853532.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991801|ref|WP_004853534.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991803|ref|WP_004853536.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490991805|ref|WP_004853538.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991806|ref|WP_004853539.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991808|ref|WP_004853541.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991810|ref|WP_004853543.1|	hypothetical protein [Coprococcus eutactus] 
gi|488632505|ref|WP_002569190.1|	MULTISPECIES: recombinase [Clostridiales] 
gi|490751353|ref|WP_004613661.1|	MULTISPECIES: transposase [Firmicutes] 
gi|488632504|ref|WP_002569189.1|	MULTISPECIES: transcriptional regulator [Firmicutes] 
gi|490751354|ref|WP_004613662.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632502|ref|WP_002569187.1|	MULTISPECIES: 23S rRNA methyltransferase [Firmicutes] 
gi|490751356|ref|WP_004613664.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632501|ref|WP_002569186.1|	MULTISPECIES: DNA-binding protein [Firmicutes] 
gi|488632500|ref|WP_002569185.1|	MULTISPECIES: mobilization protein [Bacteria] 
gi|488632499|ref|WP_002569184.1|	MULTISPECIES: endonuclease [Firmicutes] 
gi|490751357|ref|WP_004613665.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490991812|ref|WP_004853545.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991814|ref|WP_004853547.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490991815|ref|WP_004853548.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490991817|ref|WP_004853550.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|488632493|ref|WP_002569178.1|	MULTISPECIES: DNA topoisomerase III [Firmicutes] 
gi|488632492|ref|WP_002569177.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632491|ref|WP_002569176.1|	MULTISPECIES: cell surface protein [Firmicutes] 
gi|488632490|ref|WP_002569175.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632489|ref|WP_002569174.1|	MULTISPECIES: conjugal transfer protein [Firmicutes] 
gi|488632488|ref|WP_002569173.1|	MULTISPECIES: DNA methylase N-4 [Clostridiales] 
gi|488632487|ref|WP_002569172.1|	MULTISPECIES: conjugal transfer protein TraE [Clostridiales] 
gi|488632486|ref|WP_002569171.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488666344|ref|WP_002595174.1|	MULTISPECIES: membrane protein [Firmicutes] 
gi|446868710|ref|WP_000945966.1|	MULTISPECIES: recombinase [Bacteria] 
gi|490991827|ref|WP_004853560.1|	MULTISPECIES: chorismate synthase [Firmicutes] 
gi|446122176|ref|WP_000200031.1|	MULTISPECIES: ATP-binding protein [Bacteria] 
gi|489791556|ref|WP_003695447.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|487836027|ref|WP_001909493.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490991834|ref|WP_004853567.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490991836|ref|WP_004853569.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490991838|ref|WP_004853571.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991841|ref|WP_004853574.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991843|ref|WP_004853576.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991845|ref|WP_004853578.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991847|ref|WP_004853580.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|490991859|ref|WP_004853592.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490991860|ref|WP_004853593.1|	hypothetical protein [Coprococcus eutactus] 
gi|489629003|ref|WP_003533443.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|488650016|ref|WP_002586628.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|488632482|ref|WP_002569167.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490991862|ref|WP_004853595.1|	conjugal transfer protein TraG [Coprococcus eutactus] 
gi|490991864|ref|WP_004853597.1|	reverse transcriptase [Coprococcus eutactus] 
gi|490991866|ref|WP_004853599.1|	conjugal transfer protein TraG [Coprococcus eutactus] 
gi|488632480|ref|WP_002569165.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632479|ref|WP_002569164.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632478|ref|WP_002569163.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490991869|ref|WP_004853602.1|	DNA recombinase [Coprococcus eutactus] 
gi|490991871|ref|WP_004853604.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490991873|ref|WP_004853606.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490991875|ref|WP_004853608.1|	MULTISPECIES: DNA primase [Clostridiales] 
gi|490991877|ref|WP_004853610.1|	virulence-associated protein E [Coprococcus eutactus] 
gi|490991879|ref|WP_004853612.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490991881|ref|WP_004853614.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490991883|ref|WP_004853616.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991886|ref|WP_004853619.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991885|ref|WP_004853618.1|	MULTISPECIES: conjugal transfer protein TraG [Coprococcus] 
gi|490991887|ref|WP_004853620.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490991889|ref|WP_004853622.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490991891|ref|WP_004853624.1|	MULTISPECIES: transglutaminase [Coprococcus] 
gi|490991893|ref|WP_004853626.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991895|ref|WP_004853628.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991897|ref|WP_004853630.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991899|ref|WP_004853632.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991901|ref|WP_004853634.1|	flavodoxin [Coprococcus eutactus] 
gi|490991903|ref|WP_004853636.1|	gamma-carboxymuconolactone decarboxylase [Coprococcus eutactus] 
gi|490991905|ref|WP_004853638.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991906|ref|WP_004853639.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991908|ref|WP_004853641.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991920|ref|WP_004853653.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991922|ref|WP_004853655.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490991923|ref|WP_004853656.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991925|ref|WP_004853658.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991927|ref|WP_004853660.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991928|ref|WP_004853661.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991930|ref|WP_004853663.1|	membrane protein [Coprococcus eutactus] 
gi|490991932|ref|WP_004853665.1|	2-isopropylmalate synthase [Coprococcus eutactus] 
gi|490991934|ref|WP_004853667.1|	MULTISPECIES: cytochrome C biosynthesis protein [Coprococcus] 
gi|490991936|ref|WP_004853669.1|	MULTISPECIES: uracil-DNA glycosylase [Coprococcus] 
gi|490991937|ref|WP_004853670.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490991939|ref|WP_004853672.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490991941|ref|WP_004853674.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490991943|ref|WP_004853676.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991945|ref|WP_004853678.1|	MULTISPECIES: spore-coat protein [Coprococcus] 
gi|490991947|ref|WP_004853680.1|	MULTISPECIES: CotJC [Coprococcus] 
gi|490991948|ref|WP_004853681.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991950|ref|WP_004853683.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991952|ref|WP_004853685.1|	CTP synthetase [Coprococcus eutactus] 
gi|490991953|ref|WP_004853686.1|	HAD family hydrolase [Coprococcus eutactus] 
gi|490991954|ref|WP_004853687.1|	MULTISPECIES: ArsR family transcriptional regulator [Coprococcus] 
gi|490991956|ref|WP_004853689.1|	MULTISPECIES: membrane protein [Coprococcus] 
gi|490991957|ref|WP_004853690.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991958|ref|WP_004853691.1|	endoribonuclease L-PSP [Coprococcus eutactus] 
gi|490991959|ref|WP_004853692.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490991962|ref|WP_004853695.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490991963|ref|WP_004853696.1|	metal-dependent hydrolase [Coprococcus eutactus] 
gi|490991965|ref|WP_004853698.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991966|ref|WP_004853699.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490991967|ref|WP_004853700.1|	MULTISPECIES: indolepyruvate oxidoreductase [Coprococcus] 
gi|490991969|ref|WP_004853702.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991971|ref|WP_004853704.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991973|ref|WP_004853706.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991975|ref|WP_004853708.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991977|ref|WP_004853710.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490991978|ref|WP_004853711.1|	GTP pyrophosphokinase [Coprococcus eutactus] 
gi|490991979|ref|WP_004853712.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991981|ref|WP_004853714.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490991982|ref|WP_004853715.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991985|ref|WP_004853718.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991986|ref|WP_004853719.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991988|ref|WP_004853721.1|	peptidase [Coprococcus eutactus] 
gi|490991990|ref|WP_004853723.1|	hypothetical protein [Coprococcus eutactus] 
gi|490991992|ref|WP_004853725.1|	serine/threonine transporter SstT [Coprococcus eutactus] 
gi|490991994|ref|WP_004853727.1|	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [Coprococcus eutactus] 
gi|490991996|ref|WP_004853729.1|	ABC transporter [Coprococcus eutactus] 
gi|490991998|ref|WP_004853731.1|	ABC transporter [Coprococcus eutactus] 
gi|490992000|ref|WP_004853733.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992001|ref|WP_004853734.1|	MULTISPECIES: branched-chain amino acid aminotransferase [Coprococcus] 
gi|490992003|ref|WP_004853736.1|	flavin oxidoreductase [Coprococcus eutactus] 
gi|490992005|ref|WP_004853738.1|	citrate transporter [Coprococcus eutactus] 
gi|490992008|ref|WP_004853741.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992009|ref|WP_004853742.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992010|ref|WP_004853743.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992011|ref|WP_004853744.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992012|ref|WP_004853745.1|	multidrug transporter MATE [Coprococcus eutactus] 
gi|490992013|ref|WP_004853746.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490992014|ref|WP_004853747.1|	fructokinase [Coprococcus eutactus] 
gi|490992015|ref|WP_004853748.1|	UDP pyrophosphate phosphatase [Coprococcus eutactus] 
gi|490992016|ref|WP_004853749.1|	DNA glycosylase [Coprococcus eutactus] 
gi|490992017|ref|WP_004853750.1|	sodium-dependent tryptophan transporter [Coprococcus eutactus] 
gi|490992018|ref|WP_004853751.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992019|ref|WP_004853752.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992020|ref|WP_004853753.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992021|ref|WP_004853754.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992022|ref|WP_004853755.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992023|ref|WP_004853756.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992024|ref|WP_004853757.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992025|ref|WP_004853758.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992026|ref|WP_004853759.1|	histidine kinase [Coprococcus eutactus] 
gi|490992027|ref|WP_004853760.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992028|ref|WP_004853761.1|	bacitracin ABC transporter ATP-binding protein [Coprococcus eutactus] 
gi|490992029|ref|WP_004853762.1|	XRE family transcriptional regulator [Coprococcus eutactus] 
gi|490992030|ref|WP_004853763.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992031|ref|WP_004853764.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992032|ref|WP_004853765.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992033|ref|WP_004853766.1|	nuclease [Coprococcus eutactus] 
gi|490992034|ref|WP_004853767.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992035|ref|WP_004853768.1|	transcriptional regulator [Coprococcus eutactus] 
gi|490992036|ref|WP_004853769.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992037|ref|WP_004853770.1|	recombinase [Coprococcus eutactus] 
gi|490992039|ref|WP_004853772.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992038|ref|WP_004853771.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992040|ref|WP_004853773.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992041|ref|WP_004853774.1|	recombinase [Coprococcus eutactus] 
gi|490992043|ref|WP_004853776.1|	transcriptional regulator [Coprococcus eutactus] 
gi|490992044|ref|WP_004853777.1|	XRE family transcriptional regulator [Coprococcus eutactus] 
gi|490992045|ref|WP_004853778.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992046|ref|WP_004853779.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992047|ref|WP_004853780.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992048|ref|WP_004853781.1|	GMP synthase [Coprococcus eutactus] 
gi|490992049|ref|WP_004853782.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992050|ref|WP_004853783.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490987311|ref|WP_004849044.1|	hypothetical protein [Coprococcus eutactus] 
gi|490987313|ref|WP_004849046.1|	hypothetical protein [Coprococcus eutactus] 
gi|490987324|ref|WP_004849057.1|	hydrolase [Coprococcus eutactus] 
gi|490992058|ref|WP_004853791.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992061|ref|WP_004853794.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992063|ref|WP_004853796.1|	hypothetical protein partial [Coprococcus eutactus] 
gi|490987324|ref|WP_004849057.1|	hydrolase [Coprococcus eutactus] 
gi|490992066|ref|WP_004853799.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992067|ref|WP_004853800.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992068|ref|WP_004853801.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992069|ref|WP_004853802.1|	ABC transporter [Coprococcus eutactus] 
gi|490992070|ref|WP_004853803.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992071|ref|WP_004853804.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992072|ref|WP_004853805.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992073|ref|WP_004853806.1|	heptaprenyl diphosphate synthase subunit I [Coprococcus eutactus] 
gi|490992074|ref|WP_004853807.1|	electron transporter RnfC [Coprococcus eutactus] 
gi|490992075|ref|WP_004853808.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992076|ref|WP_004853809.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992077|ref|WP_004853810.1|	electron transport complex RsxE subunit [Coprococcus eutactus] 
gi|490992078|ref|WP_004853811.1|	MULTISPECIES: ferredoxin [Coprococcus] 
gi|490992079|ref|WP_004853812.1|	MULTISPECIES: NrdR family transcriptional regulator [Coprococcus] 
gi|490992080|ref|WP_004853813.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992081|ref|WP_004853814.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992082|ref|WP_004853815.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992083|ref|WP_004853816.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992084|ref|WP_004853817.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992085|ref|WP_004853818.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490992086|ref|WP_004853819.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992087|ref|WP_004853820.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992088|ref|WP_004853821.1|	queuine tRNA-ribosyltransferase [Coprococcus eutactus] 
gi|490992089|ref|WP_004853822.1|	MULTISPECIES: preprotein translocase subunit YajC [Coprococcus] 
gi|490992090|ref|WP_004853823.1|	MULTISPECIES: phosphoesterase [Coprococcus] 
gi|490992091|ref|WP_004853824.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992092|ref|WP_004853825.1|	MULTISPECIES: nitrogen-fixing protein NifU [Coprococcus] 
gi|490992093|ref|WP_004853826.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490992094|ref|WP_004853827.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992095|ref|WP_004853828.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992096|ref|WP_004853829.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992097|ref|WP_004853830.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490992099|ref|WP_004853832.1|	MULTISPECIES: peptidase [Coprococcus] 
gi|490992100|ref|WP_004853833.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490992103|ref|WP_004853836.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992104|ref|WP_004853837.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992107|ref|WP_004853840.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992110|ref|WP_004853843.1|	ATPase AAA [Coprococcus eutactus] 
gi|490992111|ref|WP_004853844.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992114|ref|WP_004853847.1|	helicase [Coprococcus eutactus] 
gi|490992115|ref|WP_004853848.1|	CRISPR-associated protein [Coprococcus eutactus] 
gi|490992117|ref|WP_004853850.1|	CRISPR-associated protein Csd1 [Coprococcus eutactus] 
gi|490992119|ref|WP_004853852.1|	CRISPR-associated protein Csh2 [Coprococcus eutactus] 
gi|490992121|ref|WP_004853854.1|	CRISPR-associated protein Cas4 [Coprococcus eutactus] 
gi|490992122|ref|WP_004853855.1|	CRISPR-associated protein Cas1 [Coprococcus eutactus] 
gi|490992125|ref|WP_004853858.1|	CRISPR-associated protein Cas4 [Coprococcus eutactus] 
gi|490992126|ref|WP_004853859.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992128|ref|WP_004853861.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992129|ref|WP_004853862.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992131|ref|WP_004853864.1|	hypothetical protein [Coprococcus eutactus] 
gi|490992132|ref|WP_004853865.1|	hypothetical protein [Coprococcus eutactus] 
