gi|490746319|ref|WP_004608627.1|	hypothetical protein partial [[Clostridium] spiroforme] 
gi|490748457|ref|WP_004610765.1|	L-lactate dehydrogenase [[Clostridium] spiroforme] 
gi|490748458|ref|WP_004610766.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748459|ref|WP_004610767.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748460|ref|WP_004610768.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748461|ref|WP_004610769.1|	RNA-directed DNA polymerase [[Clostridium] spiroforme] 
gi|490748462|ref|WP_004610770.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747740|ref|WP_004610048.1|	transposase [[Clostridium] spiroforme] 
gi|490746775|ref|WP_004609083.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490746776|ref|WP_004609084.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748463|ref|WP_004610771.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748464|ref|WP_004610772.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748465|ref|WP_004610773.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748466|ref|WP_004610774.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748467|ref|WP_004610775.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748468|ref|WP_004610776.1|	carboxynorspermidine decarboxylase [[Clostridium] spiroforme] 
gi|490748469|ref|WP_004610777.1|	saccharopine dehydrogenase [[Clostridium] spiroforme] 
gi|490748470|ref|WP_004610778.1|	agmatinase [[Clostridium] spiroforme] 
gi|490748471|ref|WP_004610779.1|	spermidine synthase [[Clostridium] spiroforme] 
gi|490748472|ref|WP_004610780.1|	arginine decarboxylase [[Clostridium] spiroforme] 
gi|490748473|ref|WP_004610781.1|	S-adenosylmethionine decarboxylase [[Clostridium] spiroforme] 
gi|490748474|ref|WP_004610782.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748475|ref|WP_004610783.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748476|ref|WP_004610784.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748477|ref|WP_004610785.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748478|ref|WP_004610786.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748479|ref|WP_004610787.1|	F0F1 ATP synthase subunit beta [[Clostridium] spiroforme] 
gi|490748480|ref|WP_004610788.1|	ATP synthase F1 subunit gamma [[Clostridium] spiroforme] 
gi|490748481|ref|WP_004610789.1|	F0F1 ATP synthase subunit alpha [[Clostridium] spiroforme] 
gi|490748482|ref|WP_004610790.1|	ATP synthase F1 subunit delta [[Clostridium] spiroforme] 
gi|490748483|ref|WP_004610791.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748484|ref|WP_004610792.1|	ATP synthase subunit C [[Clostridium] spiroforme] 
gi|490748485|ref|WP_004610793.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748486|ref|WP_004610794.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748487|ref|WP_004610795.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748488|ref|WP_004610796.1|	uracil phosphoribosyltransferase [[Clostridium] spiroforme] 
gi|490748489|ref|WP_004610797.1|	serine hydroxymethyltransferase [[Clostridium] spiroforme] 
gi|490748490|ref|WP_004610798.1|	ribose 5-phosphate isomerase [[Clostridium] spiroforme] 
gi|490748491|ref|WP_004610799.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748492|ref|WP_004610800.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748493|ref|WP_004610801.1|	transposase [[Clostridium] spiroforme] 
gi|490748494|ref|WP_004610802.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748495|ref|WP_004610803.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748496|ref|WP_004610804.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748497|ref|WP_004610805.1|	glycosyl transferase [[Clostridium] spiroforme] 
gi|490748498|ref|WP_004610806.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748499|ref|WP_004610807.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748500|ref|WP_004610808.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748501|ref|WP_004610809.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748502|ref|WP_004610810.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748503|ref|WP_004610811.1|	dTDP-4-dehydrorhamnose reductase [[Clostridium] spiroforme] 
gi|490748504|ref|WP_004610812.1|	glycosyltransferase [[Clostridium] spiroforme] 
gi|490748505|ref|WP_004610813.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748506|ref|WP_004610814.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748507|ref|WP_004610815.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748508|ref|WP_004610816.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748509|ref|WP_004610817.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748510|ref|WP_004610818.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748511|ref|WP_004610819.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748512|ref|WP_004610820.1|	glycosyl transferase family 2 [[Clostridium] spiroforme] 
gi|490748513|ref|WP_004610821.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748514|ref|WP_004610822.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748515|ref|WP_004610823.1|	UDP-phosphate galactose phosphotransferase [[Clostridium] spiroforme] 
gi|490748516|ref|WP_004610824.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748517|ref|WP_004610825.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748518|ref|WP_004610826.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748519|ref|WP_004610827.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748520|ref|WP_004610828.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748521|ref|WP_004610829.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748522|ref|WP_004610830.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748523|ref|WP_004610831.1|	MerR family transcriptional regulator [[Clostridium] spiroforme] 
gi|490748524|ref|WP_004610832.1|	spore coat protein [[Clostridium] spiroforme] 
gi|490748525|ref|WP_004610833.1|	dTDP-4-dehydrorhamnose 3,5-epimerase [[Clostridium] spiroforme] 
gi|490748526|ref|WP_004610834.1|	glucose-1-phosphate thymidylyltransferase [[Clostridium] spiroforme] 
gi|490748527|ref|WP_004610835.1|	membrane protein [[Clostridium] spiroforme] 
gi|490748528|ref|WP_004610836.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748529|ref|WP_004610837.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748530|ref|WP_004610838.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748531|ref|WP_004610839.1|	chemotaxis protein CheY [[Clostridium] spiroforme] 
gi|490748532|ref|WP_004610840.1|	transcriptional regulator [[Clostridium] spiroforme] 
gi|490748533|ref|WP_004610841.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748534|ref|WP_004610842.1|	riboflavin transporter [[Clostridium] spiroforme] 
gi|490748535|ref|WP_004610843.1|	methionyl-tRNA synthetase [[Clostridium] spiroforme] 
gi|490748536|ref|WP_004610844.1|	GTP pyrophosphokinase [[Clostridium] spiroforme] 
gi|490748537|ref|WP_004610845.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748538|ref|WP_004610846.1|	16S rRNA methyltransferase [[Clostridium] spiroforme] 
gi|490748539|ref|WP_004610847.1|	DNA methyltransferase [[Clostridium] spiroforme] 
gi|490748540|ref|WP_004610848.1|	stage 0 sporulation protein [[Clostridium] spiroforme] 
gi|490748541|ref|WP_004610849.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748542|ref|WP_004610850.1|	thymidylate kinase [[Clostridium] spiroforme] 
gi|490748543|ref|WP_004610851.1|	heat shock protein Hsp20 [[Clostridium] spiroforme] 
gi|490748544|ref|WP_004610852.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748545|ref|WP_004610853.1|	recombinase RecR [[Clostridium] spiroforme] 
gi|490748546|ref|WP_004610854.1|	DNA polymerase III subunit gamma/tau [[Clostridium] spiroforme] 
gi|490748547|ref|WP_004610855.1|	adenosine deaminase [[Clostridium] spiroforme] 
gi|490748548|ref|WP_004610856.1|	TetR family transcriptional regulator [[Clostridium] spiroforme] 
gi|490748549|ref|WP_004610857.1|	acetyltransferase [[Clostridium] spiroforme] 
gi|490748550|ref|WP_004610858.1|	acetyltransferase [[Clostridium] spiroforme] 
gi|490748551|ref|WP_004610859.1|	hydrolase [[Clostridium] spiroforme] 
gi|490748552|ref|WP_004610860.1|	seryl-tRNA synthetase [[Clostridium] spiroforme] 
gi|490748553|ref|WP_004610861.1|	DNA gyrase subunit A [[Clostridium] spiroforme] 
gi|490748554|ref|WP_004610862.1|	DNA gyrase subunit B [[Clostridium] spiroforme] 
gi|490748555|ref|WP_004610863.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748556|ref|WP_004610864.1|	RNA-binding protein [[Clostridium] spiroforme] 
gi|490748557|ref|WP_004610865.1|	DNA polymerase III subunit beta [[Clostridium] spiroforme] 
gi|490748558|ref|WP_004610866.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|489631085|ref|WP_003535525.1|	MULTISPECIES: 50S ribosomal protein L34 [Firmicutes] 
gi|490748559|ref|WP_004610867.1|	ribonuclease P [[Clostridium] spiroforme] 
gi|490748560|ref|WP_004610868.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748561|ref|WP_004610869.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748562|ref|WP_004610870.1|	multidrug transporter [[Clostridium] spiroforme] 
gi|490748563|ref|WP_004610871.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748564|ref|WP_004610872.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748565|ref|WP_004610873.1|	NAD(P)-dependent oxidoreductase [[Clostridium] spiroforme] 
gi|490748566|ref|WP_004610874.1|	tRNA modification GTPase [[Clostridium] spiroforme] 
gi|490748567|ref|WP_004610875.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748568|ref|WP_004610876.1|	mechanosensitive ion channel protein MscS [[Clostridium] spiroforme] 
gi|490748569|ref|WP_004610877.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748570|ref|WP_004610878.1|	MFS transporter [[Clostridium] spiroforme] 
gi|490748571|ref|WP_004610879.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748572|ref|WP_004610880.1|	glutaredoxin [[Clostridium] spiroforme] 
gi|490748573|ref|WP_004610881.1|	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase [[Clostridium] spiroforme] 
gi|490748574|ref|WP_004610882.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748575|ref|WP_004610883.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748576|ref|WP_004610884.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748577|ref|WP_004610885.1|	multidrug ABC transporter ATP-binding protein [[Clostridium] spiroforme] 
gi|490748578|ref|WP_004610886.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748579|ref|WP_004610887.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748580|ref|WP_004610888.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748581|ref|WP_004610889.1|	dihydrodipicolinate synthase [[Clostridium] spiroforme] 
gi|490748582|ref|WP_004610890.1|	dihydrodipicolinate reductase [[Clostridium] spiroforme] 
gi|490748583|ref|WP_004610891.1|	diaminopimelate decarboxylase [[Clostridium] spiroforme] 
gi|490748584|ref|WP_004610892.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748585|ref|WP_004610893.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748586|ref|WP_004610894.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748587|ref|WP_004610895.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748588|ref|WP_004610896.1|	GTP pyrophosphokinase [[Clostridium] spiroforme] 
gi|490748589|ref|WP_004610897.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748590|ref|WP_004610898.1|	ATPase [[Clostridium] spiroforme] 
gi|490748591|ref|WP_004610899.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748592|ref|WP_004610900.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748593|ref|WP_004610901.1|	30S ribosomal protein S6 [[Clostridium] spiroforme] 
gi|490748594|ref|WP_004610902.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748595|ref|WP_004610903.1|	MULTISPECIES: 30S ribosomal protein S18 [Firmicutes] 
gi|490748596|ref|WP_004610904.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748597|ref|WP_004610905.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748598|ref|WP_004610906.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748599|ref|WP_004610907.1|	amino acid ABC transporter substrate-binding protein [[Clostridium] spiroforme] 
gi|490748600|ref|WP_004610908.1|	peptide ABC transporter ATP-binding protein [[Clostridium] spiroforme] 
gi|490748601|ref|WP_004610909.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748602|ref|WP_004610910.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747197|ref|WP_004609505.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748603|ref|WP_004610911.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748604|ref|WP_004610912.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748605|ref|WP_004610913.1|	amino acid carrier protein [[Clostridium] spiroforme] 
gi|490748606|ref|WP_004610914.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748607|ref|WP_004610915.1|	FAD-dependent oxidoreductase [[Clostridium] spiroforme] 
gi|490748608|ref|WP_004610916.1|	lysyl-tRNA synthetase [[Clostridium] spiroforme] 
gi|490748609|ref|WP_004610917.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748610|ref|WP_004610918.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748611|ref|WP_004610919.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748612|ref|WP_004610920.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748613|ref|WP_004610921.1|	mannose-6-phosphate isomerase [[Clostridium] spiroforme] 
gi|490748614|ref|WP_004610922.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748615|ref|WP_004610923.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748616|ref|WP_004610924.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748617|ref|WP_004610925.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748618|ref|WP_004610926.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748619|ref|WP_004610927.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748620|ref|WP_004610928.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748621|ref|WP_004610929.1|	6-phosphofructokinase [[Clostridium] spiroforme] 
gi|490748622|ref|WP_004610930.1|	polyphosphate kinase [[Clostridium] spiroforme] 
gi|490748623|ref|WP_004610931.1|	beta-galactosidase [[Clostridium] spiroforme] 
gi|490748624|ref|WP_004610932.1|	uracil transporter [[Clostridium] spiroforme] 
gi|490748625|ref|WP_004610933.1|	acetyltransferase [[Clostridium] spiroforme] 
gi|490748626|ref|WP_004610934.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748627|ref|WP_004610935.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748628|ref|WP_004610936.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748629|ref|WP_004610937.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748630|ref|WP_004610938.1|	methyltransferase [[Clostridium] spiroforme] 
gi|490748631|ref|WP_004610939.1|	multidrug ABC transporter ATP-binding protein [[Clostridium] spiroforme] 
gi|490748632|ref|WP_004610940.1|	sugar ABC transporter ATP-binding protein [[Clostridium] spiroforme] 
gi|490748633|ref|WP_004610941.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748634|ref|WP_004610942.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748635|ref|WP_004610943.1|	GTP-binding protein YchF [[Clostridium] spiroforme] 
gi|490748636|ref|WP_004610944.1|	sortase [[Clostridium] spiroforme] 
gi|490748637|ref|WP_004610945.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748638|ref|WP_004610946.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748639|ref|WP_004610947.1|	transcriptional regulator [[Clostridium] spiroforme] 
gi|490748640|ref|WP_004610948.1|	2-hydroxyglutaryl-CoA dehydratase [[Clostridium] spiroforme] 
gi|490748641|ref|WP_004610949.1|	metallophosphoesterase [[Clostridium] spiroforme] 
gi|490748642|ref|WP_004610950.1|	methionine aminopeptidase [[Clostridium] spiroforme] 
gi|490748643|ref|WP_004610951.1|	transporter [[Clostridium] spiroforme] 
gi|490748644|ref|WP_004610952.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748645|ref|WP_004610953.1|	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [[Clostridium] spiroforme] 
gi|490748646|ref|WP_004610954.1|	D-alanine--D-alanine ligase [[Clostridium] spiroforme] 
gi|490748647|ref|WP_004610955.1|	2-isopropylmalate synthase [[Clostridium] spiroforme] 
gi|490748648|ref|WP_004610956.1|	acetolactate synthase [[Clostridium] spiroforme] 
gi|490748649|ref|WP_004610957.1|	ketol-acid reductoisomerase [[Clostridium] spiroforme] 
gi|490748650|ref|WP_004610958.1|	3-isopropylmalate dehydratase large subunit [[Clostridium] spiroforme] 
gi|490748651|ref|WP_004610959.1|	3-isopropylmalate dehydratase small subunit [[Clostridium] spiroforme] 
gi|490748652|ref|WP_004610960.1|	3-isopropylmalate dehydrogenase [[Clostridium] spiroforme] 
gi|490748653|ref|WP_004610961.1|	dihydroxy-acid dehydratase [[Clostridium] spiroforme] 
gi|490748654|ref|WP_004610962.1|	acetolactate synthase [[Clostridium] spiroforme] 
gi|490748655|ref|WP_004610963.1|	cell wall anchor protein [[Clostridium] spiroforme] 
gi|490748656|ref|WP_004610964.1|	membrane protein [[Clostridium] spiroforme] 
gi|490748657|ref|WP_004610965.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748658|ref|WP_004610966.1|	phosphoglycerate kinase [[Clostridium] spiroforme] 
gi|490748659|ref|WP_004610967.1|	triosephosphate isomerase [[Clostridium] spiroforme] 
gi|490748660|ref|WP_004610968.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490748661|ref|WP_004610969.1|	50S ribosomal protein L11 [[Clostridium] spiroforme] 
gi|490748662|ref|WP_004610970.1|	50S ribosomal protein L1 [[Clostridium] spiroforme] 
gi|490748663|ref|WP_004610971.1|	50S ribosomal protein L10 [[Clostridium] spiroforme] 
gi|490748664|ref|WP_004610972.1|	50S ribosomal protein L7/L12 [[Clostridium] spiroforme] 
gi|490748665|ref|WP_004610973.1|	16S rRNA methyltransferase [[Clostridium] spiroforme] 
gi|490748666|ref|WP_004610974.1|	DNA-directed RNA polymerase subunit beta [[Clostridium] spiroforme] 
gi|490748667|ref|WP_004610975.1|	DNA-directed RNA polymerase subunit beta' [[Clostridium] spiroforme] 
gi|490748668|ref|WP_004610976.1|	30S ribosomal protein S12 [[Clostridium] spiroforme] 
gi|490748669|ref|WP_004610977.1|	30S ribosomal protein S7 [[Clostridium] spiroforme] 
gi|490748670|ref|WP_004610978.1|	elongation factor P [[Clostridium] spiroforme] 
gi|490748671|ref|WP_004610979.1|	elongation factor Tu [[Clostridium] spiroforme] 
gi|490748672|ref|WP_004610980.1|	PTS mannose transporter subunit IIA [[Clostridium] spiroforme] 
