gi|493550569|ref|WP_006504245.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553251|ref|WP_006506826.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553252|ref|WP_006506827.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553253|ref|WP_006506828.1|	MULTISPECIES: hypothetical protein [Catenibacterium] 
gi|493553254|ref|WP_006506829.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553255|ref|WP_006506830.1|	homoserine dehydrogenase [Catenibacterium mitsuokai] 
gi|493553256|ref|WP_006506831.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553257|ref|WP_006506832.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553258|ref|WP_006506833.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553259|ref|WP_006506834.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553260|ref|WP_006506835.1|	multidrug transporter MatE [Catenibacterium mitsuokai] 
gi|493553261|ref|WP_006506836.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553262|ref|WP_006506837.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553263|ref|WP_006506838.1|	membrane protein [Catenibacterium mitsuokai] 
gi|493553264|ref|WP_006506839.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553265|ref|WP_006506840.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553266|ref|WP_006506841.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553267|ref|WP_006506842.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553268|ref|WP_006506843.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553269|ref|WP_006506844.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553270|ref|WP_006506845.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553271|ref|WP_006506846.1|	6-O-methylguanine-DNA methyltransferase [Catenibacterium mitsuokai] 
gi|493553272|ref|WP_006506847.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553273|ref|WP_006506848.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553274|ref|WP_006506849.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553275|ref|WP_006506850.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553276|ref|WP_006506851.1|	N-acetylmuramic acid-6-phosphate etherase [Catenibacterium mitsuokai] 
gi|493553277|ref|WP_006506852.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553278|ref|WP_006506853.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553279|ref|WP_006506854.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553280|ref|WP_006506855.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553281|ref|WP_006506856.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553282|ref|WP_006506857.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553283|ref|WP_006506858.1|	ATPase AAA [Catenibacterium mitsuokai] 
gi|493553284|ref|WP_006506859.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553285|ref|WP_006506860.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553286|ref|WP_006506861.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553287|ref|WP_006506862.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553288|ref|WP_006506863.1|	CRISPR-associated protein Csm6 [Catenibacterium mitsuokai] 
gi|493553289|ref|WP_006506864.1|	CRISPR-associated protein Cas2 [Catenibacterium mitsuokai] 
gi|493553290|ref|WP_006506865.1|	CRISPR-associated protein Cas1 [Catenibacterium mitsuokai] 
gi|493553291|ref|WP_006506866.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553292|ref|WP_006506867.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553293|ref|WP_006506868.1|	CRISPR-associated protein Cmr4 [Catenibacterium mitsuokai] 
gi|493553294|ref|WP_006506869.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553295|ref|WP_006506870.1|	CRISPR-associated protein Csm1 [Catenibacterium mitsuokai] 
gi|493553296|ref|WP_006506871.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553297|ref|WP_006506872.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553298|ref|WP_006506873.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553299|ref|WP_006506874.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553300|ref|WP_006506875.1|	transporter [Catenibacterium mitsuokai] 
gi|493553301|ref|WP_006506876.1|	aminotransferase [Catenibacterium mitsuokai] 
gi|493553302|ref|WP_006506877.1|	peptidase M24 [Catenibacterium mitsuokai] 
gi|493553303|ref|WP_006506878.1|	PTS lactose transporter subunit IIC [Catenibacterium mitsuokai] 
gi|493553304|ref|WP_006506879.1|	PTS lactose transporter subunit IIB [Catenibacterium mitsuokai] 
gi|493553305|ref|WP_006506880.1|	PTS lactose transporter subunit IIA [Catenibacterium mitsuokai] 
gi|493553306|ref|WP_006506881.1|	ethanolamine utilization protein [Catenibacterium mitsuokai] 
gi|493553307|ref|WP_006506882.1|	transcription antiterminator BglG [Catenibacterium mitsuokai] 
gi|493553308|ref|WP_006506883.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553309|ref|WP_006506884.1|	HNH endonuclease [Catenibacterium mitsuokai] 
gi|493553310|ref|WP_006506885.1|	XRE family transcriptional regulator [Catenibacterium mitsuokai] 
gi|493553311|ref|WP_006506886.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553312|ref|WP_006506887.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553313|ref|WP_006506888.1|	ATPase [Catenibacterium mitsuokai] 
gi|493553314|ref|WP_006506889.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553315|ref|WP_006506890.1|	multidrug DMT transporter permease [Catenibacterium mitsuokai] 
gi|493553316|ref|WP_006506891.1|	transketolase [Catenibacterium mitsuokai] 
gi|493553317|ref|WP_006506892.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553318|ref|WP_006506893.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553319|ref|WP_006506894.1|	adenylate cyclase [Catenibacterium mitsuokai] 
gi|493553320|ref|WP_006506895.1|	HAD family hydrolase [Catenibacterium mitsuokai] 
gi|493553321|ref|WP_006506896.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553322|ref|WP_006506897.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553323|ref|WP_006506898.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553324|ref|WP_006506899.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553325|ref|WP_006506900.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553326|ref|WP_006506901.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553328|ref|WP_006506903.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553327|ref|WP_006506902.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553329|ref|WP_006506904.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553330|ref|WP_006506905.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553331|ref|WP_006506906.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553332|ref|WP_006506907.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553333|ref|WP_006506908.1|	AsnC family transcriptional regulator [Catenibacterium mitsuokai] 
gi|493553334|ref|WP_006506909.1|	aminotransferase [Catenibacterium mitsuokai] 
gi|493553335|ref|WP_006506910.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553336|ref|WP_006506911.1|	S-adenosylmethionine tRNA ribosyltransferase [Catenibacterium mitsuokai] 
gi|493553337|ref|WP_006506912.1|	queuine tRNA-ribosyltransferase [Catenibacterium mitsuokai] 
gi|493553338|ref|WP_006506913.1|	transposase [Catenibacterium mitsuokai] 
gi|493553339|ref|WP_006506914.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553340|ref|WP_006506915.1|	MULTISPECIES: segregation and condensation protein B [Catenibacterium] 
gi|493553341|ref|WP_006506916.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553342|ref|WP_006506917.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553343|ref|WP_006506918.1|	2-hydroxyacid dehydrogenase [Catenibacterium mitsuokai] 
gi|493553344|ref|WP_006506919.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553345|ref|WP_006506920.1|	MULTISPECIES: asparaginyl-tRNA synthetase [Catenibacterium] 
gi|493553346|ref|WP_006506921.1|	CoA-binding protein [Catenibacterium mitsuokai] 
gi|493553347|ref|WP_006506922.1|	O-sialoglycoprotein endopeptidase [Catenibacterium mitsuokai] 
gi|493553348|ref|WP_006506923.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553349|ref|WP_006506924.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553350|ref|WP_006506925.1|	MULTISPECIES: ATPase [Catenibacterium] 
gi|493553351|ref|WP_006506926.1|	MULTISPECIES: hypothetical protein [Catenibacterium] 
gi|493553352|ref|WP_006506927.1|	proton-coupled thiamine transporter YuaJ [Catenibacterium mitsuokai] 
gi|493553353|ref|WP_006506928.1|	acetate kinase [Catenibacterium mitsuokai] 
gi|493553354|ref|WP_006506929.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553355|ref|WP_006506930.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553356|ref|WP_006506931.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553357|ref|WP_006506932.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493553358|ref|WP_006506933.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493553359|ref|WP_006506934.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553360|ref|WP_006506935.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553361|ref|WP_006506936.1|	sortase [Catenibacterium mitsuokai] 
gi|493553363|ref|WP_006506938.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553364|ref|WP_006506939.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553365|ref|WP_006506940.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553366|ref|WP_006506941.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553367|ref|WP_006506942.1|	cytochrome C oxidase subunit II [Catenibacterium mitsuokai] 
gi|493553368|ref|WP_006506943.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553369|ref|WP_006506944.1|	aspartate kinase [Catenibacterium mitsuokai] 
gi|493553370|ref|WP_006506945.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553372|ref|WP_006506946.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493553373|ref|WP_006506947.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553374|ref|WP_006506948.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553375|ref|WP_006506949.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553376|ref|WP_006506950.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553377|ref|WP_006506951.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553378|ref|WP_006506952.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553379|ref|WP_006506953.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553380|ref|WP_006506954.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553381|ref|WP_006506955.1|	MULTISPECIES: ribose 5-phosphate isomerase [Catenibacterium] 
gi|493553382|ref|WP_006506956.1|	serine hydroxymethyltransferase [Catenibacterium mitsuokai] 
gi|493553383|ref|WP_006506957.1|	uracil phosphoribosyltransferase [Catenibacterium mitsuokai] 
gi|493553384|ref|WP_006506958.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553385|ref|WP_006506959.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553386|ref|WP_006506960.1|	MULTISPECIES: ATP synthase subunit C [Catenibacterium] 
gi|493553387|ref|WP_006506961.1|	MULTISPECIES: hypothetical protein [Catenibacterium] 
gi|493553388|ref|WP_006506962.1|	MULTISPECIES: ATP synthase F1 subunit delta [Catenibacterium] 
gi|493553389|ref|WP_006506963.1|	F0F1 ATP synthase subunit alpha [Catenibacterium mitsuokai] 
gi|493553390|ref|WP_006506964.1|	ATP synthase F1 subunit gamma [Catenibacterium mitsuokai] 
gi|493553391|ref|WP_006506965.1|	F0F1 ATP synthase subunit beta [Catenibacterium mitsuokai] 
gi|493553392|ref|WP_006506966.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553393|ref|WP_006506967.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553394|ref|WP_006506968.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553395|ref|WP_006506969.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553396|ref|WP_006506970.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553397|ref|WP_006506971.1|	teichoic acid glycosylation protein [Catenibacterium mitsuokai] 
gi|493553398|ref|WP_006506972.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553399|ref|WP_006506973.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553400|ref|WP_006506974.1|	glycosyl transferase [Catenibacterium mitsuokai] 
gi|493553401|ref|WP_006506975.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553402|ref|WP_006506976.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553403|ref|WP_006506977.1|	ornithine carbamoyltransferase [Catenibacterium mitsuokai] 
gi|493553404|ref|WP_006506978.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553405|ref|WP_006506979.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553406|ref|WP_006506980.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553407|ref|WP_006506981.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553408|ref|WP_006506982.1|	hemolysin [Catenibacterium mitsuokai] 
gi|493553409|ref|WP_006506983.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553410|ref|WP_006506984.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553411|ref|WP_006506985.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553412|ref|WP_006506986.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553413|ref|WP_006506987.1|	phosphoribosylformylglycinamidine synthase [Catenibacterium mitsuokai] 
gi|493553414|ref|WP_006506988.1|	phosphoribosylamine--glycine ligase [Catenibacterium mitsuokai] 
gi|493553415|ref|WP_006506989.1|	phosphoribosylaminoimidazolecarboxamide formyltransferase [Catenibacterium mitsuokai] 
gi|493553416|ref|WP_006506990.1|	phosphoribosylglycinamide formyltransferase [Catenibacterium mitsuokai] 
gi|493553417|ref|WP_006506991.1|	phosphoribosylaminoimidazole synthetase [Catenibacterium mitsuokai] 
gi|493553418|ref|WP_006506992.1|	MULTISPECIES: phosphoribosylaminoimidazole-succinocarboxamide synthase [Catenibacterium] 
gi|493553419|ref|WP_006506993.1|	MULTISPECIES: N5-carboxyaminoimidazole ribonucleotide mutase [Catenibacterium] 
gi|493553420|ref|WP_006506994.1|	formate--tetrahydrofolate ligase [Catenibacterium mitsuokai] 
gi|493553421|ref|WP_006506995.1|	flavin reductase [Catenibacterium mitsuokai] 
gi|493553423|ref|WP_006506997.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553422|ref|WP_006506996.1|	dipeptidase [Catenibacterium mitsuokai] 
gi|493553424|ref|WP_006506998.1|	excinuclease ABC subunit A [Catenibacterium mitsuokai] 
gi|493553425|ref|WP_006506999.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553426|ref|WP_006507000.1|	flavodoxin [Catenibacterium mitsuokai] 
gi|493553427|ref|WP_006507001.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553428|ref|WP_006507002.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553429|ref|WP_006507003.1|	integrase [Catenibacterium mitsuokai] 
gi|493553430|ref|WP_006507004.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553431|ref|WP_006507005.1|	DNA methyltransferase [Catenibacterium mitsuokai] 
gi|493553432|ref|WP_006507006.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553433|ref|WP_006507007.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553434|ref|WP_006507008.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553435|ref|WP_006507009.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553436|ref|WP_006507010.1|	transcriptional regulator [Catenibacterium mitsuokai] 
gi|493553437|ref|WP_006507011.1|	oligoendopeptidase [Catenibacterium mitsuokai] 
gi|493553438|ref|WP_006507012.1|	triosephosphate isomerase [Catenibacterium mitsuokai] 
gi|493553439|ref|WP_006507013.1|	phosphoglycerate kinase [Catenibacterium mitsuokai] 
gi|493553440|ref|WP_006507014.1|	transposase [Catenibacterium mitsuokai] 
gi|493553441|ref|WP_006507015.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553442|ref|WP_006507016.1|	PEP phosphonomutase [Catenibacterium mitsuokai] 
gi|493553443|ref|WP_006507017.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553444|ref|WP_006507018.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553445|ref|WP_006507019.1|	PTS fructose transporter subunit IID [Catenibacterium mitsuokai] 
gi|493553446|ref|WP_006507020.1|	PTS sorbose transporter subunit IIC [Catenibacterium mitsuokai] 
gi|493553447|ref|WP_006507021.1|	PTS fructose transporter subunit IIB [Catenibacterium mitsuokai] 
gi|493553448|ref|WP_006507022.1|	PTS fructose transporter subunit IIA [Catenibacterium mitsuokai] 
gi|493553449|ref|WP_006507023.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493553451|ref|WP_006507025.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553452|ref|WP_006507026.1|	integrase [Catenibacterium mitsuokai] 
gi|493553453|ref|WP_006507027.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553454|ref|WP_006507028.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553455|ref|WP_006507029.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553456|ref|WP_006507030.1|	MULTISPECIES: ArsR family transcriptional regulator [Catenibacterium] 
gi|493553457|ref|WP_006507031.1|	PhoU family transcriptional regulator [Catenibacterium mitsuokai] 
gi|493553458|ref|WP_006507032.1|	phosphate ABC transporter ATP-binding protein [Catenibacterium mitsuokai] 
gi|493553459|ref|WP_006507033.1|	MULTISPECIES: phosphate ABC transporter permease [Catenibacterium] 
gi|493553460|ref|WP_006507034.1|	phosphate ABC transporter permease [Catenibacterium mitsuokai] 
gi|493553461|ref|WP_006507035.1|	phosphate ABC transporter substrate-binding protein [Catenibacterium mitsuokai] 
gi|493553462|ref|WP_006507036.1|	membrane protein [Catenibacterium mitsuokai] 
gi|493553463|ref|WP_006507037.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553464|ref|WP_006507038.1|	PTS lactose transporter subunit IIC [Catenibacterium mitsuokai] 
gi|493553465|ref|WP_006507039.1|	3-phosphoglycerate dehydrogenase [Catenibacterium mitsuokai] 
gi|493553466|ref|WP_006507040.1|	MFS transporter [Catenibacterium mitsuokai] 
gi|493553467|ref|WP_006507041.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553468|ref|WP_006507042.1|	PTS lactose transporter subunit IIB [Catenibacterium mitsuokai] 
gi|493553469|ref|WP_006507043.1|	histidinol phosphate phosphatase [Catenibacterium mitsuokai] 
gi|493553470|ref|WP_006507044.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493553471|ref|WP_006507045.1|	hydrolase [Catenibacterium mitsuokai] 
gi|493553472|ref|WP_006507046.1|	cobalamin biosynthesis protein CobW [Catenibacterium mitsuokai] 
