gi|493928256|ref|WP_006872959.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932352|ref|WP_006876884.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932353|ref|WP_006876885.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932354|ref|WP_006876886.1|	translation initiation factor 2 [Anaerotruncus colihominis] 
gi|493932355|ref|WP_006876887.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932356|ref|WP_006876888.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932357|ref|WP_006876889.1|	transcription elongation factor NusA [Anaerotruncus colihominis] 
gi|493932358|ref|WP_006876890.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932359|ref|WP_006876891.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932360|ref|WP_006876892.1|	acetyl-CoA synthetase [Anaerotruncus colihominis] 
gi|493932361|ref|WP_006876893.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932362|ref|WP_006876894.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932363|ref|WP_006876895.1|	MULTISPECIES: xanthine phosphoribosyltransferase [Clostridiales] 
gi|493932365|ref|WP_006876896.1|	ABC transporter substrate-binding protein [Anaerotruncus colihominis] 
gi|493932366|ref|WP_006876897.1|	MULTISPECIES: ABC transporter ATP-binding protein [Clostridiales] 
gi|493932367|ref|WP_006876898.1|	MULTISPECIES: branched-chain amino acid ABC transporter permease [Clostridiales] 
gi|493932368|ref|WP_006876899.1|	MULTISPECIES: ABC transporter permease [Clostridiales] 
gi|493932369|ref|WP_006876900.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932370|ref|WP_006876901.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932371|ref|WP_006876902.1|	MULTISPECIES: 5-nitroimidazole antibiotic resistance protein [Clostridiales] 
gi|493932372|ref|WP_006876903.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932373|ref|WP_006876904.1|	ArsR family transcriptional regulator [Anaerotruncus colihominis] 
gi|493932374|ref|WP_006876905.1|	MULTISPECIES: PhoU family transcriptional regulator [Clostridiales] 
gi|493932376|ref|WP_006876906.1|	MULTISPECIES: phosphate ABC transporter ATP-binding protein [Clostridiales] 
gi|493932377|ref|WP_006876907.1|	phosphate ABC transporter permease [Anaerotruncus colihominis] 
gi|493932378|ref|WP_006876908.1|	MULTISPECIES: phosphate ABC transporter permease [Clostridiales] 
gi|493932379|ref|WP_006876909.1|	phosphate-binding protein [Anaerotruncus colihominis] 
gi|493932380|ref|WP_006876910.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932381|ref|WP_006876911.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932382|ref|WP_006876912.1|	chromate transporter [Anaerotruncus colihominis] 
gi|493932383|ref|WP_006876913.1|	chromate transporter [Anaerotruncus colihominis] 
gi|493932384|ref|WP_006876914.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932385|ref|WP_006876915.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932386|ref|WP_006876916.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932387|ref|WP_006876917.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932388|ref|WP_006876918.1|	MULTISPECIES: C4-dicarboxylate ABC transporter permease [Clostridiales] 
gi|493932389|ref|WP_006876919.1|	arylsulfatase [Anaerotruncus colihominis] 
gi|493932390|ref|WP_006876920.1|	GntR family transcriptional regulator [Anaerotruncus colihominis] 
gi|493932391|ref|WP_006876921.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932392|ref|WP_006876922.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932393|ref|WP_006876923.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932394|ref|WP_006876924.1|	glycerate kinase [Anaerotruncus colihominis] 
gi|493932395|ref|WP_006876925.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932396|ref|WP_006876926.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932397|ref|WP_006876927.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932398|ref|WP_006876928.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|493932399|ref|WP_006876929.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932400|ref|WP_006876930.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932401|ref|WP_006876931.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932402|ref|WP_006876932.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932403|ref|WP_006876933.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932404|ref|WP_006876934.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932405|ref|WP_006876935.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932406|ref|WP_006876936.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932407|ref|WP_006876937.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932408|ref|WP_006876938.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932410|ref|WP_006876939.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932411|ref|WP_006876940.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932412|ref|WP_006876941.1|	L-ascorbate 6-phosphate lactonase [Anaerotruncus colihominis] 
gi|493932413|ref|WP_006876942.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932414|ref|WP_006876943.1|	MULTISPECIES: peptide ABC transporter substrate-binding protein [Clostridiales] 
gi|493932415|ref|WP_006876944.1|	peptide ABC transporter ATP-binding protein [Anaerotruncus colihominis] 
gi|493932416|ref|WP_006876945.1|	MULTISPECIES: glutathione ABC transporter permease GsiD [Clostridiales] 
gi|493932417|ref|WP_006876946.1|	peptide ABC transporter [Anaerotruncus colihominis] 
gi|493932418|ref|WP_006876947.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932419|ref|WP_006876948.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932420|ref|WP_006876949.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932421|ref|WP_006876950.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932422|ref|WP_006876951.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932423|ref|WP_006876952.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932424|ref|WP_006876953.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932425|ref|WP_006876954.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932426|ref|WP_006876955.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932427|ref|WP_006876956.1|	MULTISPECIES: ABC transporter [Clostridiales] 
gi|493932428|ref|WP_006876957.1|	ABC transporter [Anaerotruncus colihominis] 
gi|493932429|ref|WP_006876958.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932430|ref|WP_006876959.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932431|ref|WP_006876960.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932432|ref|WP_006876961.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932433|ref|WP_006876962.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932434|ref|WP_006876963.1|	alpha/beta hydrolase [Anaerotruncus colihominis] 
gi|493932435|ref|WP_006876964.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932436|ref|WP_006876965.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932437|ref|WP_006876966.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932438|ref|WP_006876967.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932439|ref|WP_006876968.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932440|ref|WP_006876969.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932441|ref|WP_006876970.1|	carbon starvation protein CstA [Anaerotruncus colihominis] 
gi|493932442|ref|WP_006876971.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932443|ref|WP_006876972.1|	deoxyribose-phosphate aldolase [Anaerotruncus colihominis] 
gi|493932444|ref|WP_006876973.1|	transcriptional regulator [Anaerotruncus colihominis] 
gi|493932445|ref|WP_006876974.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932446|ref|WP_006876975.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932447|ref|WP_006876976.1|	MULTISPECIES: carbohydrate degradation protein [Clostridiales] 
gi|493932448|ref|WP_006876977.1|	MULTISPECIES: transketolase [Clostridiales] 
gi|493932449|ref|WP_006876978.1|	MULTISPECIES: sugar phosphate isomerase [Clostridiales] 
gi|493932450|ref|WP_006876979.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932451|ref|WP_006876980.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932453|ref|WP_006876981.1|	cytochrome C [Anaerotruncus colihominis] 
gi|493932454|ref|WP_006876982.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932455|ref|WP_006876983.1|	cytochrome C6 [Anaerotruncus colihominis] 
gi|493932456|ref|WP_006876984.1|	MULTISPECIES: cytochrome C6 [Clostridiales] 
gi|493932457|ref|WP_006876985.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932458|ref|WP_006876986.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932459|ref|WP_006876987.1|	competence protein TfoX [Anaerotruncus colihominis] 
gi|493932460|ref|WP_006876988.1|	DeoR family transcriptional regulator [Anaerotruncus colihominis] 
gi|493932462|ref|WP_006876989.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932463|ref|WP_006876990.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932464|ref|WP_006876991.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932465|ref|WP_006876992.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932466|ref|WP_006876993.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932467|ref|WP_006876994.1|	transcriptional regulator [Anaerotruncus colihominis] 
gi|493932468|ref|WP_006876995.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932469|ref|WP_006876996.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932471|ref|WP_006876997.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932472|ref|WP_006876998.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932473|ref|WP_006876999.1|	phosphoadenosine phosphosulfate reductase [Anaerotruncus colihominis] 
gi|493932474|ref|WP_006877000.1|	nuclease [Anaerotruncus colihominis] 
gi|493932475|ref|WP_006877001.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932476|ref|WP_006877002.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932478|ref|WP_006877003.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932479|ref|WP_006877004.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932480|ref|WP_006877005.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932482|ref|WP_006877006.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932483|ref|WP_006877007.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932484|ref|WP_006877008.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932485|ref|WP_006877009.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932486|ref|WP_006877010.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932487|ref|WP_006877011.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932489|ref|WP_006877012.1|	30S ribosomal protein S12 [Anaerotruncus colihominis] 
gi|493932490|ref|WP_006877013.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932491|ref|WP_006877014.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932492|ref|WP_006877015.1|	transcriptional regulator [Anaerotruncus colihominis] 
gi|493932493|ref|WP_006877016.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932494|ref|WP_006877017.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932495|ref|WP_006877018.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932496|ref|WP_006877019.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932497|ref|WP_006877020.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932498|ref|WP_006877021.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932499|ref|WP_006877022.1|	DNA-binding protein [Anaerotruncus colihominis] 
gi|493932500|ref|WP_006877023.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932501|ref|WP_006877024.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932502|ref|WP_006877025.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932503|ref|WP_006877026.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932504|ref|WP_006877027.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932505|ref|WP_006877028.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932507|ref|WP_006877029.1|	prevent-host-death protein [Anaerotruncus colihominis] 
gi|493932508|ref|WP_006877030.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932509|ref|WP_006877031.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932510|ref|WP_006877032.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932511|ref|WP_006877033.1|	integrase [Anaerotruncus colihominis] 
gi|493932512|ref|WP_006877034.1|	recombinase [Anaerotruncus colihominis] 
gi|493932513|ref|WP_006877035.1|	ATPase [Anaerotruncus colihominis] 
gi|493932515|ref|WP_006877036.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932516|ref|WP_006877037.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932517|ref|WP_006877038.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932518|ref|WP_006877039.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932519|ref|WP_006877040.1|	carboxymethylenebutenolidase [Anaerotruncus colihominis] 
gi|493932520|ref|WP_006877041.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932521|ref|WP_006877042.1|	hypothetical protein partial [Anaerotruncus colihominis] 
gi|493928366|ref|WP_006873063.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932522|ref|WP_006877043.1|	RNA polymerase subunit sigma-70 [Anaerotruncus colihominis] 
gi|493932523|ref|WP_006877044.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932524|ref|WP_006877045.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932525|ref|WP_006877046.1|	toxin [Anaerotruncus colihominis] 
gi|493932526|ref|WP_006877047.1|	MULTISPECIES: XRE family transcriptional regulator [Clostridiales] 
gi|493932528|ref|WP_006877048.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932529|ref|WP_006877049.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932530|ref|WP_006877050.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932531|ref|WP_006877051.1|	malate dehydrogenase [Anaerotruncus colihominis] 
gi|493932532|ref|WP_006877052.1|	histidinol phosphatase [Anaerotruncus colihominis] 
gi|493932534|ref|WP_006877053.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932535|ref|WP_006877054.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932536|ref|WP_006877055.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932537|ref|WP_006877056.1|	xylose isomerase [Anaerotruncus colihominis] 
gi|493932538|ref|WP_006877057.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932539|ref|WP_006877058.1|	AMP-binding protein [Anaerotruncus colihominis] 
gi|493932541|ref|WP_006877059.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932542|ref|WP_006877060.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932543|ref|WP_006877061.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932544|ref|WP_006877062.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932545|ref|WP_006877063.1|	MULTISPECIES: thioredoxin reductase [Clostridiales] 
gi|493932546|ref|WP_006877064.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932547|ref|WP_006877065.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932548|ref|WP_006877066.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932549|ref|WP_006877067.1|	chorismate synthase [Anaerotruncus colihominis] 
gi|493932550|ref|WP_006877068.1|	MULTISPECIES: GNAT family acetyltransferase [Clostridiales] 
gi|493932551|ref|WP_006877069.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932552|ref|WP_006877070.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932553|ref|WP_006877071.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932554|ref|WP_006877072.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932555|ref|WP_006877073.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932556|ref|WP_006877074.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932557|ref|WP_006877075.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932558|ref|WP_006877076.1|	MULTISPECIES: 2-deoxy-D-gluconate 3-dehydrogenase [Clostridiales] 
gi|493932559|ref|WP_006877077.1|	oxidoreductase [Anaerotruncus colihominis] 
gi|493932560|ref|WP_006877078.1|	endonuclease [Anaerotruncus colihominis] 
gi|493932561|ref|WP_006877079.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932563|ref|WP_006877080.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932564|ref|WP_006877081.1|	C4-dicarboxylate ABC transporter permease [Anaerotruncus colihominis] 
gi|493932565|ref|WP_006877082.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932566|ref|WP_006877083.1|	phosphoglycerate dehydrogenase [Anaerotruncus colihominis] 
gi|493932567|ref|WP_006877084.1|	dihydrodipicolinate synthase [Anaerotruncus colihominis] 
gi|493932568|ref|WP_006877085.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932569|ref|WP_006877086.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932571|ref|WP_006877087.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932572|ref|WP_006877088.1|	aspartate kinase [Anaerotruncus colihominis] 
gi|493932573|ref|WP_006877089.1|	homoserine kinase [Anaerotruncus colihominis] 
gi|493932574|ref|WP_006877090.1|	homoserine dehydrogenase [Anaerotruncus colihominis] 
gi|493932575|ref|WP_006877091.1|	MULTISPECIES: amino acid-binding protein [Clostridiales] 
gi|493932576|ref|WP_006877092.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932577|ref|WP_006877093.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932578|ref|WP_006877094.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932580|ref|WP_006877095.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932581|ref|WP_006877096.1|	fumarate hydratase [Anaerotruncus colihominis] 
gi|493932582|ref|WP_006877097.1|	MULTISPECIES: molybdenum-pterin-binding protein [Clostridiales] 
gi|493932583|ref|WP_006877098.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932584|ref|WP_006877099.1|	hypothetical protein [Anaerotruncus colihominis] 
gi|493932585|ref|WP_006877100.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|493932586|ref|WP_006877101.1|	MULTISPECIES: inosine 5'-monophosphate dehydrogenase [Clostridiales] 
