gi|495390983|ref|WP_008115684.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396432|ref|WP_008121132.1|	MULTISPECIES: hydrolase TatD [Bacteria] 
gi|495396435|ref|WP_008121135.1|	methionyl-tRNA synthetase [[Bacteroides] pectinophilus] 
gi|495396438|ref|WP_008121138.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396440|ref|WP_008121140.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396442|ref|WP_008121142.1|	peptidase [[Bacteroides] pectinophilus] 
gi|495396445|ref|WP_008121145.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396447|ref|WP_008121147.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396450|ref|WP_008121150.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396451|ref|WP_008121151.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396453|ref|WP_008121153.1|	glycosyl transferase family 35 [[Bacteroides] pectinophilus] 
gi|495396455|ref|WP_008121155.1|	isoleucyl-tRNA synthase [[Bacteroides] pectinophilus] 
gi|495396457|ref|WP_008121157.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396459|ref|WP_008121159.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396461|ref|WP_008121161.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396463|ref|WP_008121163.1|	2-keto-3-deoxygluconate permease [[Bacteroides] pectinophilus] 
gi|495396466|ref|WP_008121166.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396468|ref|WP_008121168.1|	zinc ribbon NADH pyrophosphatase [[Bacteroides] pectinophilus] 
gi|495396470|ref|WP_008121170.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396472|ref|WP_008121172.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396473|ref|WP_008121173.1|	nucleoside-diphosphate sugar epimerase [[Bacteroides] pectinophilus] 
gi|495396475|ref|WP_008121175.1|	glycosyltransferase [[Bacteroides] pectinophilus] 
gi|495396477|ref|WP_008121177.1|	glycosyl transferase [[Bacteroides] pectinophilus] 
gi|495396478|ref|WP_008121178.1|	capsular polysaccharide biosynthesis protein [[Bacteroides] pectinophilus] 
gi|495396481|ref|WP_008121181.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396483|ref|WP_008121183.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396486|ref|WP_008121186.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396488|ref|WP_008121188.1|	anthranilate synthase subunit I [[Bacteroides] pectinophilus] 
gi|495396490|ref|WP_008121190.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396491|ref|WP_008121191.1|	indole-3-glycerol phosphate synthase [[Bacteroides] pectinophilus] 
gi|495396493|ref|WP_008121193.1|	phosphoglucose isomerase [[Bacteroides] pectinophilus] 
gi|495396495|ref|WP_008121195.1|	tryptophan synthase subunit alpha [[Bacteroides] pectinophilus] 
gi|495396497|ref|WP_008121197.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396499|ref|WP_008121199.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396501|ref|WP_008121201.1|	permease [[Bacteroides] pectinophilus] 
gi|495396503|ref|WP_008121203.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396505|ref|WP_008121205.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396507|ref|WP_008121207.1|	prolyl-tRNA synthetase [[Bacteroides] pectinophilus] 
gi|495396508|ref|WP_008121208.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396510|ref|WP_008121210.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396512|ref|WP_008121212.1|	transcriptional regulator [[Bacteroides] pectinophilus] 
gi|495396514|ref|WP_008121214.1|	histidine kinase [[Bacteroides] pectinophilus] 
gi|495396516|ref|WP_008121216.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396518|ref|WP_008121218.1|	MULTISPECIES: UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Bacteria] 
gi|495396520|ref|WP_008121220.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396522|ref|WP_008121222.1|	phosphohydrolase [[Bacteroides] pectinophilus] 
gi|495396524|ref|WP_008121224.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396526|ref|WP_008121226.1|	MULTISPECIES: flavin reductase [Bacteria] 
gi|495396527|ref|WP_008121227.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396529|ref|WP_008121229.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396530|ref|WP_008121230.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396533|ref|WP_008121233.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396534|ref|WP_008121234.1|	ATP-dependent OLD family endonuclease [[Bacteroides] pectinophilus] 
gi|495396536|ref|WP_008121236.1|	methyltransferase [[Bacteroides] pectinophilus] 
gi|495396538|ref|WP_008121238.1|	MULTISPECIES: sodium:calcium symporter [Bacteria] 
gi|495396540|ref|WP_008121240.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396542|ref|WP_008121242.1|	multidrug transporter MatE [[Bacteroides] pectinophilus] 
gi|495396544|ref|WP_008121244.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396546|ref|WP_008121246.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396547|ref|WP_008121247.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396549|ref|WP_008121249.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396551|ref|WP_008121251.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396553|ref|WP_008121253.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396554|ref|WP_008121254.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396556|ref|WP_008121256.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396558|ref|WP_008121258.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396560|ref|WP_008121260.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396562|ref|WP_008121262.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396564|ref|WP_008121264.1|	MerR family transcriptional regulator [[Bacteroides] pectinophilus] 
gi|495396565|ref|WP_008121265.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396567|ref|WP_008121267.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396571|ref|WP_008121271.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489961754|ref|WP_003865061.1|	MULTISPECIES: DNA-binding protein [Firmicutes] 
gi|495396574|ref|WP_008121274.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396576|ref|WP_008121276.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396577|ref|WP_008121277.1|	ATPase [[Bacteroides] pectinophilus] 
gi|495396578|ref|WP_008121278.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396580|ref|WP_008121280.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396582|ref|WP_008121282.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396585|ref|WP_008121285.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396587|ref|WP_008121287.1|	transposase [[Bacteroides] pectinophilus] 
gi|495396589|ref|WP_008121289.1|	transcriptional regulator [[Bacteroides] pectinophilus] 
gi|495396590|ref|WP_008121290.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396592|ref|WP_008121292.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396594|ref|WP_008121294.1|	peptide ABC transporter ATP-binding protein [[Bacteroides] pectinophilus] 
gi|495396596|ref|WP_008121296.1|	ABC transporter permease [[Bacteroides] pectinophilus] 
gi|495396598|ref|WP_008121298.1|	resolvase [[Bacteroides] pectinophilus] 
gi|495396600|ref|WP_008121300.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396602|ref|WP_008121302.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396605|ref|WP_008121305.1|	virulence-associated protein E [[Bacteroides] pectinophilus] 
gi|495396607|ref|WP_008121307.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396610|ref|WP_008121310.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396612|ref|WP_008121312.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396615|ref|WP_008121315.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396616|ref|WP_008121316.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396619|ref|WP_008121319.1|	XRE family transcriptional regulator [[Bacteroides] pectinophilus] 
gi|495396622|ref|WP_008121322.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396624|ref|WP_008121324.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396625|ref|WP_008121325.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396626|ref|WP_008121326.1|	methyltransferase [[Bacteroides] pectinophilus] 
gi|495396627|ref|WP_008121327.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495396628|ref|WP_008121328.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396629|ref|WP_008121329.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396630|ref|WP_008121330.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396631|ref|WP_008121331.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495396632|ref|WP_008121332.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396633|ref|WP_008121333.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396634|ref|WP_008121334.1|	MULTISPECIES: MerR family transcripitonal regulator [Clostridiales] 
gi|495396635|ref|WP_008121335.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396636|ref|WP_008121336.1|	transposase [[Bacteroides] pectinophilus] 
gi|495396638|ref|WP_008121338.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396640|ref|WP_008121340.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396643|ref|WP_008121343.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396657|ref|WP_008121357.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396658|ref|WP_008121358.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396660|ref|WP_008121360.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396662|ref|WP_008121362.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396664|ref|WP_008121364.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396665|ref|WP_008121365.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396667|ref|WP_008121367.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396669|ref|WP_008121369.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396671|ref|WP_008121371.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396683|ref|WP_008121383.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396685|ref|WP_008121385.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396687|ref|WP_008121387.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396690|ref|WP_008121390.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396692|ref|WP_008121392.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396694|ref|WP_008121394.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396695|ref|WP_008121395.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396697|ref|WP_008121397.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396699|ref|WP_008121399.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396702|ref|WP_008121402.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396703|ref|WP_008121403.1|	membrane protein [[Bacteroides] pectinophilus] 
gi|495396705|ref|WP_008121405.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396706|ref|WP_008121406.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396708|ref|WP_008121408.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396710|ref|WP_008121410.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396712|ref|WP_008121412.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396714|ref|WP_008121414.1|	oxidoreductase [[Bacteroides] pectinophilus] 
gi|495396716|ref|WP_008121416.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396717|ref|WP_008121417.1|	potassium transporter [[Bacteroides] pectinophilus] 
gi|495396719|ref|WP_008121419.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396721|ref|WP_008121421.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396722|ref|WP_008121422.1|	MULTISPECIES: ribonucleoside triphosphate reductase [Bacteria] 
gi|495396724|ref|WP_008121424.1|	cytidylate kinase [[Bacteroides] pectinophilus] 
gi|495396725|ref|WP_008121425.1|	MULTISPECIES: multidrug transporter MatE [Bacteria] 
gi|495396728|ref|WP_008121428.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396730|ref|WP_008121430.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396733|ref|WP_008121433.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396738|ref|WP_008121438.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396736|ref|WP_008121436.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396739|ref|WP_008121439.1|	3-oxoacyl-ACP reductase [[Bacteroides] pectinophilus] 
gi|495396741|ref|WP_008121441.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396744|ref|WP_008121444.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396743|ref|WP_008121443.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396746|ref|WP_008121446.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396747|ref|WP_008121447.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396749|ref|WP_008121449.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396751|ref|WP_008121451.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396752|ref|WP_008121452.1|	MULTISPECIES: preprotein translocase subunit SecA [Bacteria] 
gi|495396753|ref|WP_008121453.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396754|ref|WP_008121454.1|	peptide chain release factor 2 [[Bacteroides] pectinophilus] 
gi|495396755|ref|WP_008121455.1|	MULTISPECIES: chemotaxis protein CheW [Bacteria] 
gi|495396756|ref|WP_008121456.1|	4-alpha-glucanotransferase [[Bacteroides] pectinophilus] 
gi|495396757|ref|WP_008121457.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396758|ref|WP_008121458.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396759|ref|WP_008121459.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396760|ref|WP_008121460.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396761|ref|WP_008121461.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396763|ref|WP_008121463.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396765|ref|WP_008121465.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396767|ref|WP_008121467.1|	MULTISPECIES: homoserine dehydrogenase [Bacteria] 
gi|495396769|ref|WP_008121469.1|	aspartate kinase [[Bacteroides] pectinophilus] 
gi|495396770|ref|WP_008121470.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396772|ref|WP_008121472.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396773|ref|WP_008121473.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396775|ref|WP_008121475.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396778|ref|WP_008121478.1|	ATPase [[Bacteroides] pectinophilus] 
gi|495396780|ref|WP_008121480.1|	O-sialoglycoprotein endopeptidase [[Bacteroides] pectinophilus] 
gi|495396782|ref|WP_008121482.1|	MULTISPECIES: alanine acetyltransferase [Bacteria] 
gi|495396783|ref|WP_008121483.1|	ribonuclease Z [[Bacteroides] pectinophilus] 
gi|495396784|ref|WP_008121484.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396785|ref|WP_008121485.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396786|ref|WP_008121486.1|	MULTISPECIES: O-sialoglycoprotein endopeptidase [Bacteria] 
gi|495396787|ref|WP_008121487.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396679|ref|WP_008121379.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396681|ref|WP_008121381.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396798|ref|WP_008121498.1|	histidyl-tRNA synthetase [[Bacteroides] pectinophilus] 
gi|495396800|ref|WP_008121500.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396801|ref|WP_008121501.1|	recombinase RecU [[Bacteroides] pectinophilus] 
gi|495396803|ref|WP_008121503.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396805|ref|WP_008121505.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396806|ref|WP_008121506.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396808|ref|WP_008121508.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396810|ref|WP_008121510.1|	MULTISPECIES: SAM-dependent methyltransferase [Bacteria] 
gi|495396812|ref|WP_008121512.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396814|ref|WP_008121514.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396816|ref|WP_008121516.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396817|ref|WP_008121517.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396820|ref|WP_008121520.1|	phosphopantetheine adenylyltransferase [[Bacteroides] pectinophilus] 
gi|495396822|ref|WP_008121522.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396824|ref|WP_008121524.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396825|ref|WP_008121525.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396827|ref|WP_008121527.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396829|ref|WP_008121529.1|	peptidase M20 [[Bacteroides] pectinophilus] 
gi|495396831|ref|WP_008121531.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396834|ref|WP_008121534.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396835|ref|WP_008121535.1|	stage III sporulation protein AC [[Bacteroides] pectinophilus] 
gi|495396838|ref|WP_008121538.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396841|ref|WP_008121541.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396845|ref|WP_008121545.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396848|ref|WP_008121548.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396850|ref|WP_008121550.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396852|ref|WP_008121552.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495396853|ref|WP_008121553.1|	transcription antitermination protein NusB [[Bacteroides] pectinophilus] 
gi|495396856|ref|WP_008121556.1|	exodeoxyribonuclease VII [[Bacteroides] pectinophilus] 
gi|495396857|ref|WP_008121557.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495396859|ref|WP_008121559.1|	farnesyl-diphosphate synthase [[Bacteroides] pectinophilus] 
gi|495396861|ref|WP_008121561.1|	1-deoxy-D-xylulose-5-phosphate synthase [[Bacteroides] pectinophilus] 
gi|495396863|ref|WP_008121563.1|	MULTISPECIES: RNA methyltransferase [Bacteria] 
gi|495396865|ref|WP_008121565.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495396873|ref|WP_008121573.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
